ZIP Code,edu_white_hs,edu_white_bachelors,edu_white_non_hispanic_hs,edu_white_non_hispanic_bachelors,edu_black_hs,edu_black_bachelors,edu_ai_an_hs,edu_ai_an_bachelors,edu_asian_hs,edu_asian_bachelors,edu_npi_hs,edu_npi_bachelors,edu_other_hs,edu_other_bachelors
32940,96.6,49.8,96.5,49.3,90.6,46.5,100.0,79.3,91.2,50.6,0.0,0.0,98.0,70.5
32948,74.4,12.9,87.4,8.6,96.8,0.0,-,-,-,-,-,-,63.7,12.8
32949,93.1,32.0,94.0,32.5,70.6,31.4,-,-,31.0,31.0,100.0,0.0,-,-
32950,96.9,33.2,97.6,31.4,100.0,16.3,-,-,-,-,-,-,-,-
32951,96.4,50.4,96.3,50.3,100.0,54.9,100.0,0.0,93.7,93.7,-,-,100.0,67.0
32952,95.8,43.2,97.1,44.2,92.1,46.6,100.0,100.0,94.7,48.5,100.0,74.0,100.0,70.9
32953,96.0,38.1,96.2,37.5,84.0,17.1,100.0,0.0,88.4,38.7,-,-,99.8,20.1
32955,93.8,39.4,93.8,39.5,96.0,22.3,82.1,0.0,89.3,53.9,-,-,91.8,21.4
32958,94.4,29.6,94.7,29.7,80.4,48.4,100.0,72.4,95.5,27.0,-,-,90.2,27.5
32959,-,-,-,-,-,-,-,-,-,-,-,-,-,-
32960,92.7,27.7,92.8,28.1,78.6,8.4,100.0,0.0,78.1,20.6,-,-,76.3,10.7
32962,90.9,24.1,92.4,26.2,63.4,7.1,100.0,0.0,74.6,38.0,-,-,95.8,3.2
32963,99.0,69.1,99.0,69.0,100.0,0.0,-,-,100.0,63.1,100.0,0.0,100.0,70.0
32966,96.0,30.3,96.4,31.1,78.6,54.4,100.0,0.0,91.6,69.2,-,-,89.1,23.5
32967,93.1,37.2,94.6,38.5,76.3,16.1,75.9,0.0,46.4,46.4,-,-,56.9,4.3
32968,96.6,36.0,96.5,36.1,87.8,0.0,-,-,72.3,41.5,-,-,88.7,73.4
32970,-,-,-,-,93.3,41.7,-,-,-,-,-,-,-,-
32976,94.4,18.1,94.3,18.3,100.0,52.6,100.0,100.0,86.1,64.6,-,-,100.0,10.2
33001,94.5,19.4,93.9,20.5,-,-,-,-,-,-,-,-,100.0,17.4
33004,96.0,37.4,95.4,36.7,74.3,18.0,100.0,100.0,100.0,71.9,-,-,90.9,2.5
33009,88.3,40.4,89.6,41.9,85.4,19.5,100.0,8.5,94.8,61.2,100.0,27.5,89.3,40.5
33010,59.4,17.3,86.1,17.6,70.7,7.0,100.0,0.0,61.2,13.3,-,-,65.5,14.2
33012,67.1,18.3,86.4,26.9,83.8,9.0,0.0,0.0,90.5,48.9,-,-,71.5,15.9
33013,70.2,16.0,91.8,19.3,42.5,0.0,100.0,0.0,64.9,42.9,100.0,100.0,75.2,13.3
33014,79.7,25.8,95.8,45.0,87.5,30.0,-,-,91.9,62.8,-,-,82.7,21.2
33015,84.2,28.9,90.0,29.3,82.6,29.9,100.0,0.0,61.7,32.3,-,-,84.3,22.8
33016,79.8,26.1,92.1,39.3,79.5,38.4,-,-,83.5,32.3,-,-,88.8,29.5
33018,81.1,26.0,90.0,33.9,90.0,45.4,100.0,62.5,81.6,34.3,-,-,89.4,30.9
33019,95.2,55.4,97.0,58.1,94.7,70.9,100.0,0.0,100.0,100.0,-,-,100.0,59.9
33020,88.5,31.4,90.2,30.4,82.5,23.1,100.0,100.0,92.8,66.1,-,-,85.4,35.3
33021,90.3,39.8,93.6,43.4,90.0,19.5,100.0,77.8,84.8,44.4,100.0,0.0,91.4,32.1
33022,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33023,84.8,13.5,92.4,17.8,87.1,19.4,79.2,6.7,73.4,21.8,100.0,100.0,73.3,18.4
33024,89.7,26.0,94.0,28.7,92.8,26.9,92.4,7.9,82.2,25.4,0.0,0.0,81.0,17.7
33025,92.3,22.5,95.1,30.5,93.7,24.1,83.3,25.4,93.7,50.7,-,-,94.7,42.0
33026,94.2,38.2,96.9,43.9,92.5,38.6,-,-,86.0,50.0,-,-,85.3,31.0
33027,94.6,31.9,95.6,37.4,92.9,38.8,42.3,42.3,90.6,54.9,100.0,0.0,94.5,51.8
33028,96.4,47.1,95.0,50.2,97.5,56.3,100.0,13.5,94.6,69.9,0.0,0.0,91.9,48.8
33029,94.2,43.7,95.0,50.4,99.1,40.3,100.0,0.0,94.1,65.3,-,-,98.4,42.0
33030,61.5,14.0,89.7,18.8,78.7,12.2,39.9,2.6,94.4,8.5,-,-,42.2,12.5
33031,91.4,24.2,97.5,23.8,100.0,58.2,100.0,0.0,100.0,100.0,-,-,78.5,0.0
33032,79.4,22.2,85.4,10.4,88.6,26.3,100.0,43.7,79.7,27.1,-,-,77.5,17.8
33033,80.1,23.1,92.8,34.8,85.6,29.6,46.3,31.3,82.7,23.7,100.0,0.0,58.7,14.3
33034,69.7,12.9,81.2,26.5,66.3,5.9,18.8,0.0,77.8,77.8,-,-,44.0,18.0
33035,83.3,36.4,96.7,40.8,91.0,14.6,100.0,74.2,100.0,100.0,0.0,0.0,84.5,26.9
33036,96.7,41.0,99.5,43.1,66.7,0.0,-,-,100.0,64.0,-,-,99.0,10.4
33037,92.9,40.7,96.9,40.9,36.0,18.6,-,-,73.5,60.3,-,-,100.0,31.1
33039,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33040,94.2,40.5,97.0,44.9,85.2,20.0,89.5,0.0,85.1,39.7,30.8,0.0,80.4,35.9
33042,96.2,42.2,96.3,43.5,100.0,33.7,-,-,100.0,60.0,-,-,-,-
33043,92.5,27.5,96.1,26.8,95.8,37.5,-,-,45.9,45.9,-,-,63.2,63.2
33050,94.0,34.7,96.4,39.1,75.8,35.6,-,-,12.8,0.0,-,-,58.2,9.2
33051,98.1,51.4,98.1,51.4,-,-,-,-,-,-,-,-,-,-
33054,66.3,11.9,92.6,30.2,79.9,9.8,100.0,0.0,100.0,22.7,-,-,64.4,13.7
33055,68.8,14.0,91.9,30.5,87.1,19.2,100.0,0.0,95.2,70.3,0.0,0.0,71.0,3.8
33056,73.8,14.6,73.3,33.3,86.3,18.8,100.0,0.0,-,-,-,-,79.6,13.7
33060,88.0,31.1,92.5,34.9,75.9,14.7,100.0,3.7,100.0,18.8,-,-,77.6,22.4
33062,95.7,46.6,95.9,47.9,68.3,18.1,36.7,0.0,100.0,31.4,100.0,100.0,95.5,55.1
33063,91.8,26.3,92.5,26.3,92.8,32.4,44.2,0.0,69.3,25.9,-,-,82.0,17.8
33064,87.7,29.5,90.4,32.3,76.6,22.4,100.0,66.7,81.9,41.4,-,-,72.0,16.5
33065,92.9,30.2,92.8,32.2,92.4,27.7,87.5,35.7,88.9,40.2,-,-,93.7,27.8
33066,93.6,31.8,92.9,31.2,94.2,36.3,100.0,100.0,89.8,74.8,-,-,88.3,50.7
33067,97.0,55.4,97.2,56.3,97.7,51.9,-,-,81.3,55.2,-,-,100.0,53.0
33068,83.1,17.0,87.9,18.0,86.1,21.2,81.0,22.9,86.1,32.7,100.0,100.0,63.2,10.6
33069,92.3,38.5,93.1,37.4,75.6,18.7,100.0,0.0,96.6,66.8,100.0,0.0,84.6,17.9
33070,93.0,35.1,97.9,38.5,65.9,2.4,100.0,100.0,100.0,100.0,0.0,0.0,100.0,21.6
33071,97.2,42.5,97.9,45.9,97.4,35.9,100.0,0.0,87.6,69.8,100.0,0.0,90.5,29.2
33073,93.7,35.3,94.1,35.8,92.1,45.2,86.3,17.0,94.1,46.1,100.0,100.0,87.4,30.5
33076,98.8,61.7,98.9,63.0,98.9,56.7,100.0,0.0,93.4,72.6,-,-,80.6,29.5
33101,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33109,100.0,72.1,100.0,74.0,-,-,-,-,100.0,100.0,-,-,-,-
33122,80.5,67.6,94.6,57.7,100.0,57.3,-,-,100.0,100.0,-,-,0.0,0.0
33125,67.9,18.3,74.7,38.8,72.8,21.9,100.0,0.0,84.3,14.7,-,-,62.2,16.7
33126,75.2,26.4,98.3,47.2,67.5,23.6,42.6,25.9,99.6,82.1,-,-,77.6,28.7
33127,76.3,23.9,92.7,46.2,71.8,9.9,60.2,43.4,100.0,88.5,100.0,0.0,62.5,11.4
33128,60.7,11.5,93.8,15.1,76.0,35.2,100.0,100.0,-,-,-,-,90.4,52.8
33129,95.6,64.7,99.4,74.2,90.1,70.5,100.0,0.0,92.6,50.6,-,-,95.3,25.5
33130,82.4,42.2,98.4,70.2,92.9,50.7,69.9,11.7,100.0,75.3,-,-,86.2,38.8
33131,99.2,82.6,98.8,88.8,100.0,65.0,100.0,50.3,100.0,74.6,-,-,95.5,59.5
33132,92.1,61.6,95.6,70.5,74.9,28.9,100.0,100.0,100.0,90.6,-,-,94.2,39.8
33133,94.5,65.4,97.6,82.5,89.6,35.1,-,-,98.7,77.9,-,-,86.6,46.5
33134,90.9,56.4,98.3,71.4,60.8,22.4,100.0,0.0,91.9,86.1,-,-,90.3,47.5
33135,68.1,20.0,94.6,54.7,86.2,23.2,36.8,7.6,96.6,82.9,-,-,48.6,11.9
33136,72.0,30.5,85.7,51.8,70.8,11.8,-,-,92.9,66.5,-,-,77.7,39.5
33137,89.3,58.4,94.9,69.4,81.6,18.2,90.0,34.0,91.2,68.6,-,-,80.1,45.9
33138,92.3,57.2,97.6,66.4,70.3,20.8,100.0,0.0,97.3,65.3,-,-,94.2,37.4
33139,90.7,54.4,96.9,65.3,92.5,49.9,100.0,0.0,96.1,73.4,-,-,78.1,42.6
33140,94.5,65.2,95.7,71.7,90.5,32.0,100.0,21.1,69.7,56.7,100.0,100.0,97.2,46.2
33141,93.8,47.7,97.9,60.0,90.1,42.6,-,-,93.6,76.7,-,-,86.3,39.5
33142,65.7,17.4,86.3,20.1,76.9,9.2,91.0,28.2,100.0,0.0,-,-,54.3,7.9
33143,96.1,64.1,97.9,72.8,83.6,40.2,0.0,0.0,94.7,84.0,-,-,99.9,57.6
33144,84.1,25.5,93.2,45.8,68.3,31.4,100.0,15.5,97.8,97.8,-,-,72.1,29.7
33145,85.2,43.2,95.0,59.8,93.6,51.0,0.0,0.0,90.9,73.4,-,-,84.7,44.2
33146,99.0,79.7,100.0,82.8,96.1,58.6,-,-,100.0,87.4,-,-,100.0,68.2
33147,71.0,17.6,90.7,29.2,82.2,14.2,-,-,0.0,0.0,-,-,70.4,16.9
33149,99.1,73.7,98.5,77.2,100.0,31.3,-,-,100.0,20.7,100.0,100.0,84.9,45.3
33150,82.2,35.5,96.7,47.1,75.6,9.6,100.0,3.7,100.0,38.5,-,-,65.5,8.7
33154,97.7,59.8,96.7,61.4,100.0,64.3,100.0,71.4,100.0,100.0,-,-,98.9,50.7
33155,89.2,40.2,96.8,61.6,87.5,35.3,67.9,0.0,95.5,69.1,-,-,78.9,32.8
33156,97.0,68.0,98.5,77.1,92.8,49.7,-,-,98.4,82.8,-,-,81.9,31.5
33157,89.5,39.9,97.3,51.5,87.6,29.0,97.5,23.5,86.5,52.0,-,-,73.4,17.7
33158,99.2,73.6,99.5,75.8,100.0,99.0,-,-,100.0,86.6,-,-,100.0,100.0
33160,93.6,50.7,95.7,55.2,92.9,45.4,100.0,18.2,100.0,54.7,-,-,96.8,46.4
33161,88.7,30.8,93.6,43.3,76.1,11.8,100.0,0.0,96.7,44.6,-,-,82.6,31.3
33162,87.3,30.6,95.5,42.3,77.9,14.8,100.0,23.0,76.9,32.5,100.0,100.0,89.1,15.8
33165,78.9,25.7,94.0,34.8,79.9,32.0,100.0,42.9,93.3,55.2,100.0,0.0,67.1,20.6
33166,75.8,39.6,91.8,47.6,63.5,23.4,100.0,100.0,100.0,28.1,-,-,90.2,48.6
33167,75.1,22.2,89.1,34.6,77.1,13.0,100.0,100.0,100.0,40.0,-,-,63.0,23.7
33168,80.4,15.4,91.3,28.0,76.0,12.3,100.0,0.0,95.5,65.2,100.0,0.0,69.0,20.8
33169,77.0,18.1,92.1,22.6,85.7,22.8,100.0,29.3,95.9,59.2,100.0,100.0,62.2,22.9
33170,73.0,21.6,94.1,39.6,76.2,16.7,-,-,-,-,-,-,77.0,28.9
33172,70.2,29.6,90.8,52.9,63.5,32.9,100.0,85.7,93.7,73.0,-,-,88.6,35.0
33173,91.8,45.3,97.9,60.3,73.1,44.8,61.9,38.1,94.4,76.8,-,-,92.3,39.4
33174,64.9,29.6,66.7,21.9,87.3,43.1,100.0,0.0,95.4,78.4,-,-,79.3,27.8
33175,81.8,29.5,93.7,28.8,93.9,32.1,100.0,0.0,87.7,54.0,-,-,76.3,32.0
33176,92.8,47.6,97.3,55.7,82.9,29.4,100.0,75.0,96.6,60.8,100.0,0.0,91.0,23.7
33177,84.4,21.7,96.3,23.5,89.7,25.4,86.7,21.9,92.7,47.3,100.0,50.0,86.3,28.3
33178,85.9,55.2,94.9,58.3,57.2,26.7,85.0,85.0,96.9,79.1,100.0,100.0,85.4,43.1
33179,92.9,37.5,96.4,41.8,91.5,26.6,100.0,0.0,100.0,72.4,-,-,74.0,27.8
33180,95.7,55.9,95.8,55.5,88.9,43.5,-,-,94.8,81.2,-,-,86.9,52.9
33181,92.9,45.2,97.1,61.7,77.4,20.6,100.0,0.0,93.8,84.0,-,-,90.2,38.4
33182,87.6,46.7,98.1,52.8,85.6,17.3,100.0,52.0,100.0,81.6,-,-,88.6,32.2
33183,88.1,31.2,97.3,43.2,99.5,27.1,100.0,53.3,81.2,52.7,-,-,89.0,32.9
33184,71.0,32.8,97.3,38.1,78.3,41.8,100.0,0.0,76.8,55.1,-,-,67.7,31.5
33185,88.2,40.6,91.3,38.3,93.0,42.7,100.0,0.0,71.8,45.7,-,-,82.5,32.4
33186,93.2,38.4,97.9,43.6,92.6,31.1,55.0,30.7,86.9,42.3,100.0,0.0,87.8,25.7
33187,88.5,33.7,99.2,30.3,89.0,43.0,100.0,0.0,91.1,40.3,100.0,0.0,77.8,19.3
33189,89.3,29.4,96.7,30.8,83.2,16.5,-,-,94.9,27.2,-,-,86.3,28.4
33190,83.3,24.9,98.0,43.8,87.9,33.6,100.0,0.0,91.4,70.3,-,-,86.5,28.8
33193,80.5,32.9,93.7,35.3,91.2,52.5,100.0,100.0,71.9,37.3,-,-,78.1,28.1
33194,91.4,43.4,88.1,25.8,46.9,4.4,-,-,100.0,92.3,-,-,95.2,33.5
33196,90.9,40.2,90.9,44.0,94.8,53.8,93.9,17.4,80.1,46.6,-,-,92.5,31.2
33301,97.9,65.4,98.0,64.3,72.9,13.3,100.0,16.1,95.7,89.4,-,-,88.4,44.7
33304,95.8,57.3,97.2,59.4,68.0,23.5,55.2,0.0,89.3,34.3,100.0,0.0,92.4,53.6
33305,95.7,58.1,95.7,58.7,86.2,22.0,-,-,95.3,95.3,-,-,80.9,42.7
33306,97.2,45.9,97.0,45.2,100.0,22.4,100.0,100.0,100.0,100.0,-,-,100.0,41.9
33308,95.8,52.5,96.0,52.4,71.5,38.4,100.0,0.0,95.6,82.9,100.0,100.0,100.0,44.8
33309,90.5,32.0,94.4,35.7,80.9,18.9,100.0,0.0,86.9,35.0,-,-,62.8,13.8
33311,87.8,34.4,91.5,36.5,77.6,13.5,100.0,0.0,100.0,53.4,92.0,3.5,86.8,22.7
33312,88.8,35.4,94.1,37.5,83.8,14.8,100.0,59.1,93.1,55.4,-,-,76.9,17.1
33313,84.3,15.1,89.7,16.7,85.4,13.3,35.4,0.0,87.7,34.5,-,-,85.5,22.8
33314,86.2,31.3,88.6,33.9,96.7,35.1,-,-,87.0,51.0,100.0,0.0,73.3,16.0
33315,94.6,37.9,95.6,41.7,91.4,9.8,17.4,0.0,100.0,71.1,-,-,92.8,20.8
33316,97.5,59.8,98.4,59.9,81.6,35.5,100.0,100.0,98.0,44.3,-,-,100.0,65.0
33317,94.4,41.8,96.2,45.2,91.6,30.0,100.0,62.4,79.9,42.9,-,-,56.0,24.6
33319,91.5,32.2,92.7,34.3,85.8,24.2,100.0,0.0,79.7,38.2,17.0,0.0,89.3,17.8
33321,92.3,30.3,92.8,31.1,91.2,28.4,100.0,49.2,62.0,25.9,-,-,71.4,22.7
33322,91.7,36.0,93.5,36.4,92.8,27.4,57.1,16.3,87.5,43.1,-,-,82.4,20.9
33323,92.2,44.7,92.5,45.6,93.8,36.9,100.0,94.1,97.8,63.3,-,-,95.7,61.4
33324,94.1,43.0,94.8,43.4,88.0,33.4,0.0,0.0,87.5,55.7,-,-,98.2,36.0
33325,94.2,37.4,94.9,37.0,84.9,42.6,100.0,100.0,88.0,50.6,-,-,79.7,23.2
33326,97.6,59.0,98.6,56.9,87.2,44.3,100.0,100.0,96.6,73.6,-,-,95.0,50.7
33327,99.8,71.2,99.6,67.3,100.0,36.0,-,-,93.2,90.0,-,-,81.4,36.0
33328,96.0,45.8,95.9,46.9,94.0,43.2,51.3,51.3,90.4,64.2,-,-,85.4,32.0
33330,95.5,57.2,94.0,58.1,96.8,54.7,100.0,0.0,73.2,46.2,-,-,96.3,55.3
33331,96.9,56.5,97.8,56.5,98.3,51.9,-,-,85.4,62.5,100.0,0.0,90.8,47.3
33332,95.6,60.0,97.9,56.1,100.0,82.0,-,-,100.0,86.3,100.0,0.0,97.7,72.2
33334,90.8,38.9,96.0,41.6,89.3,16.8,68.8,0.0,89.4,55.8,100.0,0.0,88.6,9.6
33351,93.6,28.3,96.8,28.0,94.0,31.4,100.0,0.0,80.1,42.0,100.0,0.0,87.1,28.0
33388,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33401,96.2,56.1,97.0,55.7,78.8,16.7,100.0,100.0,100.0,72.8,-,-,66.9,37.9
33403,93.2,31.8,93.8,33.5,77.3,17.9,-,-,84.1,41.4,-,-,85.8,23.9
33404,90.4,47.7,91.8,49.0,86.2,15.9,100.0,11.1,90.8,41.5,100.0,100.0,55.1,2.4
33405,86.7,35.5,95.8,48.3,80.3,28.2,-,-,100.0,14.5,-,-,45.0,11.1
33406,84.9,24.6,89.2,29.1,85.6,16.2,100.0,50.0,81.4,42.6,-,-,60.4,11.8
33407,86.8,40.4,91.0,42.1,81.0,17.5,83.7,0.0,77.2,33.0,100.0,100.0,34.6,11.1
33408,97.9,53.6,98.2,54.6,95.5,27.0,-,-,100.0,67.3,-,-,68.2,24.1
33409,86.0,30.3,96.0,35.3,81.9,24.0,53.8,9.4,72.6,50.8,60.8,0.0,53.7,15.0
33410,95.8,49.9,96.1,50.4,89.0,21.8,-,-,96.5,66.2,-,-,88.4,18.3
33411,91.3,39.5,93.1,41.7,92.6,37.7,18.5,0.0,72.3,40.8,100.0,0.0,82.4,34.1
33412,95.8,44.1,96.3,45.8,99.0,48.3,-,-,79.5,45.3,-,-,74.5,58.8
33413,85.6,27.4,89.2,35.9,88.8,24.5,-,-,89.0,37.3,-,-,78.4,15.6
33414,96.9,48.4,97.9,48.7,92.7,38.5,100.0,0.0,89.7,67.0,-,-,79.4,24.1
33415,82.4,19.1,88.3,21.3,80.1,16.1,5.3,0.0,71.5,34.6,100.0,0.0,58.5,12.6
33417,89.8,29.7,93.3,31.0,80.7,20.7,100.0,100.0,91.9,51.5,-,-,49.4,11.3
33418,97.7,58.4,97.8,59.0,98.8,48.1,100.0,25.0,83.6,69.8,100.0,0.0,74.8,41.1
33426,91.3,32.7,91.7,32.6,85.6,28.2,100.0,0.0,100.0,65.4,-,-,76.7,34.1
33428,93.3,44.4,94.4,46.0,85.4,33.4,100.0,0.0,68.1,39.2,-,-,79.0,23.0
33430,71.1,15.4,85.5,23.3,66.2,11.1,28.9,0.0,100.0,0.0,-,-,56.9,8.0
33431,95.8,55.4,95.7,53.9,96.2,84.1,-,-,85.4,47.2,100.0,100.0,56.6,31.9
33432,96.6,60.8,97.8,62.2,92.1,45.5,-,-,86.0,57.0,-,-,100.0,75.7
33433,97.1,55.8,97.6,57.1,89.8,35.9,-,-,99.3,73.3,-,-,95.6,38.9
33434,96.7,56.4,97.5,56.5,68.7,29.9,33.3,0.0,96.7,72.9,-,-,74.7,23.1
33435,93.5,39.6,95.2,42.0,74.7,9.8,100.0,14.3,90.7,59.5,-,-,70.2,45.2
33436,93.1,38.0,94.2,38.4,85.9,24.0,54.0,11.5,86.5,56.6,-,-,75.7,25.3
33437,97.9,48.8,98.7,49.5,91.8,26.6,24.1,0.0,96.7,65.2,100.0,100.0,92.2,27.1
33438,88.5,19.8,93.5,27.7,39.6,0.0,-,-,-,-,-,-,-,-
33440,70.1,12.2,85.2,13.8,87.0,2.7,50.3,6.8,72.2,35.3,-,-,76.7,9.9
33441,91.4,30.5,92.5,31.6,79.3,12.3,100.0,29.9,98.4,23.8,-,-,74.1,15.9
33442,94.0,37.3,95.3,36.9,89.7,21.9,79.2,0.0,100.0,67.2,100.0,0.0,66.5,20.6
33444,93.3,46.7,96.1,49.3,76.0,12.4,100.0,46.3,90.3,34.8,100.0,100.0,59.0,24.1
33445,95.2,46.2,95.7,46.1,66.6,11.3,100.0,5.7,94.5,68.5,100.0,0.0,85.2,14.1
33446,97.2,50.3,97.2,50.1,76.9,29.8,100.0,12.1,95.9,80.9,-,-,90.8,57.1
33449,97.8,54.1,98.0,53.3,92.4,46.7,-,-,84.7,66.2,-,-,98.6,21.3
33455,94.4,35.9,95.3,36.2,68.7,2.2,0.0,0.0,100.0,68.1,-,-,100.0,54.5
33458,96.8,52.4,98.0,53.5,86.4,26.5,27.3,0.0,93.2,59.1,0.0,0.0,56.0,25.3
33460,84.0,29.5,95.8,37.2,71.6,6.7,41.3,1.8,93.0,38.7,100.0,0.0,44.9,15.7
33461,82.0,21.4,88.3,24.8,77.8,12.6,16.3,6.5,76.4,44.4,55.4,16.1,48.9,10.5
33462,89.8,35.4,94.2,38.0,79.1,11.8,21.4,7.1,83.1,38.4,100.0,0.0,69.4,14.7
33463,85.6,29.9,93.1,35.1,83.0,17.1,43.9,24.4,91.8,45.7,-,-,62.3,12.5
33467,95.0,40.3,96.4,40.6,94.2,38.6,100.0,63.4,76.9,41.7,100.0,0.0,77.0,31.2
33469,97.8,47.7,98.0,47.8,52.8,0.0,100.0,0.0,100.0,69.9,100.0,100.0,100.0,53.3
33470,91.5,30.7,92.5,32.1,84.6,26.4,78.2,0.0,85.9,39.8,-,-,77.6,22.3
33471,71.3,13.6,75.0,15.1,75.8,13.5,2.0,0.0,-,-,-,-,41.3,2.0
33472,96.6,41.9,97.7,42.7,92.6,50.1,100.0,0.0,92.7,60.4,-,-,87.5,45.4
33473,99.3,65.3,99.3,65.6,100.0,17.4,-,-,100.0,81.0,-,-,100.0,51.0
33476,68.7,6.9,86.7,10.4,74.8,21.2,28.1,0.0,-,-,-,-,78.5,0.0
33477,97.0,56.9,97.1,57.1,47.4,47.4,-,-,100.0,84.8,-,-,89.1,23.9
33478,97.2,45.2,97.5,44.8,100.0,46.1,-,-,83.4,42.9,-,-,62.7,28.2
33480,98.1,64.6,98.0,64.5,100.0,85.7,100.0,25.7,88.5,77.6,-,-,80.3,31.1
33483,96.0,57.7,96.2,58.7,80.8,34.8,-,-,99.1,86.4,-,-,100.0,79.5
33484,94.6,38.4,96.1,40.1,96.0,36.0,56.3,27.6,89.9,63.4,100.0,100.0,92.1,32.6
33486,97.6,54.8,98.1,55.5,92.5,27.5,100.0,47.9,84.0,49.5,-,-,88.8,36.0
33487,97.4,60.2,97.5,60.2,99.6,56.5,100.0,0.0,97.5,75.1,-,-,59.4,16.3
33493,57.8,5.4,70.8,6.7,61.7,8.5,23.5,0.0,35.7,21.4,-,-,37.0,0.0
33496,96.6,63.0,96.7,63.9,91.4,22.0,-,-,84.2,53.2,-,-,100.0,56.9
33498,95.1,60.1,95.1,62.0,95.8,40.6,22.1,7.8,90.0,68.8,-,-,89.5,47.6
33503,100.0,19.5,100.0,19.5,-,-,-,-,31.8,23.6,-,-,0.0,0.0
33510,92.6,25.9,92.5,27.1,94.0,28.5,0.0,0.0,85.0,35.7,-,-,78.6,22.8
33511,93.0,37.0,95.1,39.2,95.2,31.0,100.0,77.9,93.8,63.8,58.6,58.6,88.6,22.6
33513,82.7,14.0,83.8,14.1,69.7,8.1,65.0,0.0,100.0,45.2,-,-,67.4,0.0
33514,80.4,12.3,87.3,13.7,68.8,18.8,58.3,0.0,-,-,-,-,24.7,0.0
33521,80.9,0.0,79.9,0.0,87.3,5.3,-,-,-,-,-,-,100.0,45.5
33523,84.1,22.1,87.9,24.6,74.4,22.3,100.0,0.0,100.0,50.3,100.0,0.0,47.3,7.6
33525,90.8,28.1,92.6,29.6,87.2,16.0,59.1,50.0,69.2,27.7,100.0,93.3,80.2,28.7
33527,85.3,20.5,90.4,21.7,90.4,17.9,100.0,33.3,99.0,58.9,61.5,0.0,43.8,9.3
33530,100.0,0.0,100.0,0.0,-,-,-,-,-,-,-,-,-,-
33534,84.1,16.1,89.4,14.9,93.0,30.5,58.1,38.4,60.8,31.5,-,-,46.7,13.4
33538,83.5,15.6,84.7,15.8,25.1,0.0,46.4,0.0,100.0,100.0,-,-,100.0,34.0
33540,85.8,14.1,86.0,14.6,78.8,15.8,89.4,0.0,100.0,57.1,-,-,69.5,14.6
33541,89.1,14.3,89.9,14.7,85.5,18.7,100.0,20.6,72.9,46.1,-,-,84.0,31.5
33542,89.0,12.7,89.5,12.8,82.6,28.8,67.1,0.0,68.0,25.0,-,-,78.7,9.8
33543,95.7,42.0,95.6,41.8,97.7,60.7,100.0,24.6,87.7,63.1,73.3,73.3,90.4,50.1
33544,95.3,46.1,95.6,48.1,96.9,46.3,57.8,7.8,82.7,58.3,-,-,84.7,22.6
33545,95.2,36.0,94.8,36.6,95.3,42.2,100.0,48.1,94.2,43.8,100.0,0.0,84.5,41.0
33547,96.3,43.8,96.8,42.6,98.2,54.7,100.0,11.1,80.3,59.3,-,-,55.5,35.0
33548,98.2,54.9,97.9,56.1,91.7,57.8,100.0,0.0,100.0,90.1,-,-,100.0,59.5
33549,94.1,37.4,94.7,37.3,98.7,23.5,100.0,65.6,98.6,59.5,-,-,85.3,31.3
33550,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33556,98.1,53.1,98.3,53.6,98.5,56.2,100.0,100.0,90.8,77.6,-,-,96.9,66.4
33558,98.0,52.6,98.3,54.1,90.6,54.7,-,-,98.4,74.8,100.0,100.0,92.4,67.3
33559,93.0,37.0,96.2,43.9,89.0,35.3,100.0,0.0,81.3,38.3,-,-,88.7,35.2
33563,80.5,18.8,86.4,20.3,83.3,9.8,64.9,0.0,45.0,45.0,-,-,51.5,14.2
33565,84.8,21.3,86.6,22.4,86.7,28.9,23.7,23.7,95.7,0.0,-,-,51.5,14.7
33566,89.7,27.4,92.3,26.6,80.9,32.3,66.9,0.0,86.2,36.9,-,-,76.2,6.7
33567,82.8,13.2,85.7,14.5,88.5,47.4,100.0,100.0,48.0,4.5,100.0,0.0,29.2,12.2
33569,93.7,30.9,94.0,31.3,100.0,46.7,26.8,0.0,80.7,34.9,-,-,75.9,25.5
33570,90.2,21.5,91.9,23.2,97.2,23.0,29.4,29.4,54.4,36.3,100.0,0.0,53.7,6.6
33572,98.3,44.7,98.4,44.4,96.6,54.6,34.4,0.0,84.0,58.6,100.0,0.0,82.3,15.5
33573,96.2,34.9,96.5,35.1,91.9,38.8,100.0,0.0,76.1,50.0,-,-,93.5,40.3
33574,100.0,46.9,100.0,57.5,0.0,0.0,-,-,100.0,100.0,-,-,-,-
33576,96.6,35.8,98.1,36.5,100.0,39.2,100.0,0.0,100.0,61.0,-,-,100.0,37.5
33578,94.0,34.4,94.6,35.2,95.5,36.0,95.1,46.9,93.2,78.4,-,-,89.6,30.5
33579,87.5,34.1,93.3,35.9,93.9,29.3,100.0,9.4,95.7,51.3,-,-,71.4,30.6
33584,89.4,23.2,89.7,22.8,86.7,25.2,74.5,39.2,82.9,57.2,-,-,74.2,28.2
