ZIP Code,edu_white_hs,edu_white_bachelors,edu_white_non_hispanic_hs,edu_white_non_hispanic_bachelors,edu_black_hs,edu_black_bachelors,edu_ai_an_hs,edu_ai_an_bachelors,edu_asian_hs,edu_asian_bachelors,edu_npi_hs,edu_npi_bachelors,edu_other_hs,edu_other_bachelors
63830,82.2,15.6,82.3,15.8,73.9,7.4,100.0,0.0,-,-,-,-,0.0,0.0
63833,75.2,8.3,75.2,8.3,100.0,0.0,-,-,-,-,-,-,-,-
63834,89.8,15.4,89.8,15.4,73.1,4.4,-,-,-,-,-,-,-,-
63837,79.7,7.5,81.9,7.9,30.0,0.0,-,-,-,-,-,-,100.0,0.0
63839,69.1,9.8,69.1,9.8,-,-,-,-,-,-,-,-,-,-
63840,65.8,0.0,65.8,0.0,-,-,-,-,-,-,-,-,-,-
63841,84.8,16.4,84.7,16.5,58.1,17.6,100.0,0.0,-,-,100.0,100.0,100.0,0.0
63845,80.3,16.1,81.4,16.3,0.0,0.0,-,-,100.0,0.0,-,-,-,-
63846,81.7,8.3,81.7,8.3,46.7,0.0,-,-,-,-,-,-,-,-
63847,68.2,0.0,68.2,0.0,-,-,-,-,-,-,-,-,-,-
63848,73.8,12.4,73.9,12.5,66.7,0.0,-,-,-,-,-,-,-,-
63849,87.4,0.9,87.4,0.9,59.4,0.0,-,-,-,-,-,-,-,-
63850,-,-,-,-,-,-,-,-,-,-,-,-,-,-
63851,82.5,7.8,82.3,7.9,84.0,3.0,100.0,0.0,100.0,100.0,-,-,-,-
63852,80.3,12.8,81.0,13.0,-,-,-,-,100.0,100.0,-,-,-,-
63853,65.2,1.4,65.2,1.4,100.0,0.0,-,-,-,-,-,-,-,-
63855,82.6,10.8,82.4,10.6,100.0,0.0,-,-,-,-,-,-,-,-
63857,81.7,18.8,82.5,18.7,89.5,6.2,-,-,100.0,27.8,-,-,-,-
63860,85.9,0.0,85.9,0.0,-,-,-,-,-,-,-,-,-,-
63862,77.0,14.7,77.0,14.7,88.6,0.0,-,-,-,-,-,-,100.0,0.0
63863,84.1,14.7,84.0,14.6,76.4,2.8,-,-,100.0,100.0,-,-,29.3,0.0
63866,72.8,3.0,72.8,3.0,100.0,8.1,-,-,-,-,-,-,-,-
63867,73.6,2.8,73.5,2.8,-,-,100.0,0.0,-,-,-,-,-,-
63868,77.9,4.4,77.9,4.4,-,-,-,-,-,-,-,-,-,-
63869,87.6,14.9,87.5,15.0,94.7,1.3,100.0,100.0,-,-,-,-,-,-
63870,90.2,18.9,90.1,19.8,63.5,0.0,-,-,-,-,-,-,100.0,0.0
63873,76.9,13.9,76.9,13.9,88.3,19.1,100.0,100.0,-,-,-,-,100.0,0.0
63874,95.5,0.9,95.5,0.9,-,-,-,-,-,-,-,-,-,-
63876,81.0,10.2,86.9,11.7,80.8,0.0,100.0,0.0,-,-,-,-,45.5,0.0
63877,88.4,14.9,88.6,15.0,84.8,0.0,-,-,-,-,-,-,100.0,0.0
63878,89.7,0.0,89.5,0.0,-,-,-,-,-,-,-,-,-,-
63879,88.2,15.1,88.2,15.1,67.6,13.7,-,-,-,-,-,-,-,-
63880,-,-,-,-,100.0,0.0,-,-,-,-,-,-,-,-
63882,58.6,10.2,58.6,10.2,83.3,40.0,-,-,-,-,-,-,-,-
63901,84.9,15.6,84.8,15.3,73.0,0.7,95.2,6.8,72.7,0.0,100.0,48.1,96.4,35.1
63932,85.2,16.3,85.2,16.3,93.8,0.0,-,-,-,-,0.0,0.0,-,-
63933,81.3,12.0,81.3,12.0,100.0,0.0,-,-,0.0,0.0,-,-,-,-
63934,50.0,0.0,50.0,0.0,-,-,-,-,-,-,-,-,-,-
63935,81.5,11.2,81.5,11.3,9.1,0.0,100.0,0.0,77.8,0.0,-,-,29.2,0.0
63936,71.6,17.1,70.7,17.6,-,-,-,-,-,-,-,-,15.0,0.0
63937,84.3,20.3,84.3,20.4,-,-,-,-,-,-,-,-,100.0,0.0
63939,85.3,17.8,85.3,17.8,-,-,-,-,100.0,100.0,-,-,-,-
63940,89.4,3.7,89.4,3.7,-,-,-,-,-,-,-,-,-,-
63941,100.0,49.0,100.0,49.0,-,-,-,-,-,-,-,-,-,-
63942,86.8,6.8,86.8,6.8,-,-,-,-,-,-,-,-,-,-
63943,86.4,16.9,86.4,16.9,-,-,-,-,-,-,-,-,-,-
63944,80.1,6.2,78.9,1.5,-,-,-,-,-,-,-,-,-,-
63945,80.8,9.0,80.8,9.0,-,-,-,-,-,-,-,-,-,-
63950,100.0,0.0,100.0,0.0,-,-,-,-,-,-,-,-,-,-
63951,85.7,9.1,85.7,9.1,-,-,-,-,-,-,-,-,-,-
63952,81.2,38.6,80.8,39.4,-,-,-,-,-,-,-,-,-,-
63953,86.1,12.6,86.0,12.6,-,-,-,-,-,-,-,-,100.0,38.9
63954,82.8,6.9,82.3,7.1,94.6,0.0,0.0,0.0,-,-,-,-,-,-
63955,65.8,12.7,65.8,12.7,-,-,-,-,-,-,-,-,-,-
63956,81.6,7.1,80.2,7.6,100.0,0.0,-,-,-,-,-,-,-,-
63957,82.4,13.3,82.3,13.3,100.0,0.0,-,-,66.7,0.0,-,-,-,-
63960,80.3,13.9,80.3,13.9,100.0,0.0,-,-,-,-,-,-,-,-
63961,73.4,9.0,73.4,9.0,-,-,-,-,-,-,-,-,-,-
63962,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-
63964,74.7,12.4,74.7,12.4,-,-,-,-,-,-,-,-,100.0,0.0
63965,82.1,9.2,81.3,9.6,50.0,0.0,-,-,0.0,0.0,-,-,-,-
63966,84.6,5.7,84.6,5.7,100.0,0.0,-,-,-,-,-,-,-,-
63967,73.3,8.1,81.4,9.0,50.0,0.0,-,-,-,-,-,-,-,-
64001,92.3,27.9,92.3,27.9,100.0,0.0,-,-,-,-,-,-,-,-
64011,87.6,23.2,87.6,23.2,100.0,100.0,100.0,0.0,0.0,0.0,-,-,-,-
64012,94.8,26.6,95.0,26.4,97.2,38.8,100.0,55.7,80.9,34.7,100.0,32.5,76.8,6.8
64014,96.0,35.4,96.4,36.0,90.0,23.7,100.0,18.8,93.2,59.5,-,-,100.0,40.7
64015,95.4,32.8,95.4,33.4,98.5,34.8,100.0,61.0,93.6,36.6,90.9,0.0,100.0,39.0
64016,90.1,24.7,90.1,24.8,0.0,0.0,-,-,35.3,35.3,0.0,0.0,100.0,55.0
64017,80.4,14.9,80.3,15.0,-,-,-,-,-,-,-,-,-,-
64018,98.1,38.2,98.0,38.3,-,-,100.0,0.0,-,-,100.0,0.0,-,-
64019,93.4,24.6,94.9,24.9,100.0,0.0,-,-,-,-,-,-,100.0,72.2
64020,94.4,22.5,94.3,22.0,100.0,0.0,-,-,-,-,-,-,100.0,0.0
64021,92.4,16.4,92.4,16.4,88.9,0.0,100.0,0.0,-,-,-,-,-,-
64022,95.9,29.9,95.9,29.9,-,-,-,-,-,-,-,-,-,-
64024,89.1,17.7,90.1,17.4,82.6,20.3,2.4,2.4,100.0,64.4,-,-,100.0,6.4
64028,94.2,29.2,94.1,29.4,-,-,0.0,0.0,75.0,16.7,-,-,-,-
64029,96.2,30.5,96.1,30.5,100.0,10.1,100.0,9.1,100.0,100.0,-,-,100.0,19.8
64030,91.0,27.3,92.7,27.6,93.1,19.0,100.0,40.9,85.4,38.3,100.0,0.0,72.8,5.1
64034,97.0,40.6,97.0,40.7,96.0,56.6,100.0,100.0,100.0,0.0,-,-,57.1,0.0
64035,86.2,17.7,85.9,17.0,100.0,0.0,100.0,0.0,-,-,-,-,-,-
64036,84.6,3.6,84.6,3.6,16.7,0.0,-,-,-,-,-,-,-,-
64037,91.2,28.9,91.2,28.9,96.6,4.8,100.0,0.0,100.0,100.0,-,-,58.9,28.6
64040,90.7,17.6,90.6,16.5,-,-,100.0,0.0,-,-,100.0,0.0,63.6,0.0
64048,97.7,27.7,97.7,27.7,100.0,100.0,100.0,41.7,100.0,100.0,-,-,100.0,0.0
64050,90.1,13.4,90.3,13.3,85.7,10.5,5.4,5.4,91.4,8.6,97.6,6.1,92.9,3.4
64052,89.2,16.2,89.8,16.1,92.7,7.0,83.3,5.6,82.0,35.3,100.0,0.0,69.7,12.7
64053,75.4,9.0,75.5,9.2,100.0,14.2,52.3,0.0,100.0,0.0,-,-,87.2,24.4
64054,82.0,16.1,83.1,16.3,100.0,65.7,0.0,0.0,100.0,100.0,100.0,0.0,13.6,0.0
64055,91.8,21.9,92.4,21.9,93.8,25.3,45.9,13.1,61.5,52.2,100.0,0.0,84.2,15.0
64056,88.7,20.3,89.1,19.7,95.5,7.9,100.0,6.7,100.0,37.9,93.1,15.0,100.0,19.2
64057,93.1,28.4,93.3,28.7,100.0,16.2,-,-,100.0,65.4,100.0,0.0,59.4,31.9
64058,90.7,16.0,91.4,16.0,100.0,58.8,100.0,100.0,100.0,0.0,60.0,0.0,0.0,0.0
64060,97.0,39.3,97.2,39.5,100.0,59.1,100.0,100.0,30.6,30.6,-,-,56.1,22.0
64061,91.8,20.8,91.8,20.8,100.0,18.2,100.0,0.0,-,-,-,-,78.6,0.0
64062,89.2,16.3,89.2,16.4,100.0,0.0,-,-,-,-,-,-,100.0,0.0
64063,97.5,36.7,97.5,36.8,92.8,18.2,100.0,55.6,86.8,52.0,100.0,0.0,39.3,0.0
64064,98.8,55.4,98.8,55.7,98.9,34.0,100.0,0.0,92.1,59.4,-,-,100.0,36.1
64065,100.0,25.0,100.0,25.0,-,-,-,-,-,-,-,-,-,-
64066,56.0,24.0,54.2,20.8,-,-,-,-,-,-,0.0,0.0,-,-
64067,93.2,22.9,93.0,21.6,100.0,0.0,100.0,0.0,-,-,-,-,36.5,0.0
64068,95.9,37.4,96.2,37.9,91.1,19.7,100.0,26.9,94.9,83.4,88.0,24.0,83.5,13.8
64070,96.6,38.4,96.6,38.3,100.0,16.7,100.0,0.0,100.0,100.0,100.0,0.0,100.0,58.3
64071,94.4,19.7,94.4,19.7,100.0,0.0,-,-,100.0,0.0,-,-,81.8,81.8
64072,70.4,7.2,69.9,7.3,50.0,50.0,0.0,0.0,100.0,0.0,-,-,-,-
64074,95.6,23.2,95.6,23.2,-,-,0.0,0.0,-,-,100.0,100.0,-,-
64075,89.5,19.3,89.4,19.5,100.0,16.4,100.0,100.0,85.1,40.4,-,-,100.0,0.0
64076,93.0,23.0,93.0,23.1,93.0,0.0,100.0,0.0,-,-,-,-,100.0,0.0
64077,92.4,11.5,92.2,11.8,100.0,0.0,100.0,0.0,-,-,-,-,100.0,18.2
64078,94.6,25.4,94.7,25.5,99.1,21.2,100.0,0.0,-,-,-,-,100.0,0.0
64079,97.6,45.5,97.6,45.8,100.0,61.7,100.0,52.8,100.0,68.6,100.0,0.0,82.3,17.7
64080,96.2,25.9,96.2,25.9,100.0,50.0,100.0,0.0,100.0,100.0,100.0,100.0,95.9,3.0
64081,97.8,51.4,98.0,51.7,100.0,41.0,-,-,98.4,75.0,100.0,0.0,94.7,28.8
64082,98.4,56.8,98.5,56.7,100.0,66.1,100.0,0.0,92.9,62.9,100.0,100.0,38.5,0.0
64083,96.7,35.0,96.8,35.1,91.5,30.3,100.0,45.5,83.9,29.7,-,-,100.0,50.0
64084,93.4,17.1,93.4,17.1,-,-,100.0,100.0,60.0,60.0,-,-,-,-
64085,88.9,13.7,88.8,13.2,100.0,9.9,100.0,0.0,81.8,0.0,-,-,100.0,100.0
64086,96.1,48.4,96.0,48.7,92.0,28.5,100.0,50.0,97.7,56.9,-,-,84.5,51.1
64088,93.1,16.2,93.1,16.2,-,-,100.0,0.0,100.0,100.0,-,-,0.0,0.0
64089,96.5,30.9,96.5,31.0,100.0,64.0,100.0,0.0,88.7,26.8,-,-,100.0,100.0
64090,85.6,7.2,85.6,7.2,-,-,-,-,-,-,-,-,-,-
64092,100.0,0.0,100.0,0.0,-,-,-,-,-,-,-,-,-,-
64093,93.8,36.4,93.9,36.7,86.0,30.5,94.4,0.0,85.6,46.7,-,-,86.4,66.1
64096,91.8,22.3,91.4,23.3,100.0,0.0,100.0,0.0,-,-,-,-,100.0,0.0
64097,92.0,10.5,92.0,10.5,-,-,-,-,-,-,-,-,100.0,0.0
64098,95.5,36.6,95.5,36.5,-,-,100.0,75.0,100.0,73.7,-,-,0.0,0.0
64101,100.0,61.5,100.0,61.5,84.0,0.0,-,-,-,-,-,-,-,-
64102,-,-,-,-,-,-,-,-,-,-,-,-,-,-
64105,98.8,73.8,99.0,74.1,100.0,28.0,100.0,0.0,96.4,85.2,-,-,91.3,16.3
64106,94.3,58.8,94.3,59.4,78.6,5.5,100.0,0.0,80.2,53.2,-,-,86.5,86.5
64108,94.6,64.3,96.7,67.5,90.0,22.7,100.0,25.0,100.0,90.7,100.0,0.0,57.8,12.4
64109,93.1,59.5,94.7,59.9,85.1,14.3,100.0,68.0,92.9,81.0,100.0,0.0,36.0,2.7
64110,97.1,70.7,97.1,71.3,91.8,17.8,92.7,51.2,98.8,64.4,-,-,100.0,60.1
64111,96.9,69.0,96.8,69.8,90.9,33.1,48.1,17.3,100.0,82.9,0.0,0.0,92.4,54.0
64112,99.1,75.9,99.1,75.7,95.9,56.7,100.0,81.6,100.0,82.5,-,-,86.2,80.8
64113,100.0,86.1,100.0,86.4,100.0,78.1,-,-,100.0,63.9,100.0,100.0,100.0,38.1
64114,98.7,58.4,98.6,58.4,97.1,28.6,-,-,83.1,59.6,-,-,77.7,29.5
64116,91.4,39.1,91.8,38.8,94.6,21.2,100.0,83.7,100.0,41.4,100.0,88.4,100.0,5.0
64117,87.9,19.3,88.0,19.5,98.8,28.3,100.0,0.0,74.2,30.9,100.0,0.0,59.1,1.2
64118,94.1,30.9,94.6,31.3,89.2,23.7,83.1,10.7,76.5,31.1,100.0,0.0,80.5,24.9
64119,94.1,30.6,94.3,30.8,88.6,28.7,100.0,65.7,95.5,63.3,94.7,15.8,83.7,20.4
64120,75.3,36.2,84.6,45.7,-,-,-,-,100.0,100.0,-,-,100.0,0.0
64123,76.7,23.6,87.0,27.1,80.7,8.9,90.3,0.0,88.2,29.4,100.0,0.0,46.8,6.8
64124,82.9,27.0,87.1,30.2,82.8,7.3,26.4,4.9,51.2,27.8,-,-,50.0,7.0
64125,57.4,4.4,70.3,5.7,100.0,58.9,46.2,0.0,100.0,0.0,-,-,58.0,0.0
64126,68.3,6.8,63.0,9.6,79.8,3.0,100.0,34.3,100.0,4.4,-,-,42.7,2.3
64127,66.4,7.0,75.1,7.9,84.5,8.5,56.9,17.3,64.2,0.0,-,-,52.5,3.1
64128,76.8,9.8,75.3,7.0,86.3,9.4,60.0,0.0,-,-,-,-,41.2,3.9
64129,94.8,15.6,95.2,16.3,94.1,17.3,-,-,83.3,33.3,100.0,0.0,67.0,0.0
64130,89.7,23.1,90.1,24.4,85.3,10.4,55.6,55.6,100.0,58.3,0.0,0.0,71.0,6.5
64131,96.9,53.6,96.9,53.6,82.5,16.4,100.0,0.0,97.1,46.2,100.0,0.0,76.0,51.5
64132,90.1,18.2,91.1,17.4,83.8,5.2,100.0,16.8,100.0,100.0,100.0,0.0,96.4,22.2
64133,93.2,24.1,93.9,24.0,93.4,21.5,100.0,16.7,76.6,44.8,100.0,0.0,69.4,13.9
64134,87.7,22.8,89.6,23.8,93.1,17.8,100.0,28.6,85.8,71.7,100.0,100.0,77.3,4.3
64136,100.0,48.7,100.0,50.8,89.6,36.9,-,-,0.0,0.0,-,-,-,-
64137,93.9,43.0,94.0,43.0,97.7,33.3,100.0,100.0,100.0,44.9,-,-,85.4,0.0
64138,92.2,25.4,92.6,25.0,95.1,17.4,85.7,68.6,72.6,37.9,100.0,0.0,86.6,32.7
64139,98.9,41.1,98.8,42.4,92.2,37.3,100.0,0.0,75.0,33.3,-,-,-,-
64145,97.9,60.2,97.8,61.0,93.6,41.2,100.0,100.0,100.0,100.0,-,-,100.0,0.0
64146,95.0,62.3,94.3,57.1,100.0,26.4,100.0,0.0,100.0,100.0,-,-,100.0,0.0
64147,100.0,47.1,100.0,47.1,95.3,0.0,100.0,0.0,-,-,-,-,-,-
64149,100.0,19.3,100.0,19.7,-,-,100.0,0.0,-,-,-,-,100.0,0.0
64150,97.6,43.3,97.9,43.6,89.4,7.8,-,-,66.0,14.4,-,-,72.7,0.0
64151,96.3,44.5,97.1,45.3,95.6,21.2,100.0,18.2,98.2,34.5,99.0,51.0,83.4,17.6
64152,96.8,50.3,96.8,50.2,100.0,37.3,93.9,6.1,85.0,62.7,-,-,100.0,58.5
64153,98.9,55.1,98.8,52.1,94.2,58.6,-,-,100.0,72.0,100.0,0.0,0.0,0.0
64154,99.2,48.2,99.2,49.4,87.2,36.7,100.0,0.0,100.0,55.4,-,-,70.4,16.0
64155,96.6,44.5,97.2,45.4,97.2,31.7,61.5,8.3,93.3,43.6,77.3,77.3,100.0,43.9
64156,96.3,55.6,96.1,57.0,97.6,27.0,0.0,0.0,93.3,27.7,100.0,50.0,-,-
64157,98.4,51.5,98.4,51.6,80.0,35.9,-,-,83.5,61.7,-,-,69.1,0.0
64158,99.1,40.6,99.0,43.1,100.0,94.4,-,-,95.0,35.1,100.0,0.0,92.7,16.2
64161,77.7,9.5,77.7,9.5,100.0,50.0,-,-,-,-,-,-,100.0,0.0
64163,86.5,13.5,86.3,13.3,80.4,15.7,-,-,100.0,100.0,-,-,-,-
64164,100.0,65.2,100.0,65.2,-,-,-,-,-,-,-,-,-,-
64165,100.0,33.3,100.0,33.3,-,-,-,-,-,-,-,-,-,-
64166,100.0,28.3,100.0,28.3,-,-,-,-,-,-,-,-,-,-
64167,100.0,36.2,100.0,36.2,-,-,-,-,-,-,-,-,-,-
64401,97.4,27.5,97.3,26.3,-,-,100.0,0.0,-,-,-,-,100.0,0.0
64402,89.0,21.1,88.7,21.7,100.0,0.0,-,-,100.0,0.0,-,-,100.0,0.0
64420,94.6,13.5,94.6,13.5,-,-,-,-,-,-,-,-,-,-
64421,88.8,2.5,88.5,2.6,-,-,100.0,0.0,-,-,-,-,-,-
64422,96.3,11.5,96.3,11.5,-,-,-,-,-,-,-,-,-,-
64423,98.8,17.7,98.8,17.7,-,-,-,-,-,-,-,-,-,-
64424,89.4,20.8,91.0,21.2,84.7,15.3,100.0,0.0,100.0,50.0,-,-,100.0,0.0
64426,93.6,6.7,93.6,6.7,-,-,-,-,-,-,-,-,-,-
64427,90.5,15.1,90.4,15.3,-,-,-,-,-,-,-,-,-,-
64428,85.2,10.2,85.1,10.3,0.0,0.0,75.0,0.0,-,-,-,-,-,-
64429,94.5,14.2,94.6,14.2,66.6,5.0,39.1,0.0,100.0,0.0,-,-,93.8,48.1
64430,90.1,8.9,90.0,8.1,-,-,-,-,100.0,0.0,-,-,100.0,100.0
64431,97.3,17.0,97.3,17.0,-,-,-,-,-,-,-,-,-,-
64432,94.3,29.2,94.2,30.1,100.0,0.0,-,-,100.0,0.0,-,-,-,-
64433,96.4,38.7,95.8,45.3,-,-,-,-,100.0,0.0,-,-,-,-
64434,95.7,17.6,95.7,17.6,-,-,-,-,-,-,-,-,-,-
64436,98.1,31.1,98.1,31.6,100.0,0.0,-,-,-,-,-,-,-,-
64437,90.3,21.2,90.3,21.2,-,-,-,-,0.0,0.0,-,-,100.0,0.0
64438,87.9,33.6,87.9,33.6,-,-,-,-,-,-,-,-,-,-
64439,97.8,30.7,97.8,30.7,-,-,-,-,-,-,-,-,60.0,0.0
64440,90.0,17.4,90.0,17.4,-,-,-,-,-,-,-,-,-,-
64441,100.0,52.7,100.0,52.7,-,-,-,-,-,-,-,-,-,-
64442,93.6,23.6,93.5,23.9,-,-,100.0,0.0,-,-,100.0,0.0,-,-
64443,93.3,32.6,93.3,32.9,-,-,100.0,25.0,-,-,-,-,0.0,0.0
64444,96.9,17.9,96.8,18.7,-,-,100.0,0.0,-,-,-,-,100.0,0.0
64445,89.1,13.3,89.1,13.3,-,-,-,-,-,-,-,-,100.0,0.0
64446,90.3,15.7,90.3,15.8,100.0,0.0,-,-,-,-,100.0,0.0,-,-
64448,97.1,21.3,97.1,21.3,-,-,-,-,-,-,-,-,-,-
64449,96.4,12.1,96.4,12.1,-,-,-,-,-,-,-,-,-,-
64451,95.8,18.1,95.8,18.1,-,-,100.0,0.0,-,-,-,-,-,-
64453,91.4,19.8,91.4,19.8,-,-,-,-,-,-,-,-,-,-
64454,97.2,32.9,97.2,32.9,-,-,-,-,-,-,-,-,42.9,0.0
64455,92.2,14.5,92.2,14.5,-,-,-,-,-,-,-,-,-,-
64456,94.7,14.1,94.7,14.1,100.0,100.0,-,-,-,-,-,-,-,-
64457,92.8,21.6,92.8,21.6,-,-,-,-,-,-,-,-,-,-
64458,91.0,18.0,97.6,19.4,-,-,-,-,-,-,-,-,-,-
64459,87.7,19.8,87.7,19.8,-,-,-,-,-,-,-,-,-,-
64461,94.9,17.2,94.9,17.0,-,-,100.0,0.0,0.0,0.0,-,-,-,-
64463,91.2,23.7,91.2,23.7,-,-,100.0,100.0,100.0,4.2,-,-,100.0,0.0
64465,89.9,19.8,89.6,20.3,100.0,0.0,-,-,100.0,79.2,100.0,0.0,-,-
64466,93.9,20.6,94.0,18.4,-,-,-,-,100.0,100.0,-,-,-,-
64467,95.7,7.0,95.7,7.0,-,-,-,-,-,-,-,-,-,-
64468,96.0,32.5,96.2,32.7,76.5,33.7,60.9,39.1,100.0,23.6,-,-,27.1,11.4
64469,91.7,24.0,91.5,24.5,100.0,60.0,100.0,0.0,-,-,-,-,100.0,0.0
64470,95.2,24.8,95.2,24.9,83.3,25.0,-,-,0.0,0.0,-,-,-,-
64471,88.8,11.2,88.8,11.2,-,-,-,-,-,-,-,-,0.0,0.0
64473,92.3,16.0,92.3,16.0,100.0,0.0,100.0,100.0,-,-,-,-,-,-
64474,94.7,33.3,95.4,33.9,-,-,0.0,0.0,100.0,0.0,-,-,100.0,42.9
64475,97.0,8.3,96.9,7.5,-,-,-,-,100.0,0.0,-,-,-,-
64476,92.7,21.9,92.7,21.9,-,-,-,-,100.0,100.0,-,-,-,-
64477,93.0,34.3,93.3,34.7,77.6,0.0,100.0,0.0,100.0,100.0,-,-,-,-
64479,93.5,16.3,93.5,16.1,100.0,0.0,100.0,0.0,100.0,100.0,-,-,-,-
64480,97.3,12.3,97.3,12.3,-,-,100.0,0.0,100.0,100.0,-,-,-,-
64481,89.5,17.8,89.5,17.8,-,-,100.0,100.0,100.0,0.0,-,-,-,-
64482,93.7,25.5,93.7,25.6,100.0,0.0,100.0,42.9,50.0,0.0,-,-,0.0,0.0
64483,95.3,20.6,95.3,20.6,-,-,-,-,-,-,-,-,-,-
64484,97.0,14.7,97.0,14.7,-,-,-,-,100.0,0.0,-,-,-,-
64485,93.4,25.1,93.4,25.1,7.7,0.0,-,-,100.0,100.0,-,-,-,-
64486,87.1,15.7,87.0,15.8,-,-,-,-,-,-,-,-,100.0,0.0
64487,85.2,11.2,85.4,11.2,-,-,100.0,0.0,-,-,-,-,-,-
64489,84.3,19.8,84.3,19.8,100.0,0.0,-,-,100.0,0.0,-,-,30.0,30.0
64490,97.3,17.3,97.3,17.3,71.4,0.0,100.0,0.0,-,-,-,-,100.0,23.8
64491,89.5,21.9,89.5,22.0,100.0,33.3,100.0,0.0,-,-,-,-,100.0,0.0
64492,95.1,18.0,95.1,18.0,100.0,0.0,-,-,-,-,-,-,0.0,0.0
64493,96.8,28.1,96.8,28.1,-,-,-,-,-,-,-,-,-,-
64494,97.5,21.6,97.5,21.5,100.0,0.0,-,-,-,-,-,-,-,-
64496,96.1,11.2,96.1,11.2,-,-,-,-,-,-,-,-,-,-
64497,65.8,14.7,65.8,14.7,0.0,0.0,-,-,-,-,-,-,-,-
64498,83.2,27.0,83.2,27.0,-,-,-,-,-,-,-,-,50.0,0.0
64499,91.3,13.8,91.3,13.8,100.0,0.0,100.0,0.0,-,-,-,-,-,-
64501,92.7,23.3,92.7,23.2,80.4,2.0,100.0,0.0,53.8,30.8,100.0,0.0,50.0,0.0
64503,87.2,17.1,87.1,16.5,95.3,2.4,45.0,0.0,100.0,26.9,-,-,48.7,20.4
64504,84.0,13.9,84.1,13.8,83.6,15.3,52.6,0.0,100.0,33.3,-,-,67.3,0.0
64505,94.5,27.5,94.7,27.6,100.0,21.2,100.0,0.0,80.3,32.8,30.0,0.0,58.5,3.1
64506,93.9,35.5,93.9,35.9,76.4,19.2,100.0,25.7,52.1,5.7,22.2,0.0,75.7,50.3
64507,93.0,23.9,93.8,24.1,69.7,0.0,-,-,100.0,100.0,-,-,100.0,0.0
64601,87.9,21.7,88.1,21.6,75.3,0.0,44.1,2.9,78.4,14.9,0.0,0.0,100.0,13.3
64620,91.4,27.6,91.4,27.6,-,-,-,-,-,-,-,-,-,-
64622,91.5,32.8,91.5,32.8,-,-,-,-,-,-,-,-,-,-
64623,85.2,13.0,85.0,13.1,-,-,-,-,-,-,-,-,-,-
64624,93.3,14.0,93.3,14.0,-,-,100.0,0.0,-,-,-,-,100.0,0.0
64625,86.7,12.6,86.3,13.0,100.0,0.0,78.6,0.0,-,-,-,-,-,-
64628,89.0,21.3,89.0,21.3,50.0,0.0,76.2,0.0,100.0,82.1,-,-,100.0,0.0
64630,88.4,16.1,88.1,16.6,-,-,-,-,-,-,-,-,-,-
64631,93.4,21.9,93.9,21.5,-,-,100.0,0.0,-,-,100.0,0.0,-,-
64632,96.6,4.3,96.5,4.5,-,-,-,-,-,-,-,-,-,-
64633,92.0,22.7,91.8,23.3,44.4,42.2,0.0,0.0,100.0,83.3,-,-,-,-
64635,92.0,14.2,92.0,14.2,-,-,100.0,100.0,0.0,0.0,-,-,-,-
64636,84.9,9.9,84.9,9.9,-,-,-,-,-,-,-,-,100.0,0.0
64637,90.9,13.7,90.9,13.7,-,-,-,-,25.0,0.0,-,-,100.0,0.0
64638,97.8,29.3,97.8,29.3,100.0,100.0,100.0,0.0,-,-,-,-,-,-
64639,78.7,11.1,78.7,11.1,-,-,-,-,-,-,-,-,-,-
64640,89.9,26.3,89.8,26.6,-,-,100.0,0.0,100.0,41.2,-,-,-,-
64641,95.1,17.4,95.6,17.5,-,-,-,-,-,-,-,-,-,-
64642,91.3,13.5,91.0,13.9,-,-,100.0,0.0,100.0,0.0,-,-,-,-
64643,91.0,10.5,91.0,10.5,-,-,-,-,-,-,-,-,50.0,0.0
64644,91.2,24.7,91.2,24.7,-,-,-,-,100.0,86.4,-,-,-,-
64645,92.0,18.1,92.0,18.1,-,-,-,-,-,-,-,-,-,-
64646,85.6,13.4,85.6,13.4,-,-,-,-,-,-,-,-,-,-
64647,98.2,30.3,98.2,30.3,-,-,-,-,-,-,-,-,-,-
64648,68.3,8.4,68.1,8.4,100.0,0.0,100.0,100.0,50.0,0.0,-,-,-,-
64649,88.8,11.7,88.8,11.7,-,-,-,-,100.0,0.0,-,-,-,-
64650,93.8,15.4,93.7,15.2,85.7,0.0,-,-,-,-,-,-,-,-
64651,94.2,13.1,94.2,13.2,100.0,0.0,-,-,-,-,-,-,-,-
64652,86.1,16.6,86.1,16.6,-,-,-,-,-,-,-,-,-,-
64653,94.4,15.1,94.4,15.1,100.0,0.0,-,-,-,-,-,-,-,-
64654,100.0,0.0,100.0,0.0,-,-,-,-,-,-,-,-,-,-
64655,91.6,8.4,91.6,8.4,-,-,-,-,-,-,-,-,-,-
64656,76.3,16.9,76.3,16.9,-,-,-,-,-,-,-,-,-,-
64657,85.7,29.5,85.7,29.5,-,-,-,-,-,-,-,-,-,-
64658,91.6,18.2,91.3,17.4,100.0,0.0,-,-,100.0,0.0,-,-,100.0,0.0
64659,99.7,22.8,99.7,22.2,-,-,0.0,0.0,50.0,0.0,-,-,-,-
64660,95.7,28.9,95.7,28.9,-,-,-,-,-,-,-,-,0.0,0.0
64661,94.8,21.0,94.8,21.0,100.0,100.0,-,-,100.0,0.0,-,-,-,-
