ZIP Code,emp_pop_ratio_white,emp_pop_ratio_black,emp_pop_ratio_ai_an,emp_pop_ratio_asian,emp_pop_ratio_npi,emp_pop_ratio_other,emp_pop_ratio_white_non_hispanic,unemp_rate_white,unemp_rate_black,unemp_rate_ai_an,unemp_rate_asian,unemp_rate_npi,unemp_rate_other,unemp_rate_white_non_hispanic
30573,48.2,-,-,-,-,-,48.2,0.0,-,-,-,-,-,0.0
30575,64.8,100.0,-,-,-,65.2,62.8,1.2,0.0,-,-,-,24.5,1.7
30576,40.2,8.6,-,0.0,-,91.9,40.2,2.3,0.0,-,-,-,0.0,2.4
30577,51.7,49.9,60.6,33.6,-,77.6,51.8,5.6,7.7,0.0,23.8,-,0.0,5.6
30581,2.0,0.0,-,-,-,-,8.0,0.0,-,-,-,-,-,0.0
30582,41.5,70.2,84.8,0.0,100.0,82.4,41.4,5.8,0.0,0.0,-,0.0,0.0,5.9
30597,42.1,22.7,0.0,62.5,-,-,42.0,3.1,0.0,-,0.0,-,-,3.3
30598,55.7,-,-,-,-,-,55.7,0.0,-,-,-,-,-,0.0
30601,54.4,49.3,100.0,57.7,-,61.5,53.1,5.3,5.8,0.0,0.0,-,8.3,5.9
30602,28.9,23.6,-,8.3,-,63.6,28.8,15.3,32.1,-,29.0,-,0.0,16.0
30605,57.2,62.6,0.0,49.8,-,88.0,57.0,5.0,6.9,-,7.2,-,0.0,5.0
30606,62.5,63.6,57.6,58.0,84.0,58.5,61.9,3.2,5.3,0.0,0.5,0.0,6.9,3.1
30607,62.9,51.4,-,88.2,-,61.1,63.8,2.3,18.3,-,0.0,-,0.0,1.4
30609,22.7,25.9,0.0,7.9,-,8.3,22.7,12.0,32.7,-,43.4,-,0.0,10.4
30619,55.5,88.6,-,-,-,-,54.3,0.7,0.0,-,-,-,-,0.8
30620,66.6,49.8,-,69.3,100.0,75.6,67.5,3.6,15.1,-,0.0,0.0,11.1,2.8
30621,61.0,51.8,100.0,96.7,-,58.3,61.3,1.7,0.0,0.0,0.0,-,33.3,1.7
30622,73.0,79.7,100.0,61.0,-,75.9,72.8,1.4,0.0,0.0,0.0,-,3.1,1.4
30623,47.1,-,-,-,-,-,47.1,0.0,-,-,-,-,-,0.0
30624,65.1,42.2,100.0,-,-,-,62.7,7.6,22.7,0.0,-,-,-,8.4
30625,54.6,52.7,-,100.0,-,-,54.6,8.8,0.0,-,0.0,-,-,8.8
30627,64.1,41.5,100.0,55.5,-,100.0,60.2,3.3,7.7,0.0,0.0,-,0.0,3.9
30628,55.9,61.8,-,18.2,-,77.4,55.9,9.0,8.4,-,0.0,-,0.0,9.1
30629,57.2,38.6,-,66.9,-,1.3,57.2,3.6,26.7,-,16.0,-,0.0,3.6
30630,49.9,67.6,-,0.0,-,-,51.5,1.8,0.0,-,-,-,-,1.8
30631,50.3,48.4,-,0.0,0.0,56.1,49.6,2.5,6.3,-,-,-,7.5,2.6
30633,51.1,49.2,0.0,-,-,68.8,51.5,7.8,0.0,-,-,-,0.0,7.1
30634,57.7,100.0,-,100.0,-,-,54.9,3.4,0.0,-,0.0,-,-,1.8
30635,51.9,52.3,0.0,51.0,-,100.0,51.2,3.8,11.8,-,0.0,-,0.0,4.0
30639,-,100.0,-,-,-,-,-,-,0.0,-,-,-,-,-
30641,58.8,79.2,-,-,-,-,57.9,4.9,0.0,-,-,-,-,5.0
30642,42.6,48.4,-,34.8,-,76.4,41.8,0.7,18.6,-,0.0,-,6.4,0.7
30643,46.8,56.6,-,34.6,-,50.0,46.7,3.8,10.5,-,0.0,-,0.0,3.9
30646,59.7,40.7,0.0,0.0,-,45.8,59.8,2.9,0.0,-,-,-,46.3,2.9
30648,53.2,37.3,-,-,0.0,-,53.2,3.3,29.9,-,-,-,-,3.3
30650,61.6,59.8,-,-,-,13.0,61.6,1.7,4.0,-,-,-,0.0,1.7
30655,57.1,46.5,-,67.8,-,48.9,56.8,4.0,12.2,-,0.0,-,0.0,4.1
30656,63.2,57.8,0.0,41.5,100.0,58.3,62.8,6.4,8.4,-,58.5,0.0,0.0,6.4
30660,57.8,57.4,-,-,-,-,59.6,8.6,0.0,-,-,-,-,8.3
30662,53.5,34.6,100.0,71.9,-,84.1,53.8,3.5,27.5,0.0,0.0,-,0.0,3.5
30663,54.5,55.3,-,7.7,-,84.3,54.5,3.7,0.0,-,0.0,-,0.0,3.7
30664,100.0,-,-,-,-,-,100.0,0.0,-,-,-,-,-,0.0
30665,25.0,50.7,-,-,-,-,25.0,0.0,0.0,-,-,-,-,0.0
30666,59.8,77.7,100.0,23.0,-,74.6,58.7,2.0,4.7,0.0,0.0,-,13.8,2.2
30667,55.7,71.4,-,-,-,-,55.7,1.7,0.0,-,-,-,-,1.7
30668,48.0,31.2,-,-,-,100.0,47.4,1.7,2.0,-,-,-,0.0,1.8
30669,50.4,54.7,-,64.3,-,52.3,50.7,0.6,4.6,-,0.0,-,0.0,0.6
30673,55.4,47.7,100.0,-,-,37.7,55.4,1.7,2.2,0.0,-,-,0.0,1.8
30677,62.3,59.3,100.0,56.4,-,81.8,61.9,3.0,13.5,0.0,2.9,-,0.0,3.0
30678,41.0,51.9,-,100.0,-,-,41.7,1.0,0.0,-,0.0,-,-,1.0
30680,62.3,68.5,61.2,78.3,-,63.0,62.9,3.9,4.2,28.8,2.4,-,0.0,2.8
30683,60.2,42.7,-,100.0,-,54.1,58.4,0.8,2.7,-,0.0,-,13.2,0.5
30701,59.3,62.7,73.3,55.2,62.9,76.1,58.4,2.7,3.6,2.9,0.0,21.1,2.2,3.0
30705,55.4,36.0,72.6,56.3,0.0,51.0,53.9,6.0,0.0,0.0,0.0,-,0.0,5.5
30707,64.3,52.4,-,98.7,-,-,64.4,4.4,18.8,-,1.3,-,-,4.4
30708,56.1,-,-,-,-,-,56.1,0.0,-,-,-,-,-,0.0
30710,57.7,73.1,18.2,66.0,-,82.2,55.9,4.4,0.0,0.0,0.0,-,0.0,4.7
30711,56.8,-,0.0,100.0,-,-,55.2,13.3,-,-,0.0,-,-,14.4
30720,57.1,41.0,35.4,84.0,100.0,66.8,52.3,4.8,14.3,0.0,1.1,0.0,3.3,4.9
30721,58.9,58.3,79.6,55.1,54.5,65.3,51.8,7.2,7.3,0.0,2.7,0.0,2.5,9.7
30724,0.0,-,-,100.0,-,-,0.0,-,-,-,0.0,-,-,-
30725,63.6,20.6,-,-,-,-,63.5,1.7,0.0,-,-,-,-,1.7
30726,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30728,50.0,58.1,0.0,68.1,-,0.0,50.1,5.8,0.0,-,31.9,-,-,5.3
30730,49.6,48.3,-,80.0,-,-,49.6,2.3,2.3,-,0.0,-,-,2.3
30731,49.7,0.0,100.0,-,-,-,49.7,14.7,-,0.0,-,-,-,14.7
30733,41.3,0.0,0.0,100.0,-,-,40.5,0.4,-,-,0.0,-,-,0.4
30734,56.2,0.0,100.0,-,-,100.0,56.2,2.9,-,0.0,-,-,0.0,2.9
30735,51.0,95.7,-,30.0,-,54.2,49.8,8.2,0.0,-,0.0,-,0.0,8.8
30736,62.2,62.0,80.0,43.7,100.0,74.3,62.2,2.9,0.0,0.0,0.0,0.0,6.3,2.8
30738,52.2,38.7,-,-,-,-,52.6,0.6,61.3,-,-,-,-,0.6
30739,58.4,10.8,10.3,-,0.0,0.0,58.4,7.8,5.6,0.0,-,-,-,7.8
30740,55.3,42.4,-,65.7,-,65.7,54.7,8.8,4.5,-,0.0,-,0.0,9.5
30741,50.9,74.4,54.9,100.0,-,84.6,50.3,5.3,4.8,9.3,0.0,-,0.0,5.5
30742,48.6,65.0,0.0,71.8,-,34.3,48.6,4.9,0.0,-,9.7,-,0.0,4.9
30746,52.3,-,-,-,-,-,52.3,0.0,-,-,-,-,-,0.0
30747,47.2,49.7,100.0,0.0,-,71.9,47.2,4.0,1.1,0.0,-,-,0.0,4.0
30750,55.9,53.2,42.9,40.0,-,87.1,55.9,5.6,9.1,0.0,0.0,-,12.9,5.7
30751,54.3,-,-,-,-,-,54.3,0.0,-,-,-,-,-,0.0
30752,56.7,23.1,100.0,66.2,-,40.0,55.9,3.7,52.6,0.0,0.0,-,60.0,3.8
30753,51.2,3.6,79.5,-,-,73.2,51.7,2.5,0.0,1.6,-,-,0.0,2.5
30755,58.0,22.1,79.5,100.0,-,85.0,57.2,7.5,65.5,0.0,0.0,-,4.7,6.1
30756,22.2,-,-,-,-,-,22.2,0.0,-,-,-,-,-,0.0
30757,29.1,64.8,-,100.0,-,-,29.1,24.6,0.0,-,0.0,-,-,24.6
30802,53.8,29.4,-,66.7,-,100.0,53.8,3.0,0.0,-,0.0,-,0.0,3.0
30803,59.9,73.9,100.0,-,-,-,59.9,1.1,0.0,0.0,-,-,-,1.1
30805,59.8,27.9,72.7,100.0,-,100.0,60.0,6.0,0.0,0.0,0.0,-,0.0,6.1
30807,15.4,51.3,-,-,-,-,15.4,60.0,8.6,-,-,-,-,60.0
30808,59.2,55.2,-,-,-,35.3,59.2,0.7,0.0,-,-,-,0.0,0.7
30809,58.9,62.5,73.3,57.3,-,46.3,58.5,5.0,3.2,0.0,16.1,-,19.5,5.1
30810,50.4,55.3,-,-,-,-,49.1,1.8,0.0,-,-,-,-,1.9
30812,4.6,0.0,-,-,-,-,4.6,0.0,-,-,-,-,-,0.0
30813,59.4,67.9,22.4,57.5,-,51.8,57.5,4.5,3.5,19.5,0.0,-,18.7,4.9
30814,57.4,61.5,-,100.0,-,0.0,58.0,3.6,17.9,-,0.0,-,-,3.4
30815,51.8,59.7,100.0,23.6,100.0,49.7,51.3,6.5,9.4,0.0,0.0,0.0,0.0,6.7
30816,47.3,53.4,-,-,-,0.0,48.5,0.0,8.6,-,-,-,-,0.0
30817,49.4,52.0,-,100.0,-,86.4,49.8,2.8,6.2,-,0.0,-,0.0,2.0
30818,37.9,83.4,-,-,-,-,37.9,0.0,0.0,-,-,-,-,0.0
30820,53.0,20.5,-,-,100.0,-,53.0,2.3,0.0,-,-,0.0,-,2.3
30821,43.0,41.1,-,-,-,-,43.0,0.0,1.0,-,-,-,-,0.0
30822,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30823,65.8,29.4,-,100.0,-,100.0,65.2,2.4,0.0,-,0.0,-,0.0,2.5
30824,57.0,54.8,-,61.5,-,57.0,56.7,1.9,8.4,-,0.0,-,0.0,2.0
30828,46.2,53.6,-,16.7,-,-,46.2,2.7,13.7,-,0.0,-,-,2.7
30830,53.2,60.1,-,88.5,-,100.0,53.0,3.8,7.0,-,0.0,-,0.0,3.9
30833,48.0,42.8,-,100.0,-,38.9,48.1,2.4,15.9,-,0.0,-,0.0,2.4
30901,33.4,41.1,0.0,24.4,-,64.2,33.3,10.6,14.7,-,20.4,-,0.0,11.0
30904,60.6,59.9,90.6,35.1,0.0,87.8,60.9,2.2,8.8,0.0,9.9,-,0.0,2.3
30905,11.1,23.9,26.5,12.0,48.4,36.1,8.3,1.6,10.0,0.0,0.0,0.0,9.8,2.7
30906,48.7,55.9,22.6,40.3,-,40.9,47.9,6.8,11.4,0.0,0.0,-,0.0,7.1
30907,59.8,62.1,73.3,59.2,0.0,47.2,59.4,4.7,6.3,26.7,9.5,-,6.3,4.6
30909,51.3,59.7,61.9,54.3,100.0,52.2,50.0,4.5,8.6,0.0,9.2,0.0,3.5,4.6
30912,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31001,34.6,14.0,-,-,-,13.5,36.2,9.5,11.5,-,-,-,0.0,9.6
31002,59.4,43.5,-,100.0,-,66.7,59.6,8.2,0.0,-,0.0,-,0.0,8.2
31003,22.7,-,-,-,-,-,22.7,8.3,-,-,-,-,-,8.3
31004,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31005,57.2,68.6,100.0,57.5,-,53.0,57.1,3.3,3.4,0.0,0.0,-,0.0,3.3
31006,51.8,48.4,-,100.0,-,0.0,51.8,3.5,10.2,-,0.0,-,-,3.5
31007,50.9,31.0,-,-,-,83.3,48.6,0.0,15.7,-,-,-,0.0,0.0
31008,52.0,71.5,100.0,51.2,100.0,85.1,53.0,6.7,8.2,0.0,0.0,0.0,0.0,6.8
31009,53.9,7.0,-,100.0,-,100.0,55.6,5.9,76.7,-,0.0,-,0.0,3.0
31011,44.3,49.6,-,-,-,-,44.0,0.0,1.4,-,-,-,-,0.0
31012,32.8,8.3,40.0,-,-,21.6,34.0,1.5,0.0,0.0,-,-,0.0,1.5
31014,52.6,37.4,-,55.6,-,81.5,52.3,5.7,9.8,-,0.0,-,0.0,5.9
31015,53.8,54.4,0.0,4.4,-,92.5,53.0,4.2,12.7,-,0.0,-,0.0,4.5
31016,55.3,50.5,-,-,-,-,55.3,0.5,0.0,-,-,-,-,0.5
31017,44.4,30.6,-,-,-,100.0,44.4,0.8,0.0,-,-,-,0.0,0.8
31018,18.5,24.4,17.2,-,-,62.5,18.0,0.0,4.5,0.0,-,-,0.0,0.0
31019,63.8,45.8,53.3,-,-,100.0,63.8,5.3,0.0,0.0,-,-,0.0,5.3
31020,44.5,48.8,-,-,-,-,44.5,0.0,8.5,-,-,-,-,0.0
31021,54.1,42.9,-,39.8,-,86.7,54.1,4.6,7.6,-,0.0,-,0.0,4.6
31022,55.4,61.7,-,-,-,-,55.4,3.3,0.0,-,-,-,-,3.3
31023,50.9,45.6,0.0,100.0,-,100.0,50.5,2.5,3.6,-,0.0,-,0.0,2.7
31024,46.7,53.6,-,59.7,100.0,70.0,46.2,4.2,2.2,-,0.0,0.0,0.0,4.4
31025,65.5,76.0,-,-,-,100.0,65.5,0.0,8.0,-,-,-,0.0,0.0
31027,54.3,57.6,-,100.0,-,55.3,53.4,4.2,7.3,-,0.0,-,0.0,4.4
31028,55.1,41.7,-,36.6,-,58.8,55.1,0.0,7.0,-,0.0,-,0.0,0.0
31029,59.3,45.5,46.4,29.2,-,39.6,59.6,3.3,8.7,0.0,0.0,-,0.0,3.3
31030,48.2,46.6,76.1,0.0,-,91.0,47.3,7.2,6.6,0.0,100.0,-,0.6,5.7
31031,53.7,48.2,-,-,-,100.0,52.6,5.3,7.5,-,-,-,0.0,5.5
31032,56.4,53.8,-,40.6,-,84.7,56.1,3.8,1.1,-,0.0,-,0.0,3.8
31033,40.7,41.0,-,-,-,80.6,40.7,6.3,0.0,-,-,-,0.0,6.3
31034,-,39.1,-,-,-,-,-,-,0.0,-,-,-,-,-
31035,69.8,37.9,-,44.4,-,67.4,69.8,0.2,9.4,-,0.0,-,0.0,0.2
31036,44.6,49.7,-,55.4,0.0,12.5,44.2,2.5,2.9,-,0.0,-,0.0,2.6
31037,50.3,25.4,0.0,0.0,-,28.5,50.8,2.3,0.0,-,-,-,0.0,0.6
31038,49.5,65.5,-,-,-,-,49.5,0.0,0.0,-,-,-,-,0.0
31039,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31041,28.8,39.3,-,-,-,-,28.8,35.0,6.5,-,-,-,-,35.0
31042,40.9,46.3,-,-,-,-,40.2,3.0,3.6,-,-,-,-,3.1
31044,38.8,34.8,-,52.8,-,-,38.6,14.0,0.0,-,0.0,-,-,14.1
31045,0.0,100.0,-,-,-,-,0.0,-,0.0,-,-,-,-,-
31046,60.4,83.9,-,-,-,100.0,61.9,1.7,6.9,-,-,-,0.0,1.2
31047,64.5,61.8,0.0,58.7,-,100.0,65.4,3.0,7.6,-,16.3,-,0.0,3.0
31049,48.5,43.8,-,-,-,-,48.6,9.6,4.5,-,-,-,-,9.9
31050,24.8,85.9,-,-,-,-,24.8,24.2,0.0,-,-,-,-,24.2
31051,37.5,13.0,-,-,-,-,37.5,0.0,0.0,-,-,-,-,0.0
31052,55.6,47.7,-,55.9,-,100.0,55.3,2.8,2.0,-,0.0,-,0.0,2.9
31054,65.1,45.9,-,-,-,100.0,63.3,0.0,9.2,-,-,-,0.0,0.0
31055,55.1,30.8,0.0,0.0,-,0.0,54.2,0.0,2.2,-,-,-,-,0.0
31057,45.1,33.2,100.0,-,-,-,39.6,2.5,23.7,0.0,-,-,-,3.3
31058,46.2,55.8,40.7,-,-,0.0,46.2,0.5,0.0,0.0,-,-,-,0.5
31060,31.2,62.5,-,100.0,-,-,31.2,4.2,7.1,-,0.0,-,-,4.2
31061,47.3,45.6,86.0,68.0,100.0,58.1,47.5,5.3,9.1,0.0,0.0,0.0,19.3,5.0
31062,-,0.0,-,-,-,100.0,-,-,-,-,-,-,0.0,-
31063,53.4,46.5,-,67.2,-,67.3,54.1,3.9,8.7,-,32.8,-,0.0,3.9
31064,57.8,54.7,-,-,-,81.8,57.8,6.0,7.3,-,-,-,0.0,6.0
31065,41.8,24.8,-,-,-,-,42.1,5.8,0.0,-,-,-,-,3.8
31066,49.6,54.2,-,-,-,-,49.6,5.5,11.2,-,-,-,-,5.5
31067,53.3,0.0,-,-,-,46.7,53.3,0.0,100.0,-,-,-,0.0,0.0
31068,23.4,17.7,-,-,-,33.3,23.7,0.0,14.3,-,-,-,0.0,0.0
31069,57.4,56.6,30.6,76.5,61.1,45.9,57.3,2.5,2.8,0.0,4.0,0.0,0.0,2.5
31070,69.6,32.8,-,-,-,-,69.6,1.9,2.8,-,-,-,-,2.0
31071,48.5,43.3,-,-,100.0,100.0,48.5,12.3,2.1,-,-,0.0,0.0,12.3
31072,48.7,28.9,-,-,-,56.3,48.7,3.1,0.0,-,-,-,0.0,3.1
31075,37.8,61.9,-,100.0,-,-,37.8,3.1,0.0,-,0.0,-,-,3.1
31076,47.4,31.2,-,0.0,-,-,47.4,8.2,1.0,-,-,-,-,8.2
31077,37.6,75.3,-,-,-,-,37.2,3.8,0.0,-,-,-,-,4.1
31078,39.3,44.9,-,-,-,-,39.2,1.5,9.6,-,-,-,-,1.5
31079,63.4,42.3,-,-,-,-,58.9,0.9,12.1,-,-,-,-,1.1
31081,10.3,-,-,-,-,-,10.3,0.0,-,-,-,-,-,0.0
31082,54.0,48.7,0.0,62.9,-,0.0,54.3,1.5,7.6,-,0.0,-,-,1.6
31083,31.2,25.0,-,-,-,-,31.2,0.0,0.0,-,-,-,-,0.0
31084,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31085,45.0,31.4,-,-,-,71.8,44.3,0.0,6.5,-,-,-,12.5,0.0
31087,32.0,34.1,0.0,28.0,-,0.0,32.0,2.5,7.2,-,0.0,-,-,2.5
31088,61.0,63.6,82.6,64.8,-,89.4,60.6,5.1,6.8,0.0,0.0,-,0.0,5.3
31089,57.4,61.8,-,0.0,-,-,57.4,1.9,4.0,-,-,-,-,1.9
31090,41.1,41.4,0.0,0.0,-,33.3,40.8,4.5,5.8,-,-,-,0.0,4.7
31091,37.1,30.8,61.1,-,-,0.0,37.2,9.8,1.8,0.0,-,-,-,8.3
31092,51.4,41.5,100.0,-,-,100.0,51.4,4.0,15.7,0.0,-,-,0.0,4.1
31093,46.8,58.3,97.8,15.5,-,58.7,46.2,4.5,11.3,0.0,40.7,-,0.0,4.8
31094,37.0,37.1,-,-,-,0.0,37.0,0.0,0.0,-,-,-,-,0.0
31096,42.1,36.8,-,100.0,-,9.8,42.9,5.2,8.0,-,0.0,-,0.0,5.2
31097,53.5,33.9,-,-,-,-,53.5,0.2,2.6,-,-,-,-,0.2
31098,27.7,59.1,50.0,57.8,-,14.1,27.7,8.1,5.3,0.0,0.0,-,0.0,8.3
31201,58.5,30.6,100.0,34.2,-,33.8,58.2,2.2,21.7,0.0,0.0,-,0.0,2.3
31204,56.1,44.3,43.3,57.0,0.0,57.4,56.3,7.3,12.5,27.8,0.0,-,3.5,7.4
31206,39.8,48.2,0.0,-,100.0,61.1,38.5,10.3,14.0,-,-,0.0,0.0,11.0
31207,35.9,63.0,-,20.7,-,-,29.2,10.4,0.0,-,35.2,-,-,12.8
31210,60.2,67.2,0.0,63.8,-,50.1,60.3,3.0,5.0,-,1.6,-,32.3,3.0
31211,54.4,53.5,-,92.3,-,50.0,54.0,4.6,5.5,-,0.0,-,0.0,4.8
31213,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31216,48.9,57.3,3.4,50.7,-,67.8,48.0,3.1,7.3,0.0,0.0,-,0.0,3.3
31217,40.0,50.3,0.0,70.8,-,0.0,40.2,4.3,7.7,-,0.0,-,-,4.4
31220,53.9,69.1,-,82.8,0.0,43.0,53.8,4.5,9.3,-,0.0,-,0.0,2.6
31301,63.1,63.2,63.3,90.6,-,93.2,64.4,3.3,2.5,24.0,0.0,-,0.0,3.3
31302,43.5,76.1,100.0,42.7,100.0,100.0,43.4,14.5,9.4,0.0,0.0,0.0,0.0,14.7
31303,51.2,4.4,-,-,-,-,51.2,0.0,0.0,-,-,-,-,0.0
31305,44.3,43.8,100.0,-,-,-,43.7,6.8,0.0,0.0,-,-,-,7.1
31307,65.9,0.0,-,-,-,-,67.2,0.0,-,-,-,-,-,0.0
31308,49.6,55.3,-,29.8,-,100.0,49.6,5.5,27.4,-,0.0,-,0.0,5.5
31309,47.3,16.7,-,-,-,-,48.2,0.0,0.0,-,-,-,-,0.0
31312,63.9,70.2,40.9,36.5,100.0,64.8,63.6,5.2,12.8,0.0,0.0,0.0,0.0,5.3
31313,48.6,53.5,72.6,46.0,17.9,61.1,49.7,5.9,11.3,0.0,2.8,0.0,8.3,6.0
31314,0.0,2.5,0.0,0.0,0.0,0.0,0.0,-,0.0,-,-,-,-,-
31315,27.1,35.8,72.1,46.6,0.0,37.1,26.2,18.7,13.1,0.0,11.4,-,5.6,21.3
31316,54.6,49.3,62.5,73.5,32.6,3.3,55.2,5.5,2.8,0.0,0.0,12.5,0.0,5.3
31318,27.8,-,-,-,-,-,27.8,0.0,-,-,-,-,-,0.0
31320,57.9,50.9,25.0,72.2,-,81.8,58.5,5.5,11.2,0.0,0.0,-,0.0,5.3
31321,53.8,61.1,47.6,27.8,0.0,50.0,53.8,4.7,4.3,28.6,0.0,-,0.0,4.7
31322,66.5,67.6,91.4,63.0,58.6,79.4,65.9,6.6,2.9,0.0,0.0,41.4,0.0,7.0
31323,36.7,42.0,-,-,-,-,36.7,32.8,18.7,-,-,-,-,32.8
31324,66.3,60.3,100.0,47.0,0.0,68.9,66.7,2.8,10.7,0.0,21.1,100.0,0.0,2.7
31326,66.3,73.7,-,69.0,-,62.8,65.5,4.1,3.2,-,7.4,-,16.4,3.0
31327,-,100.0,-,-,-,-,-,-,0.0,-,-,-,-,-
31328,45.4,0.0,-,-,-,30.8,45.4,4.3,-,-,-,-,0.0,4.3
31329,60.5,62.1,0.0,100.0,-,0.0,60.6,3.0,0.0,-,0.0,-,-,3.0
31331,48.1,58.5,100.0,43.2,-,-,48.5,4.7,2.8,0.0,0.0,-,-,3.5
31333,48.2,0.0,-,-,-,-,48.2,0.0,-,-,-,-,-,0.0
31401,59.8,47.0,86.7,39.2,100.0,34.3,60.1,6.7,15.2,4.0,4.7,0.0,24.4,6.7
31404,61.9,54.3,100.0,45.6,57.1,100.0,61.7,4.7,9.6,0.0,31.3,0.0,0.0,4.7
31405,57.5,50.6,36.6,35.2,47.6,68.3,57.5,4.8,13.2,0.0,8.3,0.0,1.0,4.3
31406,59.2,64.3,60.5,79.9,100.0,49.4,59.0,3.0,4.4,0.0,0.0,0.0,2.8,3.1
31407,73.5,77.0,-,81.7,70.0,84.6,71.2,1.6,7.1,-,0.0,30.0,0.0,1.8
31408,41.7,54.3,0.0,29.4,-,77.1,38.4,3.3,12.8,100.0,0.0,-,10.3,3.9
31409,0.0,0.0,0.0,0.0,0.0,-,0.0,-,-,-,-,-,-,-
31410,63.7,37.5,50.0,65.6,100.0,91.9,63.5,2.6,0.0,0.0,2.7,0.0,0.0,2.6
31411,33.4,34.9,-,59.8,-,8.7,33.7,4.5,30.1,-,12.3,-,0.0,4.5
31415,58.8,54.7,-,-,-,78.9,49.0,0.0,14.4,-,-,-,0.0,0.0
31419,60.8,62.5,57.4,60.7,100.0,57.7,60.7,4.2,6.6,20.9,3.7,0.0,0.0,3.9
31421,0.0,-,-,-,-,-,0.0,-,-,-,-,-,-,-
31501,48.3,41.4,64.6,0.0,44.4,33.3,48.2,1.7,7.4,0.0,-,0.0,0.0,1.7
31503,50.8,30.5,45.8,48.6,100.0,76.4,50.8,2.4,16.9,0.0,5.3,0.0,13.8,2.4
31510,50.8,33.6,100.0,66.7,-,70.4,50.3,3.4,5.2,0.0,0.0,-,0.0,3.5
31512,74.2,51.2,-,-,-,-,74.0,3.9,4.4,-,-,-,-,3.9
31513,50.7,44.4,100.0,47.6,-,63.0,50.4,3.8,0.2,0.0,43.2,-,0.0,4.0
31516,56.3,55.0,0.0,-,-,64.6,55.8,2.9,0.0,-,-,-,0.0,3.0
31518,60.3,0.0,-,-,-,0.0,61.2,0.0,-,-,-,-,-,0.0
31519,58.4,28.0,-,0.0,-,60.6,58.4,0.0,0.0,-,-,-,0.0,0.0
31520,49.2,51.5,41.7,66.1,100.0,73.3,46.9,4.3,10.7,0.0,0.0,0.0,0.0,4.8
31522,48.9,14.3,39.6,36.5,100.0,53.9,48.8,2.3,0.0,0.0,0.0,0.0,14.4,2.3
31523,57.0,84.5,-,70.6,-,13.1,56.9,3.5,0.0,-,0.0,-,57.1,3.6
31524,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31525,62.9,60.5,64.2,48.3,21.9,41.7,63.1,3.9,3.7,0.0,22.0,0.0,0.0,4.1
31527,22.1,-,100.0,-,-,100.0,20.8,0.0,-,0.0,-,-,0.0,0.0
31532,45.8,17.6,53.3,-,-,-,45.8,2.6,0.0,0.0,-,-,-,2.6
31533,51.4,58.3,65.5,29.3,-,76.7,52.5,1.0,4.5,0.0,0.0,-,0.0,0.5
31535,53.3,63.5,87.8,58.3,-,74.2,53.0,8.7,4.8,0.0,0.0,-,0.0,6.4
31537,44.7,56.6,0.0,29.1,-,21.2,46.7,10.7,5.3,-,45.7,-,0.0,10.8
31539,47.4,52.0,77.8,57.9,-,50.2,46.9,4.5,6.5,0.0,0.0,-,0.0,4.6
31542,55.2,28.6,-,-,-,-,55.2,0.3,0.0,-,-,-,-,0.3
31543,47.5,47.3,-,-,-,0.0,47.5,1.1,6.3,-,-,-,-,1.1
31544,41.2,40.8,-,-,-,-,41.2,0.0,8.7,-,-,-,-,0.0
31545,50.0,49.3,100.0,48.5,-,83.9,50.7,6.1,6.3,0.0,3.0,-,0.0,6.2
31546,41.2,14.2,0.0,0.0,-,0.0,41.5,3.0,33.5,-,-,-,-,3.2
31547,0.0,0.0,-,-,-,0.0,0.0,-,-,-,-,-,-,-
31548,55.0,56.0,67.6,60.9,-,61.8,54.3,2.1,7.1,32.4,0.0,-,0.0,2.1
31549,37.6,40.4,-,-,-,-,41.5,0.0,9.3,-,-,-,-,0.0
31550,64.2,-,-,-,-,100.0,64.2,0.0,-,-,-,-,0.0,0.0
31551,43.5,-,-,-,-,-,43.5,0.0,-,-,-,-,-,0.0
31552,42.5,43.8,100.0,0.0,-,-,42.5,0.0,0.0,0.0,-,-,-,0.0
31553,49.6,70.8,-,0.0,-,-,49.6,5.1,0.8,-,-,-,-,5.1
31554,47.5,23.4,0.0,-,-,0.0,46.9,6.4,10.7,-,-,-,-,6.2
31555,64.4,40.1,0.0,-,-,54.5,64.4,4.2,30.3,-,-,-,0.0,4.2
31556,40.4,-,-,-,-,-,40.4,0.0,-,-,-,-,-,0.0
31557,52.0,48.1,-,-,-,34.4,51.1,0.9,0.0,-,-,-,0.0,0.7
31558,48.3,44.3,42.9,61.5,100.0,51.2,48.5,4.5,16.8,0.0,0.0,0.0,0.0,3.6
31560,60.8,53.3,-,0.0,-,-,60.8,2.5,2.4,-,100.0,-,-,2.5
31561,4.3,-,-,-,-,-,4.3,0.0,-,-,-,-,-,0.0
31562,50.2,47.2,100.0,-,-,0.0,49.6,2.9,0.0,0.0,-,-,-,2.9
