ZIP Code,emp_pop_ratio_white,emp_pop_ratio_black,emp_pop_ratio_ai_an,emp_pop_ratio_asian,emp_pop_ratio_npi,emp_pop_ratio_other,emp_pop_ratio_white_non_hispanic,unemp_rate_white,unemp_rate_black,unemp_rate_ai_an,unemp_rate_asian,unemp_rate_npi,unemp_rate_other,unemp_rate_white_non_hispanic
31563,55.2,50.2,50.0,-,-,57.1,56.3,2.3,0.0,0.0,-,-,0.0,0.0
31564,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31565,55.9,37.0,-,100.0,-,100.0,55.9,5.8,50.2,-,0.0,-,0.0,5.8
31566,49.4,39.0,-,0.0,-,-,49.4,4.8,0.0,-,-,-,-,4.8
31567,50.7,-,-,-,-,-,50.7,0.0,-,-,-,-,-,0.0
31568,63.6,40.5,-,100.0,-,-,63.6,5.3,0.0,-,0.0,-,-,5.3
31569,58.7,35.7,-,100.0,100.0,0.0,58.0,1.6,9.4,-,0.0,0.0,-,1.7
31599,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31601,52.7,52.3,49.2,67.5,100.0,56.6,53.0,3.9,8.2,0.0,0.0,0.0,0.0,3.8
31602,54.9,50.6,0.0,76.8,58.1,43.0,54.6,4.1,5.2,100.0,1.6,0.0,0.0,4.2
31605,53.2,51.8,15.8,49.7,0.0,49.0,53.0,4.7,5.4,0.0,0.0,-,0.0,4.8
31606,56.1,63.9,52.6,0.0,-,77.5,55.6,0.0,0.0,0.0,100.0,-,0.0,0.0
31620,58.7,55.8,-,100.0,-,96.2,58.7,3.1,12.7,-,0.0,-,0.0,3.1
31622,57.5,46.9,-,-,-,100.0,57.5,4.3,24.8,-,-,-,0.0,4.3
31623,2.7,48.1,49.0,-,-,100.0,9.7,40.0,0.0,0.0,-,-,0.0,40.0
31624,57.7,100.0,-,-,-,100.0,59.3,2.3,0.0,-,-,-,0.0,2.7
31625,51.1,50.0,-,100.0,-,0.0,51.1,0.0,0.0,-,0.0,-,-,0.0
31626,64.4,48.6,-,-,-,74.2,63.1,0.0,13.0,-,-,-,0.0,0.0
31627,43.2,50.0,-,-,-,-,43.2,0.0,0.0,-,-,-,-,0.0
31629,70.0,44.5,-,-,100.0,28.4,70.0,0.0,3.6,-,-,0.0,0.0,0.0
31630,35.1,67.1,-,-,-,100.0,35.1,0.0,0.0,-,-,-,0.0,0.0
31631,54.8,50.0,90.0,-,-,-,54.8,0.5,0.0,0.0,-,-,-,0.5
31632,60.0,57.7,100.0,100.0,100.0,72.1,59.6,2.7,1.1,0.0,0.0,0.0,15.5,2.8
31634,52.2,30.4,-,27.3,-,0.0,51.9,1.1,12.8,-,0.0,-,-,1.1
31635,39.9,47.6,-,-,-,35.5,39.9,1.2,0.1,-,-,-,0.0,1.2
31636,54.6,64.2,5.3,17.4,-,36.3,54.6,6.6,9.0,0.0,0.0,-,18.0,6.8
31637,60.6,49.7,100.0,-,-,29.5,60.5,1.5,14.3,0.0,-,-,0.0,1.1
31638,62.0,39.5,-,0.0,-,-,60.6,0.0,13.9,-,-,-,-,0.0
31639,49.0,44.1,-,60.7,-,74.7,49.0,4.3,17.6,-,0.0,-,0.0,2.9
31641,44.7,42.9,0.0,-,-,-,44.7,4.6,0.0,-,-,-,-,4.6
31642,54.6,65.5,-,-,-,61.8,52.4,7.3,3.9,-,-,-,10.3,8.5
31643,50.4,46.8,0.0,100.0,-,95.1,47.2,2.4,5.7,-,0.0,-,0.0,2.8
31645,53.8,36.8,-,0.0,0.0,48.9,54.4,3.5,39.9,-,-,-,0.0,3.6
31647,45.4,48.1,64.7,-,-,0.0,47.4,1.5,12.6,0.0,-,-,100.0,1.5
31648,78.0,8.3,100.0,0.0,-,100.0,78.4,1.4,12.5,0.0,-,-,0.0,0.0
31649,59.4,36.7,100.0,87.9,-,100.0,60.3,0.0,0.0,0.0,0.0,-,0.0,0.0
31650,60.2,45.4,-,-,-,18.0,64.3,1.2,0.0,-,-,-,0.0,1.5
31698,16.4,35.0,0.0,-,-,-,16.4,27.5,16.1,-,-,-,-,27.5
31699,0.0,0.0,0.0,0.0,-,0.0,0.0,-,-,-,-,-,-,-
31701,51.1,41.8,85.7,76.7,0.0,80.0,50.6,2.2,19.9,0.0,0.0,-,0.0,2.2
31704,4.2,0.0,-,-,-,0.0,4.2,0.0,-,-,-,-,-,0.0
31705,43.5,40.6,55.8,25.8,65.5,61.5,44.8,15.3,15.6,0.0,0.0,0.0,7.7,15.5
31707,54.0,59.7,76.5,70.8,0.0,79.1,53.4,1.1,6.7,0.0,0.0,-,0.0,1.2
31709,54.5,46.9,100.0,69.3,100.0,70.7,53.0,7.8,9.9,0.0,0.0,0.0,0.0,8.3
31711,34.5,68.8,-,0.0,-,-,34.9,1.9,5.3,-,100.0,-,-,1.9
31712,54.2,24.6,-,42.5,-,-,50.1,4.2,22.7,-,0.0,-,-,4.9
31714,50.7,49.7,-,-,-,100.0,54.5,1.7,12.5,-,-,-,0.0,1.7
31716,52.8,67.1,-,50.0,-,51.8,52.1,6.2,7.8,-,0.0,-,0.0,6.6
31719,56.4,48.8,22.2,100.0,-,22.7,54.7,2.1,7.8,0.0,0.0,-,58.3,2.3
31720,52.0,30.3,-,-,-,-,52.0,0.0,4.1,-,-,-,-,0.0
31721,53.7,61.9,100.0,42.7,-,89.2,53.5,3.0,6.7,0.0,0.0,-,0.0,3.0
31722,58.1,71.0,-,100.0,-,40.0,54.9,3.7,11.6,-,0.0,-,0.0,1.1
31727,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31730,56.4,42.2,45.7,100.0,-,0.0,56.1,0.9,13.8,37.3,0.0,-,-,0.9
31733,59.5,64.8,-,-,-,-,58.7,0.0,0.0,-,-,-,-,0.0
31735,40.7,17.0,-,-,-,-,40.7,0.0,52.9,-,-,-,-,0.0
31738,59.9,58.8,100.0,-,-,57.7,59.5,2.3,0.0,0.0,-,-,0.0,2.4
31743,40.0,34.6,-,-,100.0,69.2,40.0,0.0,0.0,-,-,0.0,0.0,0.0
31744,58.6,48.2,0.0,63.1,-,77.2,59.1,2.4,0.0,-,0.0,-,0.0,2.4
31747,68.6,31.6,-,29.4,-,-,68.6,3.6,33.3,-,0.0,-,-,3.6
31749,48.2,3.0,-,-,-,26.3,48.4,0.0,0.0,-,-,-,0.0,0.0
31750,56.3,45.8,-,85.7,-,39.7,55.6,5.2,6.2,-,0.0,-,21.9,5.5
31753,0.0,100.0,-,-,-,-,0.0,-,0.0,-,-,-,-,-
31756,61.9,-,-,100.0,-,-,61.9,4.4,-,-,0.0,-,-,4.4
31757,61.8,61.0,-,0.0,-,49.5,62.7,6.3,13.9,-,-,-,7.4,6.4
31763,63.6,60.1,100.0,82.4,100.0,54.1,63.7,3.8,8.2,0.0,0.0,0.0,0.0,3.8
31764,58.0,66.6,-,0.0,-,-,58.0,0.8,1.0,-,-,-,-,0.8
31765,39.0,38.7,38.5,-,-,35.0,38.9,8.8,21.1,0.0,-,-,41.7,8.9
31768,54.9,56.7,19.1,77.1,-,43.0,53.6,3.4,10.2,45.0,0.0,-,4.5,3.3
31771,51.7,54.9,100.0,100.0,-,53.2,49.8,7.9,5.8,0.0,0.0,-,11.5,8.3
31772,59.0,48.5,-,-,-,-,59.0,0.0,25.8,-,-,-,-,0.0
31773,55.7,38.0,0.0,0.0,-,-,55.4,0.6,34.0,-,-,-,-,0.6
31774,53.0,47.3,-,25.0,-,-,53.3,1.6,10.8,-,0.0,-,-,1.1
31775,53.6,56.8,85.7,100.0,-,55.6,53.6,3.4,0.0,0.0,0.0,-,5.2,4.2
31778,56.2,52.5,76.7,-,-,-,56.1,9.2,0.0,0.0,-,-,-,9.3
31779,38.8,36.8,0.0,-,-,0.0,39.5,1.5,23.6,-,-,-,-,1.5
31780,55.8,49.5,-,-,-,53.6,59.3,0.0,0.0,-,-,-,0.0,0.0
31781,44.3,65.0,-,50.0,-,-,44.3,13.0,0.0,-,0.0,-,-,13.0
31783,39.3,8.1,-,-,-,-,39.2,3.8,0.0,-,-,-,-,3.8
31784,49.6,57.1,-,-,-,-,49.6,1.4,14.3,-,-,-,-,1.5
31787,58.3,37.6,-,-,-,-,58.3,1.1,0.0,-,-,-,-,1.1
31788,56.6,45.8,40.0,97.7,-,60.2,56.8,7.4,10.9,0.0,0.0,-,5.1,7.4
31789,51.4,53.9,100.0,-,-,-,52.1,1.3,0.0,0.0,-,-,-,1.3
31790,46.7,18.8,0.0,-,-,92.7,44.3,7.3,34.1,-,-,-,0.0,6.4
31791,57.1,54.4,100.0,38.6,0.0,0.0,57.1,1.8,6.1,0.0,25.0,100.0,-,1.8
31792,58.1,56.0,100.0,76.9,-,32.7,57.3,3.5,5.5,0.0,0.0,-,43.8,3.7
31793,60.8,76.0,46.4,65.4,-,51.6,61.0,0.6,0.0,0.0,0.0,-,0.0,0.6
31794,54.2,48.0,22.7,80.6,0.0,71.8,52.2,3.1,5.4,0.0,0.0,100.0,0.0,3.4
31795,56.3,55.7,0.0,-,-,86.2,55.7,7.6,7.7,-,-,-,0.0,8.3
31796,54.2,51.7,0.0,-,-,-,54.2,0.0,33.6,-,-,-,-,0.0
31798,49.4,61.2,100.0,-,-,-,49.4,1.7,0.0,0.0,-,-,-,1.7
31801,38.7,39.5,-,43.9,-,43.2,39.6,14.0,2.9,-,0.0,-,11.1,14.0
31803,57.0,47.2,66.7,-,-,47.4,56.6,6.3,0.2,0.0,-,-,0.0,6.5
31804,60.5,69.0,-,-,-,33.7,60.7,2.3,1.3,-,-,-,15.4,2.3
31805,53.5,42.3,-,-,-,14.5,53.5,9.7,13.8,-,-,-,85.5,9.7
31806,54.8,37.5,100.0,-,-,34.8,55.5,1.3,9.3,0.0,-,-,0.0,1.3
31807,64.8,53.5,-,23.1,-,100.0,66.7,0.0,0.0,-,0.0,-,0.0,0.0
31808,58.4,57.3,-,65.0,-,17.3,59.2,6.4,0.0,-,0.0,-,0.0,5.4
31810,56.9,20.0,-,-,-,-,56.9,0.0,0.0,-,-,-,-,0.0
31811,53.0,53.5,-,60.0,-,0.0,53.2,5.9,4.8,-,0.0,-,-,6.0
31812,51.3,39.6,-,-,-,-,42.6,0.0,6.2,-,-,-,-,0.0
31814,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31815,34.0,24.7,0.0,0.0,-,0.0,42.5,3.1,1.5,-,-,-,-,3.1
31816,42.7,48.6,-,14.2,-,0.0,42.3,14.0,3.0,-,0.0,-,-,14.2
31820,57.6,63.6,76.9,88.2,100.0,88.4,56.6,3.2,2.1,0.0,0.0,0.0,0.0,3.5
31821,0.0,0.0,-,-,-,-,0.0,-,-,-,-,-,-,-
31822,55.7,44.2,-,0.0,-,62.5,55.3,3.2,7.8,-,-,-,0.0,2.2
31823,72.2,0.0,-,-,-,-,72.2,7.0,-,-,-,-,-,7.0
31824,54.1,41.0,-,-,-,12.2,54.1,4.8,15.7,-,-,-,0.0,4.8
31825,47.4,53.8,-,77.0,-,-,47.4,0.5,8.9,-,0.0,-,-,0.6
31826,36.3,66.7,0.0,100.0,-,50.0,36.3,24.8,6.3,-,0.0,-,0.0,24.8
31827,45.0,59.5,0.0,100.0,-,-,45.0,2.0,5.7,-,0.0,-,-,2.0
31829,61.4,95.7,-,34.0,-,-,61.4,3.3,0.0,-,0.0,-,-,3.3
31830,44.9,34.7,-,-,-,100.0,44.9,1.4,3.8,-,-,-,0.0,1.4
31831,53.6,42.9,-,0.0,100.0,100.0,52.4,1.6,8.1,-,-,0.0,0.0,1.7
31832,47.2,0.0,-,-,-,-,47.2,0.0,-,-,-,-,-,0.0
31833,53.0,43.7,-,-,-,65.7,53.0,12.3,15.6,-,-,-,0.0,12.3
31836,40.2,41.9,0.0,-,-,0.0,40.2,5.7,0.0,-,-,-,-,5.7
31901,50.4,39.1,100.0,92.7,100.0,46.8,50.0,4.6,17.6,0.0,0.0,0.0,31.6,4.8
31903,34.5,44.9,58.3,65.3,28.6,50.7,33.5,19.4,13.8,41.7,0.0,0.0,0.0,22.2
31904,56.1,48.0,39.6,55.8,0.0,69.4,55.9,3.4,13.1,0.0,6.6,-,0.0,3.5
31905,21.4,18.6,4.9,21.3,17.2,12.8,20.0,6.9,4.4,0.0,17.8,0.0,0.0,7.3
31906,55.4,44.8,48.0,60.8,65.0,95.8,56.0,7.9,14.2,0.0,0.0,0.0,0.0,6.1
31907,46.1,57.1,34.8,40.4,100.0,65.1,46.3,9.7,5.8,28.1,15.5,0.0,0.0,10.0
31909,53.2,64.8,100.0,58.3,100.0,47.4,52.6,3.3,10.2,0.0,4.3,0.0,0.0,3.4
32003,53.9,45.4,67.2,52.3,-,58.7,53.7,3.3,21.3,0.0,0.0,-,0.0,3.1
32008,45.3,80.5,0.0,53.3,-,57.4,42.9,4.8,0.0,-,0.0,-,0.0,5.2
32009,61.5,55.6,-,100.0,-,52.1,60.8,3.2,0.0,-,0.0,-,0.0,3.3
32011,54.0,59.4,100.0,43.6,100.0,66.7,54.1,3.0,0.0,0.0,0.0,0.0,0.0,3.0
32013,12.1,-,-,-,-,-,12.1,0.0,-,-,-,-,-,0.0
32024,51.6,50.3,72.7,78.1,-,76.0,52.1,7.1,8.2,15.8,0.0,-,0.0,7.2
32025,54.7,27.1,35.1,29.7,0.0,36.5,54.9,3.0,12.4,0.0,0.0,-,3.3,3.1
32026,0.0,0.0,0.0,0.0,-,0.0,0.0,-,-,-,-,-,-,-
32033,54.9,40.6,0.0,86.7,-,75.7,53.6,3.8,0.0,-,0.0,-,0.0,4.0
32034,49.6,54.8,0.0,75.5,-,72.5,48.5,5.5,5.0,-,0.0,-,0.0,5.8
32038,48.8,40.4,-,69.5,-,37.4,48.9,6.6,17.8,-,0.0,-,11.3,6.5
32040,59.3,38.5,-,0.0,-,25.0,59.8,4.2,0.0,-,-,-,0.0,4.2
32043,56.8,61.2,100.0,52.1,-,59.5,57.7,3.6,1.3,0.0,11.0,-,0.0,3.2
32044,40.2,12.5,-,-,-,-,40.0,4.1,0.0,-,-,-,-,4.2
32046,55.6,66.3,63.6,-,-,93.1,55.5,3.7,0.0,0.0,-,-,0.0,3.7
32052,33.7,15.3,33.3,71.2,-,53.6,33.9,10.0,5.2,0.0,0.0,-,17.5,10.6
32053,43.5,35.7,5.8,100.0,-,76.8,42.3,4.1,30.9,0.0,0.0,-,6.2,4.5
32054,45.8,4.7,11.1,0.0,0.0,31.8,46.8,2.1,41.1,0.0,-,-,0.0,2.1
32055,49.5,47.4,61.5,72.8,-,21.0,50.1,10.0,11.1,0.0,0.0,-,41.5,10.1
32058,59.3,34.3,-,84.0,-,0.0,60.1,1.0,39.2,-,0.0,-,-,1.0
32059,43.9,48.1,59.1,0.0,-,92.0,43.9,1.0,0.0,0.0,-,-,0.0,1.0
32060,47.0,51.5,0.0,41.9,-,44.4,46.8,5.1,0.0,-,0.0,-,9.5,5.0
32061,40.7,-,-,-,-,-,40.7,0.0,-,-,-,-,-,0.0
32062,41.3,100.0,-,-,-,0.0,43.1,5.4,0.0,-,-,-,-,0.0
32063,56.7,42.5,0.0,65.7,-,53.4,56.8,4.5,2.0,-,0.0,-,0.0,4.5
32064,38.3,72.3,-,0.0,-,1.3,38.3,8.6,4.3,-,-,-,98.3,9.2
32065,59.2,61.5,-,53.3,100.0,55.2,59.0,4.2,9.0,-,0.7,0.0,2.6,4.0
32066,46.9,20.9,0.0,100.0,-,96.2,46.9,8.3,0.0,-,0.0,-,0.0,8.8
32068,61.5,64.8,100.0,80.9,-,71.8,61.7,3.6,3.8,0.0,0.0,-,7.6,3.6
32071,42.2,8.6,-,0.0,-,100.0,42.3,2.0,0.0,-,-,-,0.0,0.0
32072,59.5,-,-,-,-,-,59.5,0.0,-,-,-,-,-,0.0
32073,59.4,60.6,28.8,72.0,100.0,71.7,58.1,3.4,6.5,25.0,1.5,0.0,1.5,3.4
32079,4.6,0.0,-,-,-,-,4.7,0.0,-,-,-,-,-,0.0
32080,48.3,82.3,76.9,36.5,-,88.1,48.2,5.3,0.0,0.0,3.8,-,0.0,4.3
32081,49.6,76.4,100.0,81.4,-,100.0,49.5,7.2,0.0,0.0,0.0,-,0.0,7.4
32082,54.6,51.0,56.3,55.4,-,74.3,54.4,2.6,0.0,0.0,0.0,-,0.0,2.6
32083,22.6,9.9,-,66.7,-,0.0,25.1,3.4,0.0,-,0.0,-,-,3.4
32084,54.1,63.7,100.0,44.1,0.0,69.5,54.0,5.2,5.9,0.0,9.9,-,6.2,5.2
32086,55.7,43.0,100.0,32.1,-,62.1,55.4,4.0,0.0,0.0,0.0,-,6.3,4.1
32087,43.8,9.2,0.0,0.0,0.0,0.0,44.4,5.6,30.5,-,-,-,-,5.6
32091,51.3,40.4,0.0,68.4,-,0.0,51.8,3.1,16.4,-,0.0,-,100.0,3.1
32092,59.4,71.6,-,86.0,100.0,51.1,60.1,5.2,0.0,-,7.1,0.0,14.2,4.7
32094,47.6,-,-,-,-,56.7,47.6,0.0,-,-,-,-,0.0,0.0
32095,59.4,82.7,0.0,82.0,-,99.0,59.6,6.0,0.0,-,2.5,-,0.0,5.1
32096,38.2,45.3,100.0,-,-,-,38.0,5.8,9.0,0.0,-,-,-,5.9
32097,61.4,57.4,33.3,58.2,0.0,69.0,61.3,1.9,5.1,0.0,0.0,-,0.0,1.9
32102,41.4,0.0,-,0.0,-,100.0,39.7,2.9,-,-,-,-,0.0,3.1
32110,50.2,37.4,-,0.0,-,87.8,50.1,2.6,7.9,-,100.0,-,0.0,2.7
32112,43.7,23.8,74.5,18.9,-,66.7,38.7,6.0,42.9,0.0,0.0,-,16.4,6.3
32113,43.2,36.4,-,0.0,-,70.4,41.3,9.3,9.0,-,-,-,0.0,9.2
32114,45.0,49.7,0.0,22.2,0.0,39.9,41.8,7.6,5.1,-,0.0,100.0,6.9,7.7
32117,51.3,60.8,82.9,62.2,-,55.0,50.1,3.3,6.8,0.0,0.0,-,14.8,3.6
32118,46.0,68.4,55.6,29.6,-,65.4,45.2,3.2,1.5,0.0,0.0,-,0.0,3.1
32119,49.3,68.8,20.3,28.2,-,45.4,49.7,3.9,5.0,50.0,31.7,-,0.0,4.1
32124,37.5,17.6,-,44.4,-,37.1,37.3,4.0,11.3,-,0.0,-,0.0,4.0
32127,49.6,72.7,10.4,60.3,-,51.3,49.5,3.3,4.9,26.3,0.0,-,7.7,3.4
32128,47.6,63.2,-,57.4,-,100.0,47.5,3.1,6.4,-,20.1,-,0.0,3.2
32129,57.2,74.7,43.5,42.5,-,29.0,56.6,2.5,4.7,0.0,13.3,-,13.4,2.3
32130,54.5,0.0,-,0.0,-,40.0,54.4,5.0,100.0,-,-,-,0.0,5.8
32131,52.2,17.8,-,100.0,-,0.0,52.1,2.7,3.6,-,0.0,-,-,2.7
32132,50.9,38.7,100.0,66.7,-,0.0,51.4,2.5,0.0,0.0,0.0,-,100.0,2.5
32133,73.9,-,-,-,-,-,73.9,0.0,-,-,-,-,-,0.0
32134,35.8,0.0,100.0,55.0,-,-,36.1,8.6,-,0.0,0.0,-,-,7.7
32136,35.4,77.3,43.6,90.5,-,0.0,35.2,2.0,0.0,0.0,0.0,-,-,2.0
32137,44.6,49.5,100.0,59.8,0.0,50.7,44.4,4.0,0.0,0.0,0.0,-,7.5,4.3
32139,17.7,-,0.0,100.0,-,100.0,18.0,9.6,-,-,0.0,-,0.0,0.0
32140,56.7,0.0,-,-,-,0.0,56.7,6.0,-,-,-,-,-,6.0
32141,50.1,74.4,100.0,88.2,-,62.3,49.6,4.9,0.0,0.0,0.0,-,7.0,5.1
32145,50.8,50.1,-,-,-,0.0,50.8,14.6,0.0,-,-,-,100.0,13.8
32147,69.7,0.0,-,-,-,-,69.7,8.2,-,-,-,-,-,8.2
32148,38.1,65.9,0.0,54.5,-,60.3,36.3,6.0,0.0,-,25.0,-,0.0,6.3
32157,54.7,-,-,-,-,0.0,57.7,0.0,-,-,-,-,-,0.0
32159,26.5,62.6,13.1,75.1,-,22.7,25.5,4.9,13.4,0.0,0.0,-,0.0,5.2
32162,10.2,62.7,0.0,18.8,0.0,-,10.3,3.7,0.0,-,0.0,-,-,3.7
32163,14.9,0.0,-,0.0,-,16.4,14.8,6.0,-,-,-,-,0.0,6.1
32164,53.2,47.8,24.1,37.1,100.0,47.9,52.7,3.2,4.6,58.1,5.2,0.0,0.0,3.4
32168,49.1,43.5,0.0,44.6,0.0,40.3,48.2,4.9,10.9,-,0.0,-,0.0,4.8
32169,38.2,0.0,100.0,34.6,100.0,12.2,37.8,3.5,-,0.0,0.0,0.0,0.0,3.6
32174,48.7,50.9,100.0,51.7,0.0,51.9,48.4,2.6,0.0,0.0,0.0,-,9.6,2.7
32176,47.1,33.0,40.0,45.3,-,51.0,47.3,6.0,0.0,0.0,5.7,-,10.2,5.9
32177,47.5,38.7,17.2,63.6,-,40.4,46.6,7.7,12.7,0.0,9.2,-,0.0,8.1
32179,46.6,0.0,0.0,15.5,-,91.7,46.4,1.9,-,-,0.0,-,0.0,1.9
32180,51.0,64.7,-,-,-,52.5,52.7,0.6,0.0,-,-,-,0.0,0.7
32181,46.3,33.8,13.0,0.0,-,92.5,46.1,8.0,0.0,0.0,-,-,0.0,8.1
32182,0.0,-,-,-,-,-,0.0,-,-,-,-,-,-,-
32187,43.1,25.2,-,-,-,-,43.1,2.7,0.0,-,-,-,-,2.7
32189,40.6,8.8,-,-,-,0.0,40.2,8.8,72.8,-,-,-,-,8.2
32190,36.8,37.9,-,100.0,-,79.6,36.8,0.0,0.0,-,0.0,-,2.9,0.0
32192,-,-,-,-,-,-,-,-,-,-,-,-,-,-
32193,27.4,46.6,0.0,-,-,9.5,25.2,0.0,10.0,-,-,-,0.0,0.0
32195,53.7,0.0,-,26.3,-,100.0,53.4,3.4,-,-,0.0,-,0.0,3.5
32202,34.9,20.9,-,89.3,-,0.0,31.9,0.3,13.0,-,0.0,-,-,0.4
32203,-,-,-,-,-,-,-,-,-,-,-,-,-,-
32204,66.2,59.0,52.3,59.1,-,57.2,66.8,6.4,6.7,0.0,0.0,-,0.0,6.5
32205,65.4,65.7,100.0,72.1,-,44.7,65.4,2.7,2.7,0.0,1.4,-,20.4,2.9
32206,60.6,50.7,38.5,67.1,-,100.0,60.0,4.2,10.7,0.0,16.5,-,0.0,4.5
32207,64.7,63.6,90.0,66.3,-,62.4,63.2,2.6,6.3,0.0,2.6,-,2.2,2.8
32208,45.6,51.8,17.4,26.5,-,16.6,42.5,3.8,7.3,40.0,0.0,-,0.0,4.4
32209,47.3,45.0,46.4,36.2,-,73.1,39.4,8.3,11.2,0.0,0.0,-,5.0,2.8
32210,58.6,68.1,88.9,58.5,-,70.8,57.8,5.7,8.0,0.0,4.6,-,7.9,5.9
32211,58.2,65.5,41.1,72.2,-,62.7,57.2,6.7,5.2,20.7,11.8,-,3.1,6.4
32212,13.0,0.0,45.5,0.0,0.0,0.0,15.4,2.2,-,0.0,-,-,-,2.2
32214,-,-,-,-,-,-,-,-,-,-,-,-,-,-
32216,58.9,64.5,0.0,62.2,100.0,65.3,58.6,4.5,5.1,-,0.0,0.0,2.4,4.3
32217,59.7,60.2,100.0,72.2,88.3,58.0,58.6,5.3,14.7,0.0,0.5,0.0,14.1,4.2
32218,56.7,60.5,71.0,67.8,100.0,65.1,56.7,4.3,5.6,11.3,11.2,0.0,9.4,4.6
32219,50.7,52.7,-,41.3,-,75.1,49.6,1.6,12.5,-,0.0,-,0.0,1.7
32220,58.4,87.9,69.7,85.2,-,64.5,57.6,4.1,0.0,0.0,0.0,-,7.3,4.2
32221,54.5,62.7,38.1,64.7,63.1,71.3,53.3,3.8,4.8,0.0,0.0,0.0,0.0,4.1
32222,64.5,68.2,56.0,76.7,-,68.3,63.7,9.6,6.1,0.0,5.7,-,0.0,10.1
32223,57.6,49.4,8.1,56.2,-,62.4,57.2,3.4,0.0,0.0,0.0,-,0.0,3.4
32224,57.7,60.8,100.0,39.2,0.0,50.5,58.2,5.5,6.7,0.0,1.0,-,1.6,5.6
32225,62.9,65.0,100.0,67.0,-,75.8,62.4,3.4,9.5,0.0,1.6,-,0.0,3.5
32226,55.6,60.8,69.7,73.2,0.0,11.2,55.3,2.8,2.0,0.0,0.0,-,0.0,2.5
32227,19.9,11.7,-,18.1,0.0,0.0,21.0,8.2,0.0,-,8.6,-,-,8.2
32228,0.0,0.0,-,50.0,0.0,0.0,0.0,-,-,-,0.0,-,-,-
32233,56.9,38.9,90.5,62.9,0.0,39.2,57.3,2.5,17.6,0.0,4.2,-,7.9,2.5
32234,63.1,67.5,57.1,0.0,0.0,68.7,63.2,1.8,17.1,0.0,-,-,0.0,1.9
32244,63.4,61.4,66.7,67.4,0.0,73.5,63.1,3.5,7.5,0.0,0.0,100.0,0.8,3.4
32246,67.9,72.9,70.5,70.3,27.3,75.0,67.4,2.2,3.1,0.0,2.7,0.0,7.5,2.2
32250,66.6,35.6,38.1,60.0,47.4,68.5,66.3,2.8,4.1,0.0,0.0,52.6,0.0,2.4
32254,48.0,52.6,61.7,24.0,-,68.1,48.6,4.0,12.2,0.0,0.0,-,0.0,4.1
32256,65.1,79.0,41.1,66.2,31.2,71.8,64.4,2.3,3.4,0.0,0.6,0.0,2.6,2.2
32257,63.2,67.3,0.0,75.5,-,60.0,61.9,2.4,3.4,-,1.8,-,12.3,2.5
32258,65.7,77.5,-,66.1,0.0,41.4,65.6,2.6,0.0,-,4.1,-,1.7,2.7
32259,64.1,71.6,93.8,65.5,-,51.1,63.7,2.9,1.7,0.0,0.6,-,0.0,2.9
32266,72.5,-,100.0,93.5,100.0,100.0,72.1,1.1,-,0.0,0.0,0.0,0.0,1.2
32277,57.2,59.7,62.3,66.0,0.0,74.7,56.6,3.3,12.0,0.0,0.0,-,1.1,3.1
32301,61.8,60.3,40.0,57.6,-,74.5,62.9,4.5,8.4,0.0,13.0,-,0.9,4.0
32303,67.5,72.6,78.5,65.2,-,70.5,66.5,4.2,4.5,0.0,0.0,-,0.0,4.4
32304,51.3,57.1,65.9,61.1,83.3,58.5,52.1,11.8,14.0,0.0,1.8,16.7,19.0,11.4
32305,53.0,61.1,100.0,0.0,100.0,88.8,51.5,8.2,7.8,0.0,-,0.0,0.0,8.8
32306,23.8,21.0,-,11.4,-,10.3,23.5,26.9,28.3,-,0.0,-,18.2,27.8
32307,36.6,35.8,-,8.5,-,44.6,37.9,9.0,21.8,-,0.0,-,29.3,7.2
32308,58.9,66.7,42.6,68.7,0.0,71.6,59.1,2.9,3.7,0.0,0.0,-,0.0,2.3
32309,62.9,63.2,47.6,65.4,-,57.4,62.7,1.7,2.1,0.0,0.0,-,0.0,1.7
32310,55.9,53.2,0.0,100.0,-,57.2,54.8,2.5,6.2,-,0.0,-,34.3,2.6
32311,67.3,80.2,100.0,82.0,45.8,83.3,67.1,2.8,1.7,0.0,0.0,0.0,0.0,2.7
32312,62.5,55.1,100.0,62.5,100.0,79.4,62.4,3.7,2.9,0.0,3.3,0.0,0.0,3.7
32313,-,-,-,-,-,-,-,-,-,-,-,-,-,-
32317,58.6,53.6,0.0,57.4,-,45.1,57.7,4.6,2.0,-,3.8,-,0.0,4.9
32320,46.3,47.1,-,100.0,-,100.0,46.2,6.9,13.6,-,0.0,-,0.0,6.9
32321,42.0,18.5,41.1,20.0,-,5.8,41.0,11.4,3.7,0.0,0.0,-,0.0,11.4
32322,36.3,0.3,0.0,100.0,-,0.8,36.8,5.9,0.0,-,0.0,-,66.7,5.7
32323,0.0,-,-,-,-,-,0.0,-,-,-,-,-,-,-
32324,22.7,30.4,-,100.0,-,0.0,21.9,5.6,4.1,-,0.0,-,-,1.6
32327,60.7,50.8,17.8,46.9,-,23.9,60.5,3.8,0.4,0.0,0.0,-,0.0,3.9
32328,51.6,0.0,-,100.0,-,57.9,51.7,10.9,-,-,0.0,-,0.0,10.8
