STATE,COUNTYNAME,edu_white_hs,edu_white_bachelors,edu_white_non_hispanic_hs,edu_white_non_hispanic_bachelors,edu_black_hs,edu_black_bachelors,edu_ai_an_hs,edu_ai_an_bachelors,edu_asian_hs,edu_asian_bachelors,edu_npi_hs,edu_npi_bachelors,edu_other_hs,edu_other_bachelors,emp_pop_ratio_white,emp_pop_ratio_black,emp_pop_ratio_ai_an,emp_pop_ratio_asian,emp_pop_ratio_npi,emp_pop_ratio_other,emp_pop_ratio_white_non_hispanic,unemp_rate_white,unemp_rate_black,unemp_rate_ai_an,unemp_rate_asian,unemp_rate_npi,unemp_rate_other,unemp_rate_white_non_hispanic,hi_white_with_coverage,hi_white_no_coverage,hi_black_with_coverage,hi_black_no_coverage,hi_asian_with_coverage,hi_asian_no_coverage,hi_ai_an_with_coverage,hi_ai_an_no_coverage,hi_npi_with_coverage,hi_npi_no_coverage,hi_other_with_coverage,hi_other_no_coverage,County,State,MUAP_counts
Oregon,Crook County,92.88333333333333,26.03333333333333,92.23333333333333,27.3,97.575,35.65,86.88,12.68,92.575,36.525,100.0,15.9,61.55,15.75,54.333333333333336,31.560000000000002,37.760000000000005,43.725,93.35,47.7,50.78333333333333,4.466666666666666,29.5,28.660000000000004,1.8666666666666665,0.0,35.425,4.383333333333333,97411.0,7207.0,580.0,37.0,1070.0,83.0,1033.0,85.0,205.0,0.0,1930.0,588.0,Crook County,Oregon,2.0
Wyoming,Crook County,94.78571428571429,17.87142857142857,94.60000000000001,18.17142857142857,,,76.2,33.333333333333336,100.0,33.333333333333336,,,100.0,0.0,51.800000000000004,0.0,96.43333333333334,57.76666666666667,,50.0,52.08571428571429,0.48333333333333334,,0.0,0.0,,0.0,0.48333333333333334,7543.0,614.0,0.0,16.0,55.0,4.0,62.0,4.0,0.0,0.0,38.0,0.0,Crook County,Wyoming,2.0
Texas,Crosby County,78.2875,20.9,87.4875,27.575,84.58571428571429,2.5714285714285716,45.375,0.0,92.56666666666666,41.266666666666666,100.0,0.0,73.67142857142858,10.542857142857143,48.725,53.699999999999996,51.15,54.85,0.0,50.857142857142854,48.0125,6.175,0.7999999999999999,0.0,0.0,,9.799999999999999,4.7749999999999995,14234.0,2644.0,1050.0,150.0,124.0,52.0,26.0,32.0,15.0,0.0,1548.0,379.0,Crosby County,Texas,1.0
Arkansas,Cross County,81.74444444444445,9.988888888888889,81.72222222222223,9.966666666666667,68.65,15.425,66.66666666666667,33.333333333333336,100.0,100.0,,,100.0,25.0,49.511111111111106,42.4375,40.0,0.0,,41.675,49.41111111111111,6.022222222222222,9.2125,0.0,,,0.0,6.077777777777778,17284.0,1736.0,5010.0,426.0,2.0,0.0,41.0,11.0,0.0,0.0,110.0,0.0,Cross County,Arkansas,1.0
Minnesota,Crow Wing County,93.34210526315789,24.31578947368421,93.37894736842105,24.30526315789474,95.05833333333334,28.875,75.97857142857143,15.37142857142857,95.85000000000001,53.48333333333333,100.0,100.0,78.625,21.775000000000002,51.93684210526315,55.06666666666666,47.635714285714286,48.38333333333333,100.0,75.93333333333334,52.026315789473685,4.905263157894737,0.63,4.816666666666667,6.344444444444445,0.0,6.25,4.852631578947369,82940.0,5130.0,485.0,26.0,320.0,40.0,568.0,95.0,3.0,0.0,502.0,112.0,,,
Colorado,Crowley County,90.98333333333333,15.866666666666667,91.95,15.75,98.65,54.225,71.58333333333333,1.0,100.0,0.0,100.0,100.0,61.975,1.3,44.28333333333333,0.0,22.866666666666664,0.0,100.0,44.425,41.75,4.533333333333333,,19.28,,0.0,0.7333333333333334,4.633333333333333,5739.0,458.0,70.0,0.0,42.0,0.0,100.0,10.0,3.0,0.0,136.0,2.0,Crowley County,Colorado,1.0
Texas,Culberson County,80.65,15.4,99.2,18.55,33.3,0.0,98.9,0.0,0.0,0.0,,,51.2,0.0,39.1,0.0,98.9,100.0,,10.4,35.4,8.05,100.0,0.0,0.0,,0.0,5.25,1129.0,468.0,0.0,1.0,0.0,19.0,0.0,90.0,0.0,0.0,89.0,1.0,Culberson County,Texas,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Culebra Municipio,Puerto Rico,1.0
Alabama,Cullman County,85.3047619047619,16.695238095238096,85.50952380952381,16.704761904761906,79.98461538461538,4.061538461538461,97.4076923076923,23.553846153846152,92.97,44.8,100.0,25.0,43.15,11.27,52.50952380952381,38.75714285714286,70.15384615384616,66.27000000000001,0.0,79.84545454545454,52.32380952380952,4.9523809523809526,10.790909090909091,0.0,11.03,,0.0,4.942857142857143,130152.0,14589.0,2252.0,405.0,733.0,150.0,571.0,182.0,295.0,0.0,1252.0,520.0,Cullman County,Alabama,1.0
Virginia,Culpeper County,88.75555555555555,23.62222222222222,89.41666666666667,23.700000000000003,84.83076923076922,17.707692307692305,93.39999999999999,19.485714285714288,96.18571428571428,50.98571428571428,0.0,0.0,63.83,6.51,58.727777777777774,56.74615384615385,65.78571428571429,56.8,79.4,50.74,58.083333333333336,4.211111111111112,8.981818181818182,5.0,0.4428571428571429,0.0,1.9428571428571428,4.0166666666666675,90303.0,6398.0,18664.0,1643.0,2722.0,202.0,310.0,19.0,65.0,0.0,4693.0,2069.0,Culpeper County,Virginia,2.0
Illinois,Cumberland County,91.20000000000002,20.753846153846155,91.22307692307693,20.807692307692307,71.0,6.633333333333333,92.86666666666667,26.666666666666668,89.22,56.92,0.0,0.0,61.17999999999999,9.32,64.95384615384616,42.68571428571429,8.9,73.34,0.0,74.46000000000001,64.92307692307692,4.8,23.66,50.0,11.26,,0.0,4.8,55229.0,3523.0,1695.0,125.0,473.0,114.0,58.0,0.0,0.0,3.0,211.0,123.0,Cumberland County,Illinois,2.0
Kentucky,Cumberland County,84.33333333333333,9.75,84.31666666666666,9.833333333333334,88.725,0.0,100.0,33.333333333333336,54.333333333333336,0.0,100.0,0.0,70.0,27.933333333333337,53.28333333333333,34.0,97.5,100.0,0.0,84.53333333333333,53.25,7.816666666666666,12.725000000000001,0.0,0.0,,12.966666666666667,7.8500000000000005,27045.0,1912.0,389.0,41.0,192.0,20.0,70.0,0.0,3.0,0.0,298.0,47.0,Cumberland County,Kentucky,3.0
Maine,Cumberland County,95.71162790697676,44.902325581395345,95.73255813953489,44.87441860465116,90.14782608695653,41.32608695652174,88.9125,21.76875,86.62068965517241,45.751724137931035,100.0,12.0,93.35,51.84444444444444,61.593023255813954,67.652,76.59375,68.6655172413793,100.0,80.41578947368421,61.555813953488375,3.072093023255814,12.369565217391305,3.04,4.733333333333333,0.0,2.011111111111111,3.097674418604651,288731.0,15273.0,8633.0,1066.0,6138.0,817.0,371.0,155.0,47.0,26.0,1892.0,255.0,Cumberland County,Maine,5.0
New Jersey,Cumberland County,88.80454545454546,21.099999999999998,90.33636363636364,21.322727272727274,78.89411764705882,18.817647058823532,78.89999999999999,15.363636363636363,85.85333333333332,41.24,29.599999999999998,16.866666666666667,61.75333333333333,6.9,47.20454545454545,34.63529411764706,18.61818181818182,48.419999999999995,16.466666666666665,41.26,46.81363636363637,4.738095238095238,7.676923076923076,36.17142857142857,3.3636363636363638,0.0,25.815384615384616,4.585714285714285,108732.0,8585.0,25273.0,1957.0,2328.0,289.0,1035.0,55.0,89.0,0.0,9011.0,1404.0,Cumberland County,New Jersey,35.0
North Carolina,Cumberland County,91.64615384615385,24.484615384615385,92.82692307692308,24.342307692307692,87.572,21.624000000000002,87.20952380952382,15.304761904761907,82.88,34.205,97.66923076923078,12.007692307692308,72.55652173913043,14.108695652173912,45.357692307692304,44.38076923076923,45.32727272727273,47.233333333333334,34.214285714285715,51.63913043478261,45.36923076923077,5.7192307692307685,9.270833333333334,11.542857142857141,4.116666666666666,14.0375,6.642857142857143,5.019230769230769,157085.0,18122.0,120222.0,13858.0,6951.0,861.0,5250.0,956.0,751.0,348.0,12783.0,4131.0,Cumberland County,North Carolina,61.0
Pennsylvania,Cumberland County,92.33181818181818,29.204545454545453,92.45454545454545,29.322727272727274,82.13125,17.86875,83.8111111111111,13.166666666666666,86.67777777777778,32.81666666666667,66.66666666666667,38.9,85.04285714285713,22.335714285714285,61.67272727272727,64.48235294117647,61.1888888888889,71.38333333333334,94.43333333333334,64.94375,61.559090909090905,4.777272727272727,8.647058823529411,6.285714285714286,3.433333333333333,0.0,13.0125,4.713636363636364,255510.0,14932.0,9542.0,745.0,11903.0,1056.0,231.0,0.0,56.0,0.0,2609.0,433.0,Cumberland County,Pennsylvania,2.0
Tennessee,Cumberland County,83.13333333333334,16.599999999999998,83.40833333333333,16.508333333333333,83.025,18.1375,92.45714285714287,13.557142857142859,92.6625,34.35,100.0,0.0,75.14285714285714,20.24285714285714,40.291666666666664,29.9,37.92857142857143,58.225,0.0,72.88571428571429,39.99166666666667,7.8,19.283333333333335,4.7,0.0,,0.0,7.816666666666666,105604.0,11786.0,1027.0,739.0,498.0,8.0,370.0,16.0,0.0,19.0,363.0,132.0,Cumberland County,Tennessee,1.0
Virginia,Cumberland County,89.05714285714285,21.557142857142857,89.14285714285714,21.75714285714286,78.68571428571428,13.62857142857143,68.0,7.0,66.58,52.48,100.0,0.0,74.875,4.475,53.385714285714286,55.800000000000004,25.240000000000002,50.660000000000004,0.0,49.65,53.92857142857143,2.6714285714285713,5.314285714285715,0.0,0.0,,0.0,2.642857142857143,38391.0,3090.0,8997.0,887.0,189.0,0.0,52.0,63.0,131.0,0.0,246.0,73.0,Cumberland County,Virginia,1.0
Nebraska,Cuming County,93.71818181818183,22.936363636363637,94.25454545454545,23.181818181818183,91.67142857142858,21.82857142857143,88.21111111111111,36.63333333333333,83.325,58.325,83.325,50.0,41.583333333333336,4.166666666666667,64.76363636363637,59.471428571428575,68.77000000000001,60.0,56.25,59.65,64.72727272727273,1.4909090909090907,0.0,10.933333333333334,0.0,0.0,0.6333333333333333,1.4000000000000001,13833.0,1041.0,80.0,0.0,27.0,0.0,160.0,66.0,37.0,0.0,294.0,198.0,Cuming County,Nebraska,1.0
North Carolina,Currituck County,90.64666666666668,26.966666666666665,91.08666666666666,27.259999999999998,83.67,29.630000000000003,100.0,0.0,70.0,16.919999999999998,100.0,0.0,76.76666666666667,17.455555555555556,59.46666666666667,46.71,33.333333333333336,40.58,100.0,49.111111111111114,59.56666666666667,2.0733333333333333,6.228571428571429,0.0,0.0,0.0,0.0,2.066666666666667,21222.0,2749.0,1493.0,92.0,169.0,17.0,34.0,0.0,13.0,0.0,298.0,210.0,Currituck County,North Carolina,1.0
New Mexico,Curry County,89.7125,27.5375,92.9125,29.575000000000003,69.46666666666667,30.866666666666664,70.3,11.52,88.55000000000001,56.2,90.0,0.0,58.17142857142857,2.685714285714286,53.0875,59.73333333333333,60.14,70.3,71.65,58.857142857142854,53.5625,3.5,19.733333333333334,0.0,0.0,0.0,1.7428571428571427,3.4375,37785.0,2569.0,2566.0,57.0,798.0,9.0,377.0,41.0,76.0,0.0,9488.0,2857.0,Curry County,New Mexico,1.0
Oregon,Curry County,91.86666666666667,23.8,92.51666666666667,24.066666666666666,96.0,0.0,88.39999999999999,2.433333333333333,66.66666666666667,14.299999999999999,100.0,0.0,75.0,73.26666666666667,37.28333333333333,0.0,44.43333333333334,35.23333333333333,100.0,80.96666666666667,37.15,8.549999999999999,,6.933333333333334,0.0,0.0,0.0,8.6,19400.0,1298.0,23.0,0.0,212.0,0.0,239.0,72.0,0.0,8.0,131.0,39.0,Curry County,Oregon,1.0
Colorado,Custer County,93.11666666666667,25.166666666666668,93.81666666666666,25.566666666666666,80.3,1.4,71.83333333333333,1.8666666666666665,100.0,25.625,,,70.66,11.0,40.25,3.95,33.96666666666667,11.175,,34.839999999999996,41.15,6.5,17.4,1.0333333333333334,0.0,,0.225,6.55,33550.0,3202.0,213.0,8.0,172.0,39.0,141.0,6.0,0.0,0.0,362.0,36.0,Custer County,Colorado,1.0
Idaho,Custer County,93.74285714285715,35.128571428571426,93.68571428571428,35.15714285714286,100.0,0.0,97.75,0.0,100.0,0.0,,,29.0,0.0,46.5,50.0,95.45,0.0,,47.333333333333336,46.471428571428575,2.7,0.0,0.0,,,0.0,2.7142857142857144,4414.0,349.0,4.0,0.0,1.0,0.0,3.0,20.0,7.0,0.0,28.0,23.0,Custer County,Idaho,4.0
Montana,Custer County,95.66666666666667,32.4,95.66666666666667,32.583333333333336,70.6,0.0,100.0,25.0,54.75,0.0,0.0,0.0,100.0,12.5,60.43333333333334,85.0,56.625,100.0,0.0,41.65,60.13333333333333,2.4499999999999997,0.0,0.0,0.0,,0.0,2.4666666666666663,11549.0,826.0,91.0,0.0,43.0,0.0,74.0,16.0,41.0,0.0,146.0,0.0,Custer County,Montana,1.0
Nebraska,Custer County,93.235,24.59,94.315,25.04,91.71666666666665,17.333333333333332,75.0,1.675,94.38,37.54,0.0,0.0,64.42,14.3,64.785,90.92857142857143,42.949999999999996,42.22,100.0,79.84545454545454,64.53,1.92,0.0,10.6,0.0,0.0,0.7272727272727273,1.7550000000000001,24049.0,2036.0,1395.0,116.0,148.0,1.0,93.0,42.0,16.0,0.0,2161.0,383.0,Custer County,Nebraska,4.0
Oklahoma,Custer County,91.17857142857143,23.785714285714285,92.00714285714285,24.664285714285715,78.7,18.833333333333332,83.76153846153846,16.246153846153845,87.32000000000001,43.760000000000005,,,61.99166666666667,12.775,57.07857142857143,36.550000000000004,49.59285714285714,85.84,,65.69166666666666,56.378571428571426,3.3000000000000003,0.0,7.341666666666666,0.0,,1.9200000000000004,3.2714285714285714,34017.0,4451.0,1127.0,105.0,411.0,104.0,1398.0,451.0,76.0,0.0,1694.0,514.0,,,
South Dakota,Custer County,90.9875,23.7625,91.725,24.2375,76.1,0.0,82.21428571428571,6.314285714285715,100.0,60.0,,,100.0,30.35,54.2625,45.0,49.9,47.239999999999995,,53.275,54.1875,4.75,16.65,11.916666666666666,0.0,,0.0,4.8375,12930.0,1308.0,70.0,0.0,110.0,7.0,579.0,589.0,0.0,0.0,49.0,0.0,Custer County,South Dakota,1.0
Ohio,Cuyahoga County,92.61272727272727,39.59818181818182,93.20181818181818,40.16909090909091,87.07037037037037,20.262962962962963,80.05116279069767,16.348837209302324,85.3173076923077,56.23461538461538,86.87142857142858,21.842857142857145,81.29803921568627,29.031372549019608,57.69272727272727,52.59818181818182,54.86590909090909,65.70377358490566,56.45882352941176,55.93207547169811,57.58727272727273,5.344444444444445,13.922641509433962,4.7555555555555555,5.605660377358491,8.333333333333334,7.093999999999999,5.311111111111111,766707.0,35478.0,341675.0,23780.0,38144.0,1966.0,2383.0,488.0,344.0,92.0,20386.0,3226.0,Cuyahoga County,Ohio,218.0
Georgia,Dade County,84.22,26.619999999999997,84.12,26.660000000000004,86.72,20.0,44.4,0.0,97.13333333333333,55.699999999999996,100.0,0.0,100.0,16.65,51.279999999999994,39.28,44.4,83.83333333333333,0.0,76.6,51.12,6.959999999999999,28.375,0.0,0.0,,23.4,7.0200000000000005,17462.0,2302.0,218.0,17.0,124.0,47.0,16.0,0.0,22.0,0.0,81.0,0.0,Dade County,Georgia,1.0
Missouri,Dade County,89.08461538461538,15.476923076923075,89.21538461538461,15.538461538461538,98.46000000000001,20.0,66.45,12.5,53.971428571428575,0.0,100.0,0.0,79.38571428571429,28.571428571428573,52.684615384615384,12.5,34.9,14.285714285714286,100.0,43.699999999999996,52.65384615384615,5.5,50.0,0.0,0.0,0.0,16.666666666666668,5.5307692307692315,24135.0,3190.0,17.0,21.0,88.0,0.0,89.0,2.0,4.0,2.0,206.0,38.0,Dade County,Missouri,2.0
Utah,Daggett County,94.95,22.8,94.95,22.8,,,100.0,0.0,,,,,100.0,0.0,58.4,,100.0,,,0.0,58.4,0.0,,0.0,,,,0.0,451.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Daggett County,Utah,1.0
Minnesota,Dakota County,96.58846153846154,40.55,96.94615384615385,40.93076923076923,89.85454545454546,29.58181818181818,85.31428571428572,20.65714285714286,89.53846153846153,53.111538461538466,80.0,39.42,75.85833333333333,33.19583333333333,68.16923076923078,69.58695652173913,65.71904761904761,70.52307692307691,49.51666666666667,81.75416666666666,68.12307692307692,3.423076923076923,5.713636363636364,3.07,7.691999999999999,25.0,4.625,3.3115384615384613,440983.0,12284.0,33972.0,1929.0,33169.0,952.0,1453.0,206.0,173.0,28.0,12165.0,3322.0,,,
Nebraska,Dakota County,88.475,17.4375,90.0,18.0125,62.275000000000006,3.95,93.48333333333333,24.333333333333332,47.425,9.15,,,29.24,3.2600000000000002,66.8375,34.45,36.25,85.1,,60.1,65.95,2.3875,0.0,34.32,0.475,,0.375,2.45,12430.0,1365.0,1439.0,181.0,628.0,42.0,532.0,37.0,0.0,0.0,3844.0,321.0,Dakota County,Nebraska,9.0
Alabama,Dale County,87.35000000000001,22.285714285714285,87.68571428571428,22.392857142857142,78.82142857142857,15.685714285714285,91.1,3.2444444444444445,72.1,31.377777777777776,91.66666666666667,0.0,51.199999999999996,18.875,49.971428571428575,41.778571428571425,35.24,40.41111111111111,91.66666666666667,49.44166666666666,49.81428571428571,4.678571428571429,8.985714285714286,18.185714285714287,5.425,0.0,0.51,4.807142857142857,78880.0,8172.0,29002.0,4182.0,1338.0,213.0,841.0,41.0,13.0,12.0,1541.0,476.0,Dale County,Alabama,1.0
Texas,Dallam County,81.33333333333333,20.833333333333332,87.5,24.866666666666664,89.15,0.5,60.7,45.55,100.0,51.85,,,22.5,2.25,61.800000000000004,0.0,84.85,0.0,,76.7,61.43333333333334,3.233333333333333,,0.0,,,1.8,1.5333333333333332,7308.0,2340.0,0.0,0.0,70.0,0.0,58.0,0.0,0.0,0.0,510.0,380.0,Dallam County,Texas,1.0
Alabama,Dallas County,91.77000000000001,18.55,91.76,18.55,72.96000000000001,6.01,33.333333333333336,0.0,50.0,20.5,,,100.0,25.0,47.489999999999995,38.0,22.233333333333334,59.55,,50.0,47.489999999999995,4.33,13.13,0.0,0.0,,0.0,4.33,10720.0,815.0,26897.0,3272.0,255.0,0.0,61.0,1.0,0.0,0.0,5.0,1.0,Dallas County,Alabama,1.0
Arkansas,Dallas County,89.0375,23.2125,90.15,23.4125,80.8,7.328571428571428,100.0,0.0,94.1,71.75,100.0,0.0,81.725,9.95,51.6875,49.971428571428575,40.36666666666667,83.55,50.0,64.875,51.725,4.275,11.814285714285715,0.0,0.0,0.0,0.0,4.4875,15004.0,1272.0,7109.0,501.0,112.0,0.0,22.0,2.0,4.0,45.0,313.0,111.0,Dallas County,Arkansas,1.0
Iowa,Dallas County,96.15384615384616,32.43846153846154,96.62307692307692,32.753846153846155,88.14999999999999,25.085714285714285,84.0,18.75,89.83846153846154,51.823076923076925,71.9,21.9,84.25384615384615,32.315384615384616,66.28076923076922,72.90625,65.0,76.52857142857144,75.0,89.95333333333333,66.31153846153846,3.661538461538462,12.146666666666668,0.0,0.5307692307692308,0.0,0.44,3.2884615384615383,133499.0,5486.0,3445.0,218.0,6013.0,351.0,141.0,0.0,45.0,0.0,1669.0,486.0,,,
Missouri,Dallas County,89.32142857142857,14.950000000000001,89.24285714285715,14.907142857142857,90.89999999999999,32.0,86.27777777777777,24.133333333333333,79.78333333333333,55.88333333333333,76.2,0.0,81.96000000000001,33.54,52.17142857142857,34.160000000000004,60.08888888888888,29.22857142857143,0.0,42.44,52.035714285714285,4.25,0.0,0.0,0.0,,12.925,4.235714285714286,49030.0,7178.0,175.0,0.0,333.0,41.0,231.0,80.0,59.0,0.0,324.0,114.0,Dallas County,Missouri,1.0
Texas,Dallas County,81.4989247311828,36.244086021505375,93.68924731182796,45.226881720430114,91.71505376344086,31.70215053763441,79.24941176470588,23.630588235294116,85.89239130434783,53.32717391304348,100.0,32.231428571428566,62.87204301075269,17.46989247311828,65.34086021505377,66.86666666666667,63.44588235294117,64.9945652173913,69.0,67.08924731182796,62.35268817204301,4.6430107526881725,7.633333333333333,5.895180722891566,3.856666666666667,5.1125,5.398924731182796,5.002150537634408,1336819.0,309710.0,558273.0,106864.0,198846.0,25577.0,12646.0,4176.0,1094.0,155.0,156139.0,96946.0,Dallas County,Texas,447.0
Wisconsin,Dane County,97.02,44.346666666666664,97.36444444444443,44.66444444444445,89.47948717948718,30.174358974358974,97.74814814814815,15.77037037037037,88.065,59.7675,86.86666666666666,10.899999999999999,82.64324324324325,28.56216216216216,69.55869565217391,64.38780487804878,67.93870967741935,66.97560975609755,52.527272727272724,77.17435897435898,69.37391304347825,2.4173913043478263,5.4324324324324325,6.085714285714286,3.3299999999999996,11.11111111111111,0.9578947368421052,2.373913043478261,488787.0,15156.0,25642.0,2067.0,32339.0,1423.0,1385.0,128.0,386.0,13.0,7109.0,1612.0,Dane County,Wisconsin,16.0
Montana,Daniels County,96.78571428571429,20.157142857142855,96.75714285714285,20.3,100.0,0.0,82.2,24.233333333333334,100.0,32.1,100.0,0.0,56.25,0.0,48.285714285714285,100.0,39.93333333333333,78.2,100.0,56.25,48.5,1.5666666666666667,0.0,41.86666666666667,0.0,0.0,40.0,1.5999999999999999,3228.0,281.0,14.0,0.0,117.0,9.0,1902.0,1117.0,1.0,0.0,5.0,14.0,Daniels County,Montana,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Danville City,Virginia,1.0
Virginia,Danville city,88.10000000000001,20.266666666666666,88.96666666666665,20.599999999999998,80.76666666666667,11.033333333333333,100.0,22.75,93.4,46.5,,,61.0,2.533333333333333,53.5,47.36666666666667,81.8,55.25,25.0,62.56666666666666,53.13333333333333,3.9333333333333336,8.6,0.0,0.65,0.0,21.133333333333333,3.9333333333333336,32737.0,2383.0,21922.0,2042.0,499.0,224.0,8.0,8.0,47.0,0.0,193.0,269.0,,,
North Carolina,Dare County,94.33846153846154,36.823076923076925,94.83846153846154,37.330769230769235,92.67999999999999,32.8,66.66666666666667,33.333333333333336,91.3,31.400000000000002,100.0,0.0,56.35,4.366666666666667,60.676923076923075,78.64,25.0,50.875,0.0,74.26666666666667,60.57692307692308,7.800000000000001,3.4200000000000004,0.0,18.425,100.0,5.6000000000000005,7.684615384615385,28832.0,3430.0,1183.0,139.0,179.0,0.0,58.0,0.0,10.0,0.0,731.0,325.0,Dare County,North Carolina,1.0
Ohio,Darke County,92.26071428571429,17.90357142857143,92.41785714285713,17.928571428571427,97.89285714285714,10.507142857142856,100.0,19.2,59.675,22.175,100.0,0.0,54.8125,29.8125,66.24642857142858,50.41428571428571,31.3,79.98888888888888,0.0,79.07777777777778,66.15,2.15,28.583333333333332,0.0,0.0,,0.0,2.117857142857143,83201.0,5449.0,537.0,74.0,172.0,17.0,39.0,0.0,10.0,6.0,172.0,123.0,Darke County,Ohio,1.0
South Carolina,Darlington County,87.62222222222222,22.955555555555556,88.3111111111111,23.12222222222222,80.95,12.23,69.46666666666667,33.333333333333336,90.35,33.025,100.0,0.0,62.91428571428571,12.271428571428572,52.02222222222222,41.510000000000005,68.55,58.9,66.66666666666667,63.957142857142856,51.82222222222222,4.122222222222223,9.144444444444444,0.0,2.675,0.0,0.5166666666666667,4.133333333333334,68414.0,5929.0,53384.0,6632.0,1232.0,235.0,277.0,15.0,8.0,20.0,1108.0,306.0,Darlington County,South Carolina,1.0
Pennsylvania,Dauphin County,89.171875,24.69375,89.765625,25.79375,91.74074074074075,20.71851851851852,80.41764705882352,24.894117647058824,82.0909090909091,45.42727272727273,100.0,66.66666666666667,80.64999999999999,23.004166666666666,62.321875,63.207142857142856,58.57647058823529,69.90833333333333,47.5,56.25,61.84375,3.63125,4.392307692307693,11.823076923076922,1.8652173913043482,0.0,6.717391304347826,3.66875,242045.0,11651.0,50464.0,4287.0,14248.0,1340.0,681.0,337.0,160.0,0.0,8595.0,969.0,Dauphin County,Pennsylvania,41.0
North Carolina,Davidson County,89.36428571428571,25.807142857142857,90.53571428571429,26.65,84.18181818181819,20.28181818181818,68.49,18.59,86.00909090909092,43.57272727272727,100.0,0.0,58.81,14.459999999999999,57.635714285714286,60.78181818181818,30.919999999999998,56.98181818181818,33.333333333333336,63.07000000000001,57.471428571428575,4.45,7.109090909090909,10.755555555555555,4.2,0.0,2.52,4.414285714285715,257452.0,27591.0,61004.0,7500.0,9867.0,926.0,1099.0,376.0,37.0,19.0,7947.0,2686.0,Davidson County,North Carolina,1.0
Tennessee,Davidson County,92.70555555555556,51.894444444444446,93.78611111111111,52.766666666666666,87.01176470588236,32.2764705882353,90.375,28.82857142857143,91.11142857142858,65.68285714285715,94.74444444444445,11.11111111111111,71.84516129032258,34.880645161290325,68.96111111111111,57.65142857142857,51.11034482758621,73.41714285714285,40.199999999999996,67.078125,68.80833333333334,2.977777777777778,7.842424242424243,1.4285714285714286,1.8911764705882352,22.857142857142858,7.196666666666667,2.911111111111111,610262.0,60138.0,183423.0,24462.0,31902.0,2983.0,1541.0,246.0,247.0,82.0,20514.0,11283.0,Davidson County,Tennessee,46.0
North Carolina,Davie County,89.06666666666666,21.983333333333334,90.55000000000001,22.5,84.43333333333334,5.883333333333333,88.39999999999999,20.383333333333336,97.43333333333334,48.300000000000004,100.0,100.0,53.3,13.2,57.28333333333333,63.0,50.26666666666667,42.3,0.0,78.56,56.550000000000004,4.116666666666666,3.75,14.716666666666669,23.233333333333334,,4.3,4.3,73408.0,8055.0,6264.0,1043.0,1136.0,175.0,435.0,83.0,19.0,0.0,1845.0,600.0,Davie County,North Carolina,1.0
Indiana,Daviess County,78.475,12.2875,78.775,12.325,89.97999999999999,9.54,100.0,0.0,86.35,15.9,,,93.76666666666667,33.333333333333336,60.95,52.82000000000001,100.0,60.0,,84.73333333333333,60.862500000000004,3.1375,4.433333333333334,0.0,0.0,,14.733333333333334,3.1624999999999996,28084.0,8441.0,478.0,71.0,35.0,7.0,31.0,0.0,0.0,0.0,462.0,0.0,Daviess County,Indiana,1.0
Kentucky,Daviess County,91.65,28.73,91.69,28.6,77.19999999999999,9.533333333333333,93.275,15.899999999999999,87.55,61.083333333333336,100.0,0.0,68.78,28.18,52.21,54.13333333333333,51.349999999999994,44.083333333333336,75.5,80.74,52.14,3.66,0.675,0.0,0.875,7.3,0.3,3.62,98922.0,4642.0,4790.0,50.0,1800.0,239.0,61.0,40.0,220.0,103.0,943.0,352.0,,,
Missouri,Daviess County,87.02352941176471,16.735294117647058,87.0,16.794117647058822,81.15555555555555,11.7,79.5,20.885714285714283,93.5625,17.5625,25.0,0.0,83.0,5.5,54.33529411764706,27.711111111111112,20.542857142857144,52.1625,25.0,82.51428571428572,54.34117647058823,2.688235294117647,16.666666666666668,4.166666666666667,0.0,0.0,14.285714285714286,2.6941176470588233,34861.0,5412.0,301.0,45.0,185.0,59.0,100.0,26.0,17.0,1.0,176.0,22.0,Daviess County,Missouri,2.0
Iowa,Davis County,85.73636363636363,13.854545454545455,85.73636363636363,13.9,,,100.0,39.65,98.65,73.65,,,100.0,3.25,52.24545454545455,0.0,100.0,54.0,,36.225,51.945454545454545,3.38,,0.0,0.0,,17.0,3.45,10363.0,3066.0,1.0,0.0,96.0,0.0,146.0,0.0,0.0,0.0,37.0,110.0,,,
Utah,Davis County,96.29285714285713,37.878571428571426,97.07142857142857,38.65714285714286,93.96666666666665,38.175,84.77272727272727,18.772727272727273,91.61428571428571,39.550000000000004,93.10714285714286,24.99285714285714,87.35000000000001,20.485714285714288,64.59285714285714,66.8,66.81818181818181,69.29285714285714,66.54285714285714,66.13571428571429,64.23571428571428,2.707142857142857,4.853846153846154,4.38,2.4214285714285713,5.457142857142857,1.3357142857142856,2.6142857142857143,340515.0,20123.0,5075.0,594.0,8345.0,1474.0,1912.0,227.0,4170.0,765.0,10566.0,5004.0,Davis County,Utah,7.0
