hi_white_with_coverage,hi_white_no_coverage,hi_black_with_coverage,hi_black_no_coverage,hi_asian_with_coverage,hi_asian_no_coverage,hi_ai_an_with_coverage,hi_ai_an_no_coverage,hi_npi_with_coverage,hi_npi_no_coverage,hi_other_with_coverage,hi_other_no_coverage,ZIP Code
780,35,257,45,30,0,4,0,0,0,0,0,29404
7581,996,13081,2103,152,36,29,0,23,0,406,113,29405
9589,2216,11960,1930,789,97,31,8,3,14,920,1836,29406
21848,1404,8739,1264,577,65,30,4,27,0,435,200,29407
2094,54,177,9,69,0,0,0,0,0,26,8,29409
13739,1396,1839,290,614,16,184,2,0,0,1077,420,29410
28941,2407,5784,175,729,27,46,0,0,0,256,49,29412
30637,2248,6371,350,1136,79,21,0,66,95,708,83,29414
8170,768,10643,1567,342,84,99,0,0,89,769,853,29418
8353,1014,8705,1526,718,224,127,0,0,0,524,796,29420
838,20,89,0,175,0,5,0,0,0,20,0,29424
0,0,0,0,0,0,0,0,0,0,0,0,29425
649,30,872,50,0,0,0,14,0,0,0,31,29426
2593,46,1543,161,9,0,18,0,0,0,5,4,29429
5155,334,811,62,90,0,36,0,0,0,14,23,29431
1391,206,595,45,0,0,13,0,0,0,34,0,29432
230,93,259,16,0,0,0,0,0,0,0,0,29434
2539,334,700,18,0,0,143,0,0,0,130,267,29435
1715,228,1634,340,0,0,0,0,0,0,1,0,29436
920,142,422,103,0,0,0,0,0,0,42,244,29437
2029,225,378,28,10,0,0,0,0,0,33,10,29438
834,21,0,0,0,0,0,0,0,0,0,0,29439
11533,1295,10628,1380,42,0,75,24,0,0,305,229,29440
28978,3540,12341,1366,2200,40,146,35,11,0,1531,1329,29445
238,22,583,16,0,0,0,0,0,0,0,0,29446
1755,51,389,251,0,28,0,0,0,0,5,0,29448
4102,192,2708,323,87,0,0,0,17,0,3,0,29449
806,34,1900,188,0,0,0,0,0,0,0,0,29450
4059,180,0,0,92,0,1,0,0,0,22,0,29451
22,0,162,62,0,0,0,0,0,0,0,0,29452
449,60,647,0,0,0,0,0,0,0,0,0,29453
18331,1062,2877,455,42,0,460,164,0,0,457,436,29455
15184,2285,9493,861,666,624,100,22,28,0,1467,446,29456
1101,121,1056,0,0,0,0,0,0,0,0,0,29458
24379,2754,10902,867,72,0,87,66,46,0,436,55,29461
43415,2311,2720,28,602,272,151,0,58,0,122,74,29464
36796,915,3083,87,616,0,0,0,0,0,313,0,29466
458,46,1259,543,0,0,0,0,0,0,0,0,29468
564,36,0,0,0,0,0,0,0,0,0,0,29469
2298,376,2215,190,21,0,0,0,0,0,69,30,29470
493,48,448,47,0,0,0,0,0,0,1,0,29471
5065,632,2080,201,0,0,144,44,0,0,283,31,29472
907,71,426,0,0,0,0,0,0,0,1,18,29474
1351,28,679,145,0,0,0,0,0,0,0,0,29475
2985,279,2966,745,0,0,5,3,0,0,17,0,29477
2439,417,2949,456,0,0,35,7,0,0,71,0,29479
468,90,480,437,0,0,19,0,0,0,0,0,29481
2237,32,0,0,23,0,0,0,0,0,2,0,29482
38051,2957,9627,1033,788,59,94,0,58,0,472,610,29483
34946,3691,11458,1462,1504,100,114,12,136,102,635,351,29485
26149,2371,7261,849,790,57,33,27,0,2,852,456,29486
1343,85,581,183,0,0,0,0,0,0,8,13,29487
9984,2229,7608,853,104,75,0,83,0,0,233,37,29488
15667,589,856,41,382,0,0,0,75,0,171,0,29492
117,23,63,20,0,0,0,0,0,0,0,0,29493
24921,1547,15042,1557,1402,141,102,0,0,0,473,257,29501
12019,919,8296,1301,221,8,112,3,0,0,250,86,29505
5463,1287,11826,1151,32,11,4,0,0,0,107,116,29506
4816,534,4101,605,41,26,0,0,0,0,105,90,29510
4707,596,426,91,53,14,4,0,0,0,26,0,29511
5015,645,7201,1153,50,0,157,91,0,0,354,0,29512
466,74,293,0,0,0,0,0,0,0,0,0,29516
584,7,144,64,0,0,0,0,0,0,0,0,29518
14,0,255,10,0,0,0,0,0,0,0,0,29519
5737,500,4600,482,87,12,48,44,0,0,19,0,29520
316,162,1142,85,0,0,114,30,0,0,17,129,29525
33524,4554,5894,872,597,73,201,23,0,0,526,671,29526
15114,2858,6985,815,483,13,0,0,0,0,438,508,29527
1847,191,206,17,0,0,6,0,0,0,148,82,29530
7089,637,9758,1177,15,0,53,4,0,0,252,0,29532
5328,1009,7054,825,0,0,283,31,0,0,391,15,29536
2095,109,1848,253,8,0,0,0,0,0,0,0,29540
4764,398,3595,362,56,0,7,0,0,17,71,36,29541
267,0,107,0,0,0,0,0,0,0,0,0,29543
5069,540,987,40,0,0,0,0,0,0,51,78,29544
804,152,618,67,0,0,6,0,0,0,0,0,29545
802,90,1197,175,0,0,0,0,0,0,304,42,29546
1013,277,458,236,0,0,156,29,0,0,154,9,29547
17649,1494,7665,1080,301,0,29,8,0,8,354,109,29550
3267,514,4291,370,0,0,0,0,0,0,31,438,29554
3151,215,2306,245,26,0,0,26,0,0,0,0,29555
2670,195,7287,715,90,26,10,63,0,0,108,0,29556
4147,771,5629,719,89,0,19,0,0,0,82,89,29560
1079,292,513,55,0,0,15,2,0,0,0,0,29563
173,53,933,69,0,0,0,0,0,0,0,0,29564
2404,394,2917,736,13,0,0,0,0,0,38,0,29565
14870,1333,2128,396,8,8,35,0,0,0,10,48,29566
93,18,116,110,0,0,147,14,0,0,8,0,29567
10582,1295,3792,349,0,0,44,6,0,0,82,0,29568
9547,1184,3682,1163,217,3,13,12,0,0,30,12,29569
1590,241,1053,245,0,0,440,45,0,0,73,0,29570
4749,887,6652,1079,38,23,27,191,0,0,0,378,29571
8826,1056,271,143,40,6,7,0,0,0,57,48,29572
3479,264,5109,531,0,0,12,0,0,0,184,0,29574
15613,1612,434,118,160,0,199,65,0,0,27,20,29575
27731,2524,470,75,359,177,305,0,0,0,149,191,29576
20453,3773,4445,1559,337,102,20,14,6,0,423,195,29577
36736,3402,3333,833,811,37,51,14,0,0,896,156,29579
0,0,966,143,0,0,0,0,0,0,21,0,29580
2790,412,1014,96,4,0,0,0,0,0,0,0,29581
15352,1787,501,137,314,148,60,13,0,0,145,0,29582
2975,364,1142,253,19,0,0,0,0,0,47,55,29583
1578,216,315,123,10,0,0,1,0,0,25,0,29584
13842,682,740,118,105,0,0,0,0,0,224,96,29585
35769,6883,2399,525,721,126,75,7,10,0,1044,1402,29588
0,0,57,0,0,0,0,0,0,0,0,0,29589
211,32,1900,392,0,0,0,0,0,0,0,0,29590
2576,373,1120,253,0,0,0,0,0,0,10,16,29591
162,14,451,17,0,0,3,0,0,0,0,0,29592
1225,59,530,107,0,0,0,0,0,0,6,0,29593
56,5,45,0,0,0,9,0,0,0,0,0,29594
981,138,355,90,0,2,69,0,0,0,0,0,29596
7411,669,2426,300,147,24,49,0,0,0,54,161,29601
16618,1717,13293,1691,261,107,171,96,0,0,1492,1077,29605
25643,1886,10155,1448,1554,35,89,4,52,6,462,50,29607
19934,1965,3220,598,551,76,139,42,70,0,1019,704,29609
13666,2371,8213,1321,168,41,323,6,0,0,1876,1886,29611
1689,250,162,39,86,8,0,0,0,0,22,8,29613
1384,230,119,20,83,14,0,0,0,5,4,15,29614
27652,1964,3411,340,1615,263,38,0,55,8,658,363,29615
14245,1901,2981,827,266,14,190,351,16,22,1974,1461,29617
6952,1131,3204,320,0,0,3,25,0,0,29,0,29620
31576,1501,6388,831,932,47,4,55,6,0,378,53,29621
5881,1390,5222,880,3,0,0,0,0,0,345,177,29624
18872,2244,4306,472,253,13,51,55,9,0,0,0,29625
8619,1295,2575,741,8,0,2,98,0,0,130,100,29626
12284,1069,1969,199,40,0,5,0,0,0,42,0,29627
954,136,1187,105,0,0,0,0,0,0,0,0,29628
11012,1375,985,96,660,39,7,5,0,0,162,45,29630
12448,681,1116,89,1063,66,15,32,0,0,166,0,29631
4838,231,630,15,55,0,0,0,0,0,82,0,29634
1239,55,13,0,0,0,3,0,0,0,0,0,29635
2700,243,676,142,0,0,0,0,0,0,15,0,29638
1180,43,263,8,5,0,0,0,0,0,1,2,29639
25063,2631,1954,226,73,33,48,21,0,21,659,331,29640
26623,1554,2407,97,150,15,46,12,118,0,393,174,29642
2650,181,0,0,22,6,16,0,0,0,11,0,29643
12648,2458,3425,521,186,0,31,0,25,0,332,250,29644
7023,1005,1384,125,2,0,13,1,2,0,285,311,29645
12555,1148,10672,759,41,0,39,0,0,0,608,226,29646
16091,954,6889,582,380,0,14,0,0,0,164,95,29649
27639,1585,3023,106,2996,67,36,0,11,0,704,109,29650
37403,3961,5165,513,809,0,206,40,0,0,720,816,29651
2444,374,951,35,17,0,0,0,0,0,0,0,29653
7564,954,497,10,0,0,0,0,0,0,19,0,29654
6401,593,542,116,0,0,8,0,0,0,31,0,29655
13418,1393,630,227,28,0,1,2,0,0,126,24,29657
285,54,0,0,0,0,0,0,0,0,0,0,29658
49,12,30,2,53,0,0,0,0,0,0,0,29659
5217,622,47,16,0,0,0,0,0,0,31,26,29661
7929,504,3268,333,345,0,0,0,5,4,456,341,29662
1737,146,3,3,0,0,5,0,0,0,14,0,29664
216,0,0,0,0,0,0,0,0,0,125,0,29665
5096,421,607,42,33,0,0,0,0,0,0,0,29666
182,10,5,0,0,0,0,0,0,0,0,0,29667
9522,1529,540,25,0,0,0,0,0,0,279,121,29669
7530,637,1064,476,144,0,54,0,21,0,6,0,29670
15573,1525,722,147,184,0,21,0,0,0,95,29,29671
9639,1212,247,229,265,0,4,0,0,0,74,38,29672
19986,1750,4899,450,436,81,23,67,0,0,626,246,29673
5610,144,2,0,0,1,18,0,0,0,19,15,29676
15829,1623,3553,367,177,44,7,10,12,0,181,63,29678
20192,1202,8162,325,280,18,105,90,0,0,624,187,29680
48649,1968,7183,604,2101,109,85,20,0,0,681,511,29681
3391,499,10,0,0,0,1,0,0,0,0,0,29682
380,0,0,0,0,0,2,0,0,0,0,0,29683
4252,402,294,144,0,0,0,0,0,0,42,97,29684
1819,113,27,24,14,0,0,0,0,0,0,0,29685
707,27,21,21,0,0,0,0,0,0,41,0,29686
29940,3174,4553,312,1123,64,54,0,0,0,873,580,29687
3685,243,27,25,12,0,0,0,0,0,0,0,29689
19170,2613,2066,149,255,46,43,0,27,5,348,157,29690
8287,1148,260,0,60,0,0,0,0,0,381,563,29691
3411,562,573,26,0,7,0,0,0,0,108,0,29692
10910,1384,291,199,37,24,2,0,0,0,97,17,29693
4640,251,0,0,0,0,3,0,0,0,43,23,29696
10425,1880,824,154,82,0,5,0,0,0,269,320,29697
7720,694,513,76,2,2,0,0,0,0,0,51,29702
2531,311,403,71,67,0,0,0,0,0,31,0,29704
9883,1035,6867,980,103,19,47,23,0,0,21,0,29706
24995,1290,1978,6,1437,0,48,0,0,0,1091,100,29707
30627,737,3672,72,3328,77,0,0,0,0,619,120,29708
3971,241,1117,83,13,0,54,0,0,0,3,83,29709
29161,2845,3717,141,280,11,148,0,0,0,463,74,29710
1401,107,242,0,0,0,0,0,0,0,0,0,29712
2215,162,713,330,0,0,0,0,0,0,0,0,29714
28738,1461,4926,307,1846,135,68,14,23,11,1067,153,29715
1125,118,235,24,0,0,6,0,0,0,1,0,29717
2259,273,1113,86,0,0,0,0,0,0,51,17,29718
30551,2965,12916,1515,377,23,71,25,0,0,685,156,29720
18,0,0,0,0,0,0,0,0,0,0,0,29724
1585,301,125,15,18,17,0,0,0,0,13,0,29726
950,378,458,16,2,0,0,0,0,0,23,3,29727
4043,1167,3109,386,0,0,0,0,0,0,54,79,29728
1062,224,587,65,23,2,3,0,0,0,16,0,29729
26984,2868,19840,2088,376,96,783,223,4,2,589,197,29730
37330,3139,10490,653,920,105,171,27,0,0,386,259,29732
891,41,639,44,0,5,0,3,0,0,0,0,29733
1050,124,554,0,0,0,0,0,0,0,77,6,29741
1592,102,582,15,0,0,4,0,2,0,11,0,29742
1397,324,44,0,0,0,0,0,0,0,0,0,29743
23683,2328,4121,809,242,10,38,26,0,0,497,165,29745
12896,1810,11401,1419,257,42,73,0,0,0,83,65,29801
27734,1291,6409,376,818,0,66,0,0,0,381,46,29803
3731,403,661,72,0,0,11,0,0,0,7,0,29805
1121,115,917,44,0,0,4,0,0,0,0,0,29809
493,35,2528,370,104,0,2,0,0,0,79,0,29810
5472,365,3737,541,45,0,21,0,0,0,142,9,29812
384,171,248,0,0,0,0,0,0,0,59,0,29816
1510,212,1895,456,10,0,0,0,0,0,0,180,29817
548,68,486,124,0,0,0,0,0,0,0,0,29819
896,18,75,6,0,0,10,0,0,0,0,0,29821
2861,283,2227,112,0,0,0,0,41,0,9,51,29824
29,0,119,71,0,0,0,0,0,0,0,0,29826
774,14,1652,360,0,0,11,0,2,0,35,34,29827
355,167,148,1,0,0,0,0,0,0,0,0,29828
6968,643,2254,234,67,0,1,0,0,0,37,0,29829
2479,253,1365,103,8,0,1,0,0,0,8,0,29831
2080,376,2280,413,22,13,12,0,0,0,251,0,29832
599,72,53,0,0,0,0,0,0,0,0,0,29834
3033,75,2520,186,22,0,0,0,0,0,47,0,29835
107,0,169,0,0,0,0,0,0,0,0,0,29836
586,76,0,0,0,0,0,0,0,0,22,0,29838
0,0,351,28,0,0,0,0,0,0,0,0,29840
20824,2537,5804,538,141,0,0,14,12,0,471,95,29841
3899,328,2515,217,163,0,10,0,0,0,38,0,29842
488,84,448,86,3,0,0,0,0,0,0,0,29843
91,10,9,0,0,0,0,0,0,0,0,0,29844
441,41,605,35,0,0,0,0,0,0,0,0,29845
2528,237,1287,220,0,0,5,9,0,0,33,0,29847
569,71,191,0,0,0,8,0,0,0,0,0,29848
111,8,194,20,0,0,0,0,0,0,0,0,29849
5787,767,1048,182,76,0,6,0,0,0,67,43,29851
3276,314,2207,232,0,0,0,0,0,0,0,0,29853
1852,264,192,70,54,0,0,0,0,0,58,20,29856
12304,581,2539,97,59,0,4,0,0,0,227,0,29860
0,0,0,0,0,0,0,0,0,0,0,0,29899
9395,1044,2041,163,430,42,7,0,0,0,216,67,29902
0,0,0,0,0,0,0,0,0,0,0,0,29904
0,0,0,0,0,0,0,0,0,0,0,0,29905
11638,568,8629,620,18,0,138,0,0,0,995,518,29906
10182,720,1727,21,251,38,8,0,0,0,218,0,29907
20631,408,490,105,498,147,0,0,55,0,340,50,29909
34534,2461,2857,405,223,49,88,101,0,0,2141,1386,29910
804,38,438,67,0,0,0,0,0,0,0,5,29911
0,0,0,0,0,0,0,0,0,0,0,0,29912
359,14,14,4,0,0,0,0,0,0,0,0,29915
1155,146,407,0,0,0,0,0,0,0,76,0,29916
1041,59,2336,388,0,0,0,0,0,0,49,185,29918
4208,309,4478,482,42,0,0,0,0,0,246,280,29920
371,14,101,17,0,0,0,0,0,0,0,0,29921
82,9,870,94,0,0,0,0,0,0,0,0,29922
0,0,192,9,0,0,0,0,0,0,0,0,29923
2106,364,1839,45,77,0,0,0,0,0,0,35,29924
17440,1164,2211,250,44,48,0,0,0,0,1136,851,29926
4336,464,2553,528,113,0,3,0,0,0,780,332,29927
12345,810,156,10,193,0,3,0,7,0,583,234,29928
551,242,118,6,0,0,0,0,0,0,3,0,29929
34,0,135,0,0,0,0,0,0,0,84,26,29932
47,46,237,32,0,0,0,0,0,0,32,63,29934
1976,268,1591,120,0,0,0,0,0,0,210,57,29935
4495,386,5385,653,37,0,0,59,0,0,415,294,29936
8,0,89,9,0,0,0,0,0,0,0,0,29939
1154,27,2158,371,0,0,0,0,0,0,0,0,29940
145,0,0,0,0,0,0,0,0,0,0,0,29941
219,45,149,102,0,0,0,0,0,0,0,0,29943
1757,228,1850,88,69,0,4,0,0,0,54,288,29944
742,111,2725,397,0,0,0,0,0,0,0,80,29945
3423,127,1602,161,104,53,0,0,13,0,6,33,30002
37139,1974,6565,571,11746,735,0,0,0,0,530,1508,30004
20973,1119,4495,220,10255,194,124,3,0,0,598,83,30005
6714,1501,10762,2599,873,122,232,345,0,0,2704,3743,30008
12926,1106,1842,43,3000,19,0,0,0,7,913,219,30009
10620,1793,4148,489,738,83,101,42,0,0,417,686,30011
9540,2821,13894,2569,376,0,0,0,0,0,995,696,30012
4392,1131,15311,1930,793,77,81,11,277,0,407,18,30013
20038,3706,11635,1368,327,36,0,28,0,0,537,1007,30014
16437,2547,31784,3596,786,118,92,0,0,0,446,11,30016
8379,698,11063,553,598,28,0,0,0,0,408,74,30017
85,19,0,0,0,0,0,0,0,0,0,0,30018
25126,1648,9846,611,2972,244,209,85,0,0,2033,585,30019
2736,621,13486,2720,3910,1511,79,0,55,75,170,58,30021
35554,1774,7916,602,12547,517,272,0,8,0,1616,305,30022
39840,2983,8584,470,24755,2283,51,51,0,0,1270,335,30024
7994,763,1283,550,103,0,4,0,0,0,50,0,30025
26166,2680,657,18,1113,0,32,0,0,0,1005,198,30028
20668,602,4731,583,1437,114,63,19,3,0,97,15,30030
5830,907,27433,4777,419,103,230,47,0,0,775,308,30032
18701,862,4008,331,3574,880,19,30,25,0,281,26,30033
1899,131,33205,5462,42,0,90,22,0,0,401,127,30034
610,204,18392,3033,2,80,52,0,29,43,209,85,30035
1224,274,32791,4124,202,0,73,33,35,2,191,153,30038
9622,2322,27025,2792,1883,302,325,129,278,3,1123,490,30039
51859,3656,2960,156,8890,182,297,334,31,0,1518,248,30040
47550,3405,2521,32,14422,727,102,79,0,0,862,367,30041
33680,3904,17695,2292,12655,793,98,43,0,0,3494,2411,30043
26756,5854,25266,3974,11283,1834,443,221,0,0,9956,4862,30044
14052,2943,17221,2026,2724,220,88,4,0,0,2372,1043,30045
11145,1663,11552,2160,3318,331,140,133,12,1,2605,1956,30046
22838,2062,11644,1088,10876,1087,31,14,187,16,4924,3352,30047
37695,4982,21998,2324,1434,179,157,38,80,0,1724,604,30052
6855,1214,2673,548,356,62,0,0,0,0,3,9,30054
2568,525,96,0,15,0,0,0,0,0,80,86,30055
1731,273,240,59,6,0,0,0,0,0,9,5,30056
1332,273,50275,9151,149,94,0,24,189,0,767,331,30058
10610,3557,8870,2402,791,216,23,188,0,0,3983,4224,30060
41336,2085,6083,952,5793,317,94,32,4,0,1163,257,30062
31587,999,10405,857,1173,72,27,0,2,0,1570,672,30064
36687,2693,7533,2338,4003,82,49,46,16,0,1441,758,30066
18419,2503,10279,2458,3608,124,229,53,41,0,2232,1989,30067
25386,825,1285,0,3176,180,64,0,0,0,507,14,30068
37,0,0,0,0,0,0,0,0,0,0,0,30070
5891,1082,5419,1159,3115,158,13,51,0,0,3763,2312,30071
537,40,114,17,5,0,0,0,0,0,0,0,30072
41781,2389,3679,527,2404,199,84,0,0,0,860,279,30075
25402,2703,6644,507,1690,191,111,59,20,0,3066,1953,30076
14573,1689,13572,1298,5191,183,9,0,0,1,1683,740,30078
901,64,1754,284,845,2,0,0,0,0,18,0,30079
19566,2172,16404,2248,4390,153,56,322,101,0,1829,1723,30080
12354,1273,6443,496,2012,15,72,7,76,0,803,466,30082
4803,713,38962,8487,3708,752,56,0,0,0,968,318,30083
14356,2044,8493,1250,5502,549,83,0,14,0,1970,1595,30084
8935,708,21025,3553,1546,293,111,11,0,15,690,217,30087
1265,420,22338,4099,215,51,9,0,0,5,365,255,30088
0,0,0,0,0,0,0,0,0,0,0,0,30090
16387,1527,8720,1253,2735,325,52,128,0,2,2148,936,30092
7360,2481,10664,2614,4575,847,219,398,0,2,6430,8166,30093
9883,1019,17397,2433,449,0,113,42,0,0,321,52,30094
22542,2280,14302,2896,11457,1846,290,132,0,51,4315,3793,30096
16874,1085,6478,471,16300,904,106,0,0,0,1007,120,30097
38879,4621,10078,2121,1006,169,22,0,19,0,1597,634,30101
26740,4731,5361,724,1778,142,104,147,103,0,835,657,30102
10820,1346,525,115,12,16,0,0,0,0,522,459,30103
3904,751,474,22,0,0,0,0,0,0,25,12,30104
1848,431,0,0,7,0,1,1,0,0,0,0,30105
5331,1334,11793,1498,367,17,0,1,0,0,1052,421,30106
14147,2114,190,0,152,51,3,12,0,0,42,39,30107
5274,685,747,14,55,0,7,0,0,0,0,0,30108
11225,1088,679,26,107,32,0,0,0,0,131,127,30110
0,0,0,0,0,0,0,0,0,0,0,0,30111
4758,878,49,14,0,0,0,0,0,0,0,50,30113
40133,3570,3811,682,480,144,460,876,0,0,2031,577,30114
41969,4042,2319,338,535,72,197,0,0,0,308,245,30115
14983,1589,3028,279,60,0,79,0,0,0,1198,487,30116
21313,2589,8066,977,431,59,414,337,0,0,569,139,30117
324,14,640,27,8,7,0,0,0,0,6,3,30118
28998,3636,4847,606,291,0,16,0,126,0,639,501,30120
16086,2594,2840,641,617,71,22,4,0,0,44,71,30121
6257,1378,11985,1392,592,13,19,0,0,0,1133,793,30122
2090,188,121,197,0,0,3,0,0,0,9,0,30124
14604,2491,2592,298,247,0,5,2,0,0,697,529,30125
14815,2679,16648,1658,1598,115,89,289,36,0,1536,759,30126
28264,2384,29197,2490,958,69,449,80,0,0,2088,1297,30127
31860,2799,7587,880,671,64,178,33,0,0,630,253,30132
16800,1956,18328,2758,155,0,78,0,0,0,1150,453,30134
24446,3079,29672,2625,1527,22,8,6,0,0,1056,800,30135
1465,123,165,28,3,0,43,9,0,0,4,12,30137
3717,464,280,77,0,0,14,0,0,0,55,2,30139
13540,1153,6494,1002,142,294,6,0,0,0,69,598,30141
20467,2687,46,3,29,49,6,0,0,20,214,31,30143
29922,2995,12169,1528,3382,237,27,19,24,0,1700,870,30144
7401,535,556,148,29,0,38,21,0,0,39,9,30145
3589,903,52,10,0,0,0,0,0,0,45,14,30147
950,163,0,0,0,0,0,0,0,0,0,0,30148
1140,58,307,41,188,8,0,0,0,0,2,0,30149
27739,1220,6444,497,2672,276,52,0,33,0,730,609,30152
13178,953,1969,204,165,0,0,0,0,0,215,0,30153
34395,4473,6086,442,364,13,92,0,106,159,663,455,30157
20339,2679,5461,1398,347,42,43,9,0,0,567,566,30161
25396,4107,4434,472,603,86,285,241,62,0,1510,596,30165
2917,778,14159,2415,156,7,0,0,0,0,1515,1014,30168
2608,284,217,50,0,0,0,3,2,0,0,0,30170
2233,279,29,0,0,0,0,0,0,0,2,0,30171
4611,744,462,114,0,0,0,0,0,0,44,0,30173
4833,579,53,0,21,0,3,0,0,0,0,0,30175
6114,709,449,0,21,22,0,0,0,0,64,0,30176
1056,34,73,3,0,0,0,0,0,0,0,0,30177
2850,647,2,0,27,0,0,0,0,0,10,0,30178
11785,2234,2317,106,35,18,0,0,0,0,50,197,30179
23677,2601,11251,1363,734,31,8,0,0,0,331,70,30180
3067,248,0,73,25,0,4,0,0,0,0,8,30182
5148,547,197,4,28,0,0,13,0,0,22,314,30183
5805,716,47,54,32,0,0,0,0,0,6,14,30184
3031,463,232,31,0,0,30,14,0,0,318,0,30185
4725,680,1455,131,69,18,65,34,0,0,73,90,30187
46365,4412,4273,765,1940,271,39,62,20,0,1366,637,30188
29757,2894,2973,35,499,61,29,87,0,0,1012,585,30189
6735,929,3928,589,82,11,0,0,0,0,172,126,30204
2657,308,27,0,2,4,0,0,0,0,6,0,30205
2688,203,224,46,0,0,0,0,0,0,5,0,30206
3403,973,36528,3389,206,0,12,0,0,0,752,436,30213
10673,1108,14156,1658,714,76,67,1,0,0,385,975,30214
22341,1231,9479,821,1239,184,0,0,0,0,1430,95,30215
985,80,574,96,9,0,0,7,0,0,108,0,30216
6357,1155,749,51,59,0,4,0,0,0,88,0,30217
1061,306,231,18,0,0,22,0,0,0,14,0,30218
2911,622,1016,75,39,6,21,0,0,0,30,0,30220
2404,225,1613,564,0,0,0,0,13,0,40,0,30222
15993,3227,13391,1608,273,141,169,0,0,0,232,176,30223
17024,2263,6474,926,183,0,138,0,0,0,261,194,30224
12345,1432,29939,2640,2016,0,53,0,0,11,248,21,30228
25,18,0,0,0,0,0,0,0,0,0,1,30229
6290,842,1623,339,308,0,0,0,0,0,10,45,30230
16369,1757,3200,847,9,0,14,0,0,0,98,27,30233
581,40,1206,68,3,0,0,0,0,0,0,0,30234
7249,865,26030,7270,2689,735,81,49,5,13,1105,741,30236
3394,1104,26965,4280,360,75,50,39,146,0,2379,807,30238
17178,1547,7797,1175,591,127,54,0,0,0,337,191,30240
10728,1018,9841,1296,637,4,0,0,0,0,311,208,30241
16825,2269,10069,689,138,166,30,0,0,0,333,0,30248
0,0,0,0,0,0,0,0,0,0,0,0,30250
1306,261,364,90,57,0,0,0,0,0,7,0,30251
23183,2102,14526,2243,1093,80,52,53,0,0,130,80,30252
14201,2015,32256,2398,1861,290,97,23,0,0,1384,314,30253
2330,207,46,2,0,0,0,0,0,0,0,0,30256
3189,197,294,2,0,0,0,0,0,0,13,2,30257
2109,388,184,16,10,0,12,0,0,0,52,0,30258
3066,469,165,1,13,0,0,0,0,0,7,13,30259
2924,919,11787,3062,4420,1011,81,29,23,0,1515,694,30260
35469,3349,13388,1332,642,286,164,13,3,0,1077,423,30263
24589,2842,5922,572,1156,135,45,0,0,0,555,14,30265
4435,385,4094,281,60,12,7,0,0,0,517,405,30268
27552,1340,2905,503,2780,361,16,35,163,0,633,194,30269
0,0,0,0,0,0,0,0,0,0,0,0,30272
3643,746,10205,806,556,231,0,0,0,0,142,0,30273
2197,632,21146,4512,1442,205,28,0,0,0,1677,833,30274
308,13,0,0,0,0,0,0,0,0,0,0,30275
13477,923,2557,91,139,12,10,0,0,0,249,0,30276
17403,795,1525,11,289,45,6,26,0,0,183,152,30277
20419,3373,34600,3619,2371,477,84,0,0,0,723,425,30281
0,0,6,0,0,0,0,0,0,0,0,0,30284
677,119,79,45,0,0,0,0,0,0,0,0,30285
13875,1837,5760,906,102,0,65,0,87,127,232,0,30286
964,176,4787,639,115,0,0,0,7,0,230,219,30288
46,0,0,0,0,0,0,0,0,0,0,0,30289
5506,174,2383,214,177,71,0,0,0,0,258,0,30290
939,107,19520,2687,0,0,0,0,0,0,284,458,30291
4359,641,541,26,32,14,0,0,0,0,0,34,30292
983,100,623,193,0,0,0,0,0,0,0,0,30293
2327,451,31359,5410,422,102,1,0,30,0,208,200,30294
3271,734,672,101,63,0,0,0,0,0,0,0,30295
1428,276,18955,3734,758,8,51,8,0,0,489,279,30296
4035,1557,12807,2593,1199,129,25,0,0,62,2443,1149,30297
1439,98,2370,631,606,50,5,17,0,0,22,36,30303
19295,1135,1990,315,2017,0,58,53,12,39,171,30,30305
18742,1045,825,165,1595,10,0,335,0,0,241,0,30306
14850,522,2882,260,811,167,0,0,21,0,287,0,30307
11985,776,5745,534,1450,65,36,0,0,0,173,49,30308
19592,681,3209,640,2829,107,94,46,12,0,253,42,30309
3322,298,16008,4104,527,71,48,0,6,0,185,104,30310
886,302,24833,4711,107,1,23,0,0,0,878,119,30311
10264,652,10732,1311,1057,43,8,0,0,0,400,247,30312
3631,152,5329,627,1587,74,24,23,0,0,29,16,30313
2335,455,14679,3066,723,18,23,25,0,0,133,360,30314
4082,589,20982,4206,81,21,29,5,22,0,888,622,30315
12740,846,13570,1721,1302,29,224,35,0,33,280,150,30316
7444,197,4979,398,231,17,33,0,0,12,509,14,30317
19593,1139,24931,4295,3112,166,24,4,0,0,920,158,30318
30433,1281,4290,812,3171,269,235,85,0,6,357,122,30319
1142,27,764,57,131,16,0,0,0,0,30,0,30322
15386,922,6404,1254,2872,83,41,0,87,0,475,93,30324
4614,273,1826,424,957,0,0,0,0,0,24,0,30326
19531,161,751,36,942,12,0,0,0,0,45,10,30327
23881,767,6321,630,4510,205,18,0,0,0,517,50,30328
12243,1260,4266,481,1356,245,366,845,0,1,1030,1004,30329
1005,100,52385,8335,406,0,59,0,0,0,484,116,30331
1190,39,786,80,526,5,10,0,0,0,3,0,30332
0,0,0,0,0,0,0,0,0,0,0,0,30334
20,0,172,68,24,0,0,0,0,0,0,0,30336
1258,147,7841,1453,184,0,0,0,0,0,64,101,30337
24697,532,3612,778,6771,467,36,0,0,0,138,38,30338
15486,1374,9085,1162,3200,0,0,0,14,0,718,33,30339
