hi_white_with_coverage,hi_white_no_coverage,hi_black_with_coverage,hi_black_no_coverage,hi_asian_with_coverage,hi_asian_no_coverage,hi_ai_an_with_coverage,hi_ai_an_no_coverage,hi_npi_with_coverage,hi_npi_no_coverage,hi_other_with_coverage,hi_other_no_coverage,ZIP Code
8000,1071,751,73,333,59,504,153,11,0,131,77,74104
17369,2155,1726,405,355,48,752,134,1,12,238,117,74105
2498,519,8255,1303,15,0,445,146,31,26,584,311,74106
11216,1462,1338,228,146,0,987,226,177,135,229,50,74107
3316,779,526,58,512,125,397,105,0,0,571,215,74108
3719,1394,3035,519,49,20,771,296,13,0,1635,1134,74110
12442,2352,1729,383,182,51,983,332,8,0,379,179,74112
13453,865,281,35,147,27,532,34,13,0,81,27,74114
8830,2057,2665,624,46,0,732,386,131,26,2247,1663,74115
1161,359,223,69,47,72,269,111,7,40,253,197,74116
25,0,0,0,0,0,0,0,0,0,0,0,74117
2277,249,230,21,102,0,62,16,0,0,84,0,74119
3532,421,160,15,104,9,149,94,0,0,82,100,74120
2147,565,4203,783,166,49,270,77,0,0,512,295,74126
6672,1454,3607,874,61,0,833,351,5,0,333,97,74127
6123,2046,1159,214,359,81,443,167,0,0,354,195,74128
8239,2390,2663,682,415,54,559,109,0,0,545,398,74129
509,75,410,127,24,43,95,62,0,0,150,153,74130
1550,151,18,0,0,0,184,53,0,0,41,7,74131
7209,541,282,98,506,51,491,207,0,0,92,24,74132
28809,2605,4388,896,3181,282,1740,457,0,0,774,328,74133
10878,1379,2246,276,1087,363,857,180,14,7,1174,850,74134
12995,1134,991,219,506,46,710,242,28,9,293,93,74135
16871,2041,3887,1014,1747,330,751,139,8,0,670,97,74136
20619,1592,885,303,1400,204,809,105,7,0,246,86,74137
9483,1720,2012,431,490,68,423,120,0,0,589,242,74145
6062,2157,1849,519,348,32,371,195,9,11,830,395,74146
1124,173,256,173,98,11,23,0,3,0,21,30,74171
5528,668,130,62,103,58,1793,540,12,0,131,75,74301
1677,125,0,0,0,0,407,76,0,0,7,1,74330
4554,544,0,0,70,0,882,288,7,0,19,0,74331
1075,149,4,1,36,22,245,19,0,0,3,0,74332
517,67,1,0,12,0,253,65,0,0,0,0,74333
2790,439,28,0,2,5,426,239,5,0,0,0,74337
2352,315,20,0,40,58,881,299,13,1,70,63,74338
1028,204,18,2,2,3,279,110,12,0,226,112,74339
91,34,0,0,0,0,15,17,0,0,0,0,74340
1090,199,0,0,56,20,550,151,0,0,14,0,74342
1715,365,4,5,18,0,443,155,19,6,9,0,74343
9761,1136,100,0,41,1,1418,293,18,4,113,33,74344
3616,501,0,0,138,49,1563,605,1,0,25,59,74346
1484,186,14,0,56,17,519,193,0,7,3,2,74347
644,50,0,0,0,0,84,38,0,0,0,0,74349
415,46,2,0,10,0,140,35,8,0,8,11,74350
2484,306,20,7,13,8,1043,579,1,0,34,0,74352
9436,1331,209,72,121,3,2458,800,117,58,280,155,74354
129,21,1,0,2,0,38,9,2,0,7,6,74358
46,0,0,0,9,2,116,48,0,0,0,0,74359
6,3,0,0,0,0,0,0,0,0,0,0,74360
9972,1425,20,10,76,17,2326,795,11,7,181,74,74361
1501,223,5,0,30,0,521,207,0,0,1,4,74363
878,87,1,0,26,7,547,128,0,0,7,10,74364
1657,220,4,0,3,0,1287,656,0,0,29,0,74365
796,128,0,0,0,0,317,86,0,0,2,0,74366
401,52,0,0,0,0,80,30,0,0,0,0,74367
18,40,0,0,0,0,18,17,0,0,0,0,74368
1115,122,9,0,0,0,209,91,0,6,4,9,74369
2085,420,8,2,14,2,611,194,0,0,67,2,74370
6260,897,3739,308,50,45,1729,570,0,0,211,49,74401
14685,1819,1423,225,221,16,3910,1345,0,5,1142,631,74403
2676,373,258,13,18,8,427,64,0,0,55,16,74421
535,75,217,27,0,0,87,10,0,0,1,0,74422
489,37,1,3,0,0,128,39,0,1,6,0,74423
612,139,0,9,0,0,13,19,0,0,69,0,74425
4663,1153,227,28,59,72,728,660,0,0,63,0,74426
954,67,7,0,0,7,156,75,0,0,0,0,74427
435,63,0,0,0,0,62,34,0,0,0,0,74428
11056,759,408,63,57,0,1134,259,11,31,174,61,74429
532,45,0,0,0,2,2,4,0,0,0,0,74430
473,47,0,0,0,0,208,39,0,0,5,0,74431
5894,1637,112,48,23,0,821,342,18,0,0,0,74432
4527,493,73,35,75,25,2104,705,0,0,60,21,74434
1819,182,4,0,12,0,471,149,0,4,0,0,74435
3151,566,262,24,39,13,379,124,0,0,48,0,74436
5096,790,163,69,3,9,1100,413,0,21,57,0,74437
174,38,0,0,0,0,67,14,0,0,0,0,74438
2369,436,56,0,49,21,1483,664,13,0,70,0,74441
467,69,0,0,6,0,27,17,0,0,6,0,74442
1798,135,24,0,3,0,400,113,0,0,3,0,74445
206,32,12,3,0,0,69,38,0,0,7,0,74446
6964,1282,1859,152,86,57,1844,479,0,0,65,10,74447
874,106,18,0,5,3,198,146,0,0,44,0,74450
1784,209,0,0,0,0,670,256,7,3,28,0,74451
101,18,0,9,0,0,53,94,0,0,0,0,74452
1890,266,140,13,3,0,575,119,0,0,56,56,74454
1893,249,17,0,0,11,253,104,0,0,13,0,74455
43,10,44,5,0,0,14,0,0,0,0,0,74456
116,19,0,0,0,0,51,18,0,0,0,0,74457
26,9,30,3,0,0,12,0,0,0,0,0,74458
17,2,34,0,0,0,0,1,0,0,0,0,74459
300,31,0,0,0,0,30,7,0,0,0,0,74460
4271,648,15,0,29,14,541,192,0,0,41,27,74462
5,6,60,24,0,0,48,3,0,0,0,0,74463
12332,1533,373,44,245,48,7172,3259,7,0,431,244,74464
8265,1127,462,155,8,6,1237,462,0,0,59,48,74467
216,28,0,0,0,0,8,38,0,0,0,0,74468
953,216,31,0,4,0,295,216,0,0,0,25,74469
757,114,0,0,5,28,203,48,0,0,0,0,74470
543,108,10,0,15,0,256,171,0,0,0,0,74471
426,56,0,0,0,0,40,15,0,0,6,5,74472
9,0,0,0,0,0,0,0,0,0,0,0,74477
17040,2332,356,88,142,0,1563,482,64,5,211,92,74501
25,7,0,0,0,0,14,15,0,0,0,2,74521
101,6,1,0,0,0,16,0,0,0,0,0,74522
3129,720,55,17,33,2,503,364,16,0,16,0,74523
5050,1169,157,14,100,0,548,264,0,0,1,30,74525
58,27,0,5,0,0,6,2,0,0,0,0,74528
122,39,0,0,0,0,1,0,0,0,6,0,74530
608,142,16,0,0,0,127,40,0,0,1,0,74531
606,134,0,0,0,0,77,20,0,0,0,0,74533
94,31,0,0,0,0,0,0,0,0,0,0,74534
27,39,0,0,0,0,0,11,0,0,0,0,74535
872,123,8,3,0,0,173,65,3,5,7,0,74536
1975,503,7,6,25,0,281,70,2,0,18,5,74538
59,16,0,0,6,0,13,22,1,0,2,0,74540
299,19,0,0,7,0,11,5,0,0,0,0,74543
273,49,0,0,3,0,22,5,0,0,0,0,74546
1641,223,31,5,29,0,161,90,0,0,0,0,74547
69,14,0,0,0,0,6,2,0,0,0,0,74549
564,79,24,5,13,0,78,22,0,0,5,1,74552
740,85,16,4,0,0,74,15,0,0,0,0,74553
1190,176,9,0,0,0,43,52,0,0,0,0,74554
357,59,0,0,0,0,46,0,0,0,0,0,74555
160,68,0,0,0,0,1,1,0,0,0,0,74556
536,63,0,0,0,4,45,8,0,0,0,0,74557
223,60,11,0,0,0,51,15,0,0,0,0,74558
276,28,0,0,0,0,22,1,0,0,0,0,74560
1026,182,4,2,0,0,92,34,4,0,9,0,74561
417,30,12,5,0,1,96,27,0,0,0,0,74562
956,236,20,5,0,0,408,134,0,0,4,0,74563
289,40,0,0,0,0,8,0,0,0,0,0,74565
36,4,0,0,0,0,12,0,0,0,0,0,74567
313,56,35,15,0,0,56,15,0,0,0,0,74569
841,51,0,0,5,0,120,36,0,0,0,0,74570
1612,302,1,5,77,54,554,318,0,0,8,0,74571
501,84,0,0,0,0,42,46,0,0,4,4,74572
606,176,2,2,0,0,207,63,0,0,15,0,74574
101,3,0,0,0,0,24,40,0,0,0,0,74576
140,12,0,0,0,0,22,38,0,0,0,0,74577
3052,530,62,4,11,0,827,383,0,0,62,22,74578
11201,1538,580,116,114,57,1109,680,16,0,444,136,74601
9377,688,61,20,69,0,727,214,0,0,78,110,74604
442,75,0,0,0,0,27,0,1,0,11,0,74630
5087,606,61,0,0,0,336,42,0,0,150,19,74631
510,37,1,0,0,0,4,0,0,0,3,0,74632
431,108,0,0,0,0,23,2,0,0,0,0,74633
199,7,16,7,0,0,19,5,0,0,7,0,74636
836,120,23,14,4,0,277,47,0,0,10,0,74637
200,12,0,0,0,0,0,0,0,0,0,0,74640
405,46,2,0,1,0,39,16,0,0,5,0,74641
426,28,0,0,0,0,7,1,0,0,36,19,74643
273,30,0,0,2,0,48,26,0,0,65,10,74644
173,89,0,0,1,0,0,0,0,0,0,0,74646
2260,199,0,0,10,0,274,58,0,0,28,11,74647
300,55,2,0,0,0,89,17,0,0,0,0,74650
329,25,0,0,2,0,260,82,2,0,18,1,74651
629,40,6,0,0,0,55,4,0,0,0,0,74652
2255,377,18,7,19,0,339,107,0,0,110,5,74653
14675,3183,580,38,222,19,2447,1135,0,0,392,217,74701
272,58,6,0,0,0,35,19,0,0,0,0,74720
0,0,0,0,0,0,0,0,0,0,0,0,74721
126,27,0,0,0,0,29,20,0,0,0,0,74722
818,108,0,2,16,2,206,112,0,0,4,0,74723
60,12,0,0,0,0,10,0,0,0,0,0,74724
1203,172,0,0,0,0,175,88,0,0,0,8,74726
1098,210,38,23,3,8,189,102,0,0,14,9,74727
5666,1109,610,10,19,0,1227,653,333,42,313,133,74728
1565,372,1,0,0,0,219,112,0,0,12,0,74729
3241,592,116,0,20,5,608,184,0,0,20,15,74730
954,241,0,0,7,0,96,0,15,0,0,0,74731
1932,510,117,51,0,8,158,83,0,0,31,92,74733
454,106,23,0,0,0,72,19,0,0,30,5,74734
1178,239,26,0,9,0,143,119,4,0,2,5,74735
440,61,7,0,90,30,66,18,0,0,5,13,74736
22,7,0,0,0,0,0,2,0,0,0,0,74737
170,42,94,14,0,0,61,10,0,0,0,0,74738
1000,194,176,10,11,0,86,222,0,0,6,27,74740
637,88,25,0,0,0,54,36,0,0,5,4,74741
3740,619,1004,148,15,0,920,247,4,5,177,3,74743
4668,913,1059,230,75,13,725,370,76,0,136,67,74745
281,50,7,0,0,0,25,9,0,0,5,0,74747
524,73,5,0,6,5,15,31,0,0,6,5,74748
118,20,5,0,0,0,11,9,0,0,0,0,74750
40,0,0,0,0,0,0,0,0,0,0,0,74753
307,141,106,0,0,0,13,0,0,0,0,0,74754
83,16,0,0,0,0,6,0,0,0,0,0,74755
431,50,9,0,2,2,112,21,0,0,10,0,74756
586,124,7,0,7,0,247,80,0,0,6,0,74759
46,3,0,0,0,0,9,14,0,0,0,0,74760
34,10,0,0,0,0,4,1,0,0,0,0,74761
1947,461,86,2,77,18,192,41,0,0,17,11,74764
505,151,40,3,0,0,170,103,0,4,0,0,74766
13389,1864,849,119,97,3,2359,1052,39,36,121,33,74801
14408,1096,719,96,211,0,2008,401,0,0,203,45,74804
17128,2635,664,207,270,41,3713,1829,18,22,202,44,74820
1094,180,5,0,0,0,21,39,0,0,27,0,74824
1159,113,0,0,5,0,177,84,0,0,2,5,74825
923,108,6,0,0,0,109,23,0,0,7,3,74826
226,15,2,0,0,0,24,5,0,0,0,0,74827
285,39,282,56,0,0,7,0,0,0,0,0,74829
84,15,4,0,0,0,31,18,0,0,0,0,74830
488,48,3,0,14,0,48,37,0,0,0,0,74831
630,91,0,2,0,0,36,5,0,0,0,11,74832
286,67,25,6,0,0,59,8,0,0,0,0,74833
5353,543,224,58,84,0,286,36,0,0,33,14,74834
206,20,0,0,0,0,8,8,0,0,0,0,74836
67,12,0,0,0,0,23,19,0,0,0,0,74837
346,86,48,0,0,0,130,95,21,0,4,0,74839
1155,214,33,10,3,0,319,139,0,0,42,12,74840
150,9,0,0,0,0,15,5,0,0,0,0,74842
251,27,0,0,0,0,6,0,0,0,0,0,74843
222,15,0,0,2,0,67,29,0,0,0,0,74844
128,19,19,1,7,0,78,52,0,0,0,0,74845
3659,710,158,0,8,27,945,334,0,0,110,11,74848
1575,343,33,8,0,0,335,214,0,0,27,0,74849
167,28,0,0,0,0,29,29,0,0,0,0,74850
6669,806,224,0,85,7,918,174,13,0,125,0,74851
1057,136,0,0,25,0,132,17,4,0,5,7,74852
1183,179,3,0,0,0,160,73,7,0,4,0,74854
2961,372,62,0,28,21,304,76,0,0,11,0,74855
560,28,0,0,0,0,45,36,0,0,9,8,74856
7370,740,154,11,28,0,548,159,0,0,118,16,74857
3212,545,60,0,3,7,873,337,0,0,53,0,74859
1019,194,0,0,12,29,121,33,0,0,2,0,74860
3376,576,15,0,0,17,194,153,0,0,16,0,74864
1404,155,0,0,0,0,200,95,0,0,25,0,74865
46,5,0,0,0,0,2,2,0,0,0,0,74866
336,24,18,4,1,0,115,44,0,0,8,0,74867
7024,1278,321,118,43,4,1402,961,2,0,33,0,74868
375,84,7,0,2,0,17,0,0,0,0,0,74869
1440,183,10,8,7,0,289,166,0,0,0,0,74871
2051,245,15,0,0,0,215,92,0,0,30,0,74872
7352,1208,119,10,43,0,973,350,0,16,159,26,74873
707,170,3,0,0,0,89,14,0,0,0,0,74875
1242,149,3,0,0,0,93,35,0,0,0,2,74878
1065,134,142,11,7,19,237,50,0,0,0,0,74880
3951,628,47,5,3,0,206,46,14,0,26,11,74881
967,172,43,0,0,0,404,338,0,0,283,0,74883
2539,461,364,96,0,0,831,363,0,0,34,1,74884
1298,251,10,0,0,0,107,39,0,0,5,6,74901
2617,515,36,16,28,0,402,110,0,0,26,28,74902
968,216,0,1,26,0,108,64,0,0,0,0,74930
360,93,0,0,0,0,381,189,0,0,6,3,74931
1627,223,0,0,0,0,131,180,0,0,3,0,74932
56,27,0,0,1,0,19,9,0,0,0,0,74935
692,214,2,23,0,0,286,101,0,0,7,5,74936
2775,628,32,19,9,0,373,119,0,0,359,314,74937
349,42,47,47,0,0,24,18,0,0,28,0,74939
1562,311,19,1,0,0,215,86,0,0,70,10,74940
1527,290,4,2,49,0,222,106,0,0,21,0,74941
92,15,0,0,0,0,10,20,0,0,0,0,74942
58,31,0,0,0,0,0,0,0,0,0,6,74943
687,100,9,0,0,0,125,13,0,0,20,0,74944
44,8,0,0,0,0,59,26,0,0,0,0,74945
29,4,12,3,0,0,2,0,0,0,0,0,74946
79,14,0,0,6,0,10,2,0,0,0,0,74947
6461,991,73,0,149,0,1459,571,6,0,85,0,74948
60,68,0,0,0,0,42,17,0,0,9,0,74949
825,133,5,0,29,0,75,32,0,0,0,0,74951
7565,1431,43,12,54,15,978,346,6,0,343,127,74953
2308,801,204,55,27,5,353,228,7,0,14,17,74954
7725,1236,116,9,77,8,2343,758,0,0,88,209,74955
1352,182,40,0,62,0,94,95,0,0,0,3,74956
452,86,0,0,20,0,166,76,0,0,0,0,74957
3750,544,223,51,92,7,484,270,19,0,31,2,74959
3059,468,41,0,63,2,4426,1909,0,0,264,116,74960
2071,281,146,25,0,0,745,434,0,0,4,4,74962
303,68,0,0,7,0,89,47,0,0,0,0,74963
1061,186,14,6,82,1,348,238,4,0,76,16,74964
2262,524,11,0,64,59,917,493,0,0,301,24,74965
2110,436,4,1,0,0,337,138,0,11,17,4,74966
7916,1319,2443,496,953,273,101,0,0,0,589,598,75001
42203,3333,7873,1576,7383,280,367,137,0,0,1655,275,75002
24547,6448,3726,579,3043,310,75,37,2,0,1754,1068,75006
27737,2559,3830,630,7566,1176,281,0,408,0,1654,546,75007
19014,1921,1438,91,1129,386,183,0,61,0,302,42,75009
13562,1300,4403,575,7841,652,117,4,8,31,738,206,75010
24347,1248,2824,500,13105,806,10,0,11,0,921,71,75013
23248,975,2114,263,13409,547,137,34,59,0,745,82,75019
16685,3097,1266,280,79,0,112,94,0,0,564,220,75020
6751,1147,211,52,131,0,26,16,0,0,72,0,75021
18380,834,734,0,4127,112,41,11,0,0,644,694,75022
28495,3338,4097,339,5635,891,59,41,0,0,912,603,75023
17623,1461,3670,442,15277,715,182,0,8,0,1124,140,75024
22543,1923,4845,490,18468,886,116,0,95,0,701,87,75025
34167,1371,1560,134,5361,322,223,0,2,0,820,77,75028
25904,2465,2980,190,847,134,70,1,8,0,914,308,75032
28419,1299,5149,190,5799,215,12,0,0,0,1142,276,75033
26999,2010,3236,1319,8410,618,211,8,24,24,840,430,75034
34630,2556,7065,335,27480,1619,273,44,0,0,2214,166,75035
17095,834,2454,113,8579,228,49,0,15,94,468,168,75036
8200,1559,8871,1814,8481,1043,83,19,0,15,588,361,75038
8085,532,2393,301,7709,253,68,0,44,16,436,54,75039
20959,6606,6886,883,6616,1081,400,48,0,0,3445,1432,75040
10245,4671,1555,273,680,133,237,62,0,0,2562,2222,75041
11017,4761,4268,722,4504,1089,121,275,0,0,2050,1059,75042
21831,6005,11909,2767,3521,760,451,47,0,7,3957,1218,75043
17652,3166,7369,1036,7252,935,71,37,66,0,833,859,75044
14753,1320,3047,354,4786,532,345,0,67,0,695,73,75048
16117,4025,6965,1484,679,48,253,136,36,0,5799,3068,75050
13107,4356,4310,779,825,51,121,53,0,0,5526,3523,75051
29447,3890,23900,2824,7957,1291,247,151,24,0,9321,2548,75052
6361,199,5328,575,2354,219,108,0,0,0,315,22,75054
34977,2726,5802,612,9868,912,244,63,0,0,1964,909,75056
7687,2746,1634,368,369,53,50,58,0,0,506,325,75057
2827,206,39,4,9,0,47,18,1,0,70,39,75058
16397,5087,1878,380,2826,363,310,42,0,0,7848,5346,75060
17276,7270,3526,966,2019,447,316,115,24,0,8418,7135,75061
17184,4809,6229,1370,6997,555,48,44,4,0,5208,3455,75062
8948,846,5059,607,25027,1033,162,56,59,0,486,38,75063
9203,1388,420,30,258,37,156,15,0,0,50,32,75065
30954,5245,8314,1425,5958,1443,388,130,48,0,3163,1788,75067
32400,3422,12287,750,6685,368,242,539,26,22,2254,186,75068
24502,4211,3680,512,867,42,96,19,15,0,830,175,75069
31141,2216,7279,460,10301,693,293,55,9,0,619,206,75070
39512,2782,7677,592,6014,266,506,0,110,0,1078,282,75071
36129,2424,3919,313,5973,154,115,0,12,0,1074,138,75072
21440,5714,4428,1063,6259,574,148,19,38,0,2507,1281,75074
22747,2892,1643,642,4594,343,23,5,0,0,509,182,75075
6697,933,0,0,81,6,111,15,0,0,103,20,75076
27535,1596,2693,107,2682,398,147,0,36,0,892,101,75077
26763,1085,2872,88,4936,37,75,17,27,0,1102,32,75078
29366,3102,3709,707,5693,649,410,0,16,0,2181,1202,75080
17767,2644,5880,1638,4203,419,48,47,0,43,1007,633,75081
15474,1040,2509,238,6129,1159,15,0,0,0,754,145,75082
28317,2136,1635,129,1323,287,735,0,66,0,708,38,75087
16099,2242,4098,259,836,237,223,0,0,28,496,175,75088
15895,1607,7965,1508,3282,79,53,0,0,0,704,183,75089
13375,3803,2688,307,290,9,52,11,25,0,915,471,75090
18455,2978,1567,88,457,489,48,13,0,0,645,29,75092
27770,1371,3538,304,8326,845,123,0,0,0,1025,146,75093
10241,837,1906,255,7948,908,114,0,0,0,150,0,75094
36126,4784,6796,983,5757,693,271,58,0,17,1178,895,75098
275,88,82,82,0,0,29,0,0,0,30,3,75101
1353,199,32,0,9,0,0,0,0,0,106,29,75102
12054,2749,106,16,81,9,51,0,0,0,128,134,75103
13183,2373,21807,2872,666,279,66,15,179,0,2245,961,75104
114,8,32,0,0,0,0,0,0,0,0,0,75105
3083,509,58,0,1,3,12,0,0,0,236,55,75109
14505,2483,3672,759,280,6,52,0,444,452,2923,1342,75110
4064,1112,370,19,34,0,0,28,0,0,197,306,75114
8552,1185,34002,3277,409,108,30,32,0,67,2072,1170,75115
6306,2087,3615,1615,451,45,6,74,0,0,2630,1137,75116
3683,373,190,19,30,0,3,0,0,0,30,34,75117
16199,4839,1952,545,60,14,126,52,8,0,1551,1019,75119
4881,581,28,31,13,0,55,0,0,0,6,2,75124
2951,457,525,115,2,0,303,0,0,0,548,291,75125
36138,3203,14313,1499,1876,238,210,17,26,0,2033,617,75126
1416,269,5,0,18,0,29,9,0,0,4,0,75127
0,0,0,0,0,0,0,0,0,0,0,0,75132
2619,787,12185,1167,29,18,0,0,0,0,1029,754,75134
5728,713,455,65,64,0,43,8,0,0,573,129,75135
6338,1447,6886,725,114,71,277,63,0,0,1088,568,75137
5451,1478,0,0,16,1,17,8,13,0,213,140,75140
596,562,1853,179,0,0,0,0,0,0,216,192,75141
13754,2307,785,83,1,0,27,0,0,0,842,603,75142
11311,1988,73,6,58,0,26,0,0,5,167,8,75143
2005,457,671,142,0,0,13,3,0,0,212,77,75144
3408,994,14663,1486,167,73,40,0,0,0,513,394,75146
6065,1193,160,0,29,0,0,0,23,0,0,20,75147
3957,830,454,97,5,0,17,0,21,0,47,8,75148
20349,7110,12857,1572,634,50,602,269,8,0,4457,2440,75149
24806,6276,11211,1989,1690,171,371,74,0,0,4387,2406,75150
4193,481,76,34,13,0,239,78,0,0,286,150,75152
493,71,0,0,0,0,0,0,0,0,3,1,75153
20820,3894,14301,615,436,22,384,158,0,0,2069,687,75154
1513,426,174,47,0,0,0,0,0,0,293,134,75155
11653,3200,221,86,40,42,51,0,11,0,77,16,75156
137,27,13,0,0,0,0,3,0,0,0,0,75157
4329,1008,168,2,0,0,112,0,0,0,164,37,75158
9090,2649,2572,293,173,43,64,70,14,0,1635,1063,75159
13606,1973,4203,484,30,0,65,9,22,0,915,320,75160
4532,662,129,37,0,0,28,41,0,0,277,114,75161
1675,192,309,6,0,0,1,0,0,0,3,119,75163
265,125,12,0,0,0,0,0,0,0,0,0,75164
28697,4309,5790,1237,324,15,203,39,109,6,2369,448,75165
3592,270,813,33,119,40,212,0,73,0,69,0,75166
8707,1108,1052,103,110,124,11,0,0,0,811,213,75167
11182,2316,576,135,0,0,74,36,0,0,250,10,75169
1542,551,1328,176,0,0,0,0,0,0,471,475,75172
5953,928,229,73,102,10,82,5,0,0,582,166,75173
7555,2999,5657,2166,20,0,148,170,0,0,1988,1106,75180
8277,2140,9093,358,1126,48,130,195,16,0,1580,213,75181
4588,174,531,463,1457,117,11,0,0,0,15,0,75182
24140,3479,3274,165,663,20,130,82,0,0,1911,668,75189
11452,945,1699,589,1277,10,108,21,0,0,395,20,75201
1534,146,162,53,107,0,4,0,0,0,45,0,75202
4281,2854,4689,925,133,0,230,70,14,0,751,779,75203
18779,1844,3661,706,1931,167,120,11,0,0,1187,449,75204
20558,574,423,18,1176,153,108,10,5,0,261,40,75205
24627,2151,3088,495,3219,369,266,28,0,0,1082,260,75206
1749,115,398,138,213,10,0,0,0,0,101,21,75207
15028,4197,1621,209,309,10,440,244,0,0,2457,907,75208
9996,844,1396,200,354,87,52,0,0,0,191,103,75209
1671,740,3665,862,117,0,0,0,0,0,289,521,75210
26437,12128,5482,1274,500,143,837,261,4,0,9192,4569,75211
7465,4012,5013,1821,503,18,190,29,0,0,1833,1012,75212
25064,2011,1745,593,504,134,269,16,0,0,632,185,75214
3100,840,9305,2690,17,11,30,0,11,0,736,944,75215
9284,3977,22124,5456,153,0,119,8,0,0,4348,3136,75216
25445,13868,12757,2748,382,137,419,250,15,0,4992,3570,75217
15257,1446,1002,216,138,0,50,0,0,0,817,422,75218
14311,1615,2108,778,2270,195,131,44,46,0,735,81,75219
11874,7382,1430,216,585,197,75,73,0,0,5591,8348,75220
5059,2356,1504,89,253,31,15,0,0,0,1051,761,75223
12657,3958,7059,2286,147,0,322,55,0,0,3673,1868,75224
19870,448,76,11,645,14,21,4,23,0,134,0,75225
2334,551,775,450,124,0,20,0,0,0,357,120,75226
14053,7471,12946,3069,489,50,189,115,0,0,2409,1066,75227
23692,8889,10216,2923,1065,119,209,37,0,36,1997,1621,75228
17819,3682,417,215,1644,108,190,10,0,0,2788,3465,75229
19558,1035,1790,249,946,86,75,7,6,0,538,338,75230
12108,2588,6310,3138,2038,1549,85,42,83,12,2995,2845,75231
5375,2632,14491,2196,18,0,125,33,15,0,2376,1487,75232
4816,1707,3879,782,90,0,46,0,0,0,2166,1318,75233
17118,4614,1895,438,2718,165,219,119,0,0,2004,1262,75234
8681,2252,2140,551,1469,184,180,0,0,0,1038,403,75235
3992,969,6567,1196,191,42,49,87,0,0,1663,1335,75236
1339,369,12772,2574,24,0,0,24,0,0,397,944,75237
17708,1487,3957,1332,1348,248,101,126,13,0,1328,1363,75238
6257,2205,4009,900,471,39,18,47,0,0,4621,4744,75240
3588,698,17224,4085,197,0,63,19,0,0,2105,1440,75241
14790,3778,19781,8783,4290,611,97,60,32,0,2205,2899,75243
7607,736,854,264,1135,67,92,0,0,0,462,90,75244
846,331,466,60,65,0,13,0,0,0,60,59,75246
208,172,376,60,0,0,20,0,0,0,70,21,75247
24370,919,3068,575,1798,90,167,0,9,10,1366,1404,75248
2815,1354,8002,849,405,187,7,156,0,0,1702,282,75249
1594,207,1531,89,104,25,16,0,0,0,39,0,75251
14452,916,2364,881,4703,489,10,33,21,0,762,450,75252
8820,4055,3046,220,235,23,142,0,0,0,1270,759,75253
9101,1717,4051,1232,1167,415,7,0,48,0,2112,1949,75254
0,0,0,0,0,0,0,0,0,0,0,0,75261
0,0,0,0,0,0,0,0,0,0,0,0,75270
21149,3422,10990,1843,3499,621,465,104,0,0,3473,1932,75287
0,0,0,0,0,0,0,0,0,0,0,0,75390
9841,2902,2449,178,64,0,115,11,0,0,2161,627,75401
14529,1428,1052,691,334,0,113,0,0,0,312,71,75402
14521,3432,3531,294,818,162,282,14,0,0,1056,267,75407
14290,2961,3087,115,273,9,153,0,0,0,214,214,75409
3274,545,29,0,2,0,0,101,0,0,52,42,75410
696,107,0,0,0,0,0,0,0,0,0,11,75411
473,29,3,5,0,0,0,0,0,0,0,0,75412
125,40,0,15,0,0,0,0,0,0,0,0,75413
2621,432,0,0,30,19,45,0,0,0,4,0,75414
293,0,0,0,0,0,0,0,0,0,0,0,75415
2187,394,47,7,0,0,19,16,0,0,0,0,75416
1671,309,18,2,30,0,180,2,0,2,70,0,75417
8947,1501,281,176,54,27,42,1,0,0,120,0,75418
1092,172,0,0,0,0,0,0,0,0,24,13,75420
334,403,75,1,0,0,14,0,0,0,0,0,75421
2046,464,44,0,42,8,5,3,0,0,37,65,75422
2171,422,6,0,0,0,5,0,0,0,80,121,75423
2586,376,2,0,3,0,5,0,0,0,198,74,75424
1529,295,1178,406,0,0,0,0,0,0,63,0,75426
6052,940,1668,394,267,4,101,41,8,0,801,173,75428
0,0,0,0,0,0,0,0,0,0,0,0,75429
1038,561,20,0,0,12,0,0,0,0,5,64,75431
2409,207,298,27,9,10,0,0,0,0,28,10,75432
2405,333,102,13,6,0,14,1,16,0,34,3,75433
0,0,0,0,0,0,0,0,0,0,0,0,75434
745,236,31,4,0,0,2,2,0,0,2,0,75435
1849,324,69,11,0,0,24,10,0,0,8,0,75436
935,158,0,0,0,0,5,0,0,0,10,13,75437
856,147,0,11,0,0,0,0,23,0,0,0,75438
755,181,24,0,0,4,0,1,0,0,2,0,75439
5552,923,169,19,42,42,0,0,0,0,298,18,75440
90,0,0,0,0,0,0,0,0,0,0,0,75441
7670,810,365,190,24,0,0,51,128,0,464,116,75442
2510,467,276,16,0,0,0,0,0,0,60,4,75446
824,276,1,0,0,17,0,0,0,0,2,0,75447
503,56,123,0,0,0,0,0,0,0,0,0,75448
704,89,195,42,0,0,2,0,0,0,3,0,75449
338,0,0,0,0,0,0,0,0,0,23,0,75450
1067,174,109,0,1,0,0,0,0,0,0,100,75451
3671,543,80,2,48,0,115,0,0,0,90,135,75452
2682,330,5,0,0,2,26,0,0,0,0,0,75453
11790,393,1835,251,950,0,13,0,0,0,121,86,75454
13355,2612,2182,522,388,24,136,25,0,0,2870,966,75455
3713,774,386,65,0,0,0,0,0,0,216,79,75457
